year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,set_number
2018.0,spring,LCS,1,TL,TSM,TL,TSM,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440062?gameHash=a3b08c115923f00d&tab=overview,https://www.youtube.com/watch?v=X9Yu6zL7_f0,https://www.youtube.com/watch?v=X9Yu6zL7_f0&t=8m13s,https://www.youtube.com/watch?v=Hxx7T6FrOGQ&t=10s,Olleh,1.0
2018.0,spring,LCS,1,100,OPT,100,OPT,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440076?gameHash=c426d3d50426edb3&tab=overview,https://www.youtube.com/watch?v=-mAiPVvYeR8&t=5m20s,https://www.youtube.com/watch?v=-mAiPVvYeR8&t=13m59s,https://www.youtube.com/watch?v=fyrnyzeTV5I&t=10s,aphromoo,1.0
2018.0,spring,LCS,1,CG,GG,CG,GG,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440084?gameHash=f0f86e52b6e472e9&tab=overview,https://www.youtube.com/watch?v=uRyL7n8z8bA&t=3m17s,https://www.youtube.com/watch?v=uRyL7n8z8bA&t=9m38s,https://www.youtube.com/watch?v=q_OMDzM4cyY&t=10s,Febiven,1.0
2018.0,spring,LCS,1,FOX,FLY,FOX,FLY,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440095?gameHash=fd3b9331ff5312e3&tab=overview,https://www.youtube.com/watch?v=um_pJtKp_Yc&t=3m36s,https://www.youtube.com/watch?v=um_pJtKp_Yc&t=9m40s,https://www.youtube.com/watch?v=FuWOR3nnbjE&t=10s,Huni,1.0
2018.0,spring,LCS,1,CLG,C9,CLG,C9,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440106?gameHash=d6441d4ec8f87534&tab=overview,https://www.youtube.com/watch?v=973X2BrAvy8&t=8m15s,https://www.youtube.com/watch?v=973X2BrAvy8&t=15m22s,https://www.youtube.com/watch?v=2FdF93yK9fw&t=10s,Svenskeren,1.0
2018.0,spring,LCS,1,OPT,TL,OPT,TL,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440127?gameHash=361bcc2e848641d2,https://www.youtube.com/watch?v=ztso0D4h-U0&t=44s,https://www.youtube.com/watch?v=ztso0D4h-U0&t=9m09s,https://www.youtube.com/watch?v=tZgAEgpRFdo&t=10s,Doublelift,1.0
2018.0,spring,LCS,1,FLY,TSM,FLY,TSM,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440132?gameHash=23453515b5a50136,https://www.youtube.com/watch?v=5l6HCvCuAmQ&t=1m40s,https://www.youtube.com/watch?v=5l6HCvCuAmQ&t=8m55s,https://www.youtube.com/watch?v=q-WOdJALL48&t=10s,Keane,1.0
2018.0,spring,LCS,1,CLG,100,100,CLG,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440143?gameHash=7e985eeecd65e639,https://www.youtube.com/watch?v=l6F9mhRwAh4&t=2m54s,https://www.youtube.com/watch?v=l6F9mhRwAh4&t=10m48s,https://www.youtube.com/watch?v=DCiinQnIP5o&t=10s,Ssumday,1.0
2018.0,spring,LCS,1,GG,C9,GG,C9,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440150?gameHash=74938e8b39d37fbc,https://www.youtube.com/watch?v=tCh2Sxfc5iM&t=3m02s,https://www.youtube.com/watch?v=tCh2Sxfc5iM&t=10m44s,https://www.youtube.com/watch?v=dQWdUWpZA_I&t=10s,Licorice,1.0
2018.0,spring,LCS,1,FOX,CG,FOX,CG,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440161?gameHash=6ca37bd9371814a3,https://www.youtube.com/watch?v=Y8Z1nPqMY1w&t=4m24s,https://www.youtube.com/watch?v=Y8Z1nPqMY1w&t=10m42s,https://www.youtube.com/watch?v=vVFB14fbwug&t=10s,Fenix,1.0
2018.0,spring,LCS,2,CG,CLG,CG,CLG,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440178?gameHash=8b42779646bf3b18,https://www.youtube.com/watch?v=VXl4L23WKOk#t=14m23s,https://www.youtube.com/watch?v=VXl4L23WKOk#t=20m26s,https://www.youtube.com/watch?v=aJjEdwgT0pg,Febiven,1.0
2018.0,spring,LCS,2,TSM,OPT,TSM,OPT,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440188?gameHash=af2e4c975e05a502&tab=overview,https://www.youtube.com/watch?v=D-ppswOP04s#t=1m18s,https://www.youtube.com/watch?v=D-ppswOP04s#t=14m37s,https://www.youtube.com/watch?v=CpexNhYTkf4&index=2&list=PLPZ7h6L6LC7URJK_jCv8D2qsRSraAFjT3,Hauntzer,1.0
2018.0,spring,LCS,2,C9,FOX,C9,FOX,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440193?gameHash=e6bb75c66e412222&tab=overview,https://www.youtube.com/watch?v=BjMBTCwQnls#t=5m,https://www.youtube.com/watch?v=BjMBTCwQnls#t=12m23s,https://www.youtube.com/watch?v=OEQpuWi3JO4&index=3&list=PLPZ7h6L6LC7URJK_jCv8D2qsRSraAFjT3,Dardoch,1.0
2018.0,spring,LCS,2,100,TL,100,TL,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440202?gameHash=564bf4ca59969005&tab=overview,https://www.youtube.com/watch?v=ArmENzwlLiw#t=2m29s,https://www.youtube.com/watch?v=ArmENzwlLiw#t=9m40s,https://www.youtube.com/watch?v=iYKpR2XIuYE&index=4&list=PLPZ7h6L6LC7URJK_jCv8D2qsRSraAFjT3,Ryu,1.0
2018.0,spring,LCS,2,GG,FLY,GG,FLY,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002440210?gameHash=334df4d6a99c27af&tab=overview,https://www.youtube.com/watch?v=PLhqu0jmC6A#t=2m,https://www.youtube.com/watch?v=PLhqu0jmC6A#t=10m,https://www.youtube.com/watch?v=27FXjGcevfU,AnDa,1.0
