year,season,league_name,week,team_1,team_2,MVP,Blue,Red,MH,PB,Start,set_number
2018.0,summer,Challengers Korea,1,GCB,BtC,Savage,GCB,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/730547?gameHash=fefd3c2322c24769&tab=overview,https://youtube.com/watch?v=LSGTNwtn054&t=251,https://youtube.com/watch?v=LSGTNwtn054&t=753,1.0
2018.0,summer,Challengers Korea,1,,,,BtC,GCB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/730582?gameHash=d03fcc2cc2f67b49&tab=overview,https://youtube.com/watch?v=QWx4SMaB3Qs&t=71,https://youtube.com/watch?v=QWx4SMaB3Qs&t=515,2.0
2018.0,summer,Challengers Korea,1,,,,GCB,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/730587?gameHash=53ea9f8bcc742040&tab=overview,https://youtube.com/watch?v=8Yhwiucf620&t=82,https://youtube.com/watch?v=8Yhwiucf620&t=493,3.0
2018.0,summer,Challengers Korea,2,BtC,APK,Savage,BtC,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/720990?gameHash=648faee230d70c0d&tab=overview,https://youtube.com/watch?v=YT_QbbBqXzU&t=409,https://youtube.com/watch?v=YT_QbbBqXzU&t=888,1.0
2018.0,summer,Challengers Korea,2,,,,APK,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/720993?gameHash=6a3188003e58b9ed&tab=overview,https://youtube.com/watch?v=FKDBFN1P9xk&t=83,https://youtube.com/watch?v=FKDBFN1P9xk&t=554,2.0
2018.0,summer,Challengers Korea,2,KDM,DWG,Nuclear,KDM,DWG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/720996?gameHash=103b53c87f69c72a&tab=overview,https://youtube.com/watch?v=1K5tHnXJwuA&t=212,https://youtube.com/watch?v=1K5tHnXJwuA&t=644,1.0
2018.0,summer,Challengers Korea,2,,,,DWG,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/721030?gameHash=0e98e990a45384a0&tab=overview,https://youtube.com/watch?v=phqh8UIOYN4&t=92,https://youtube.com/watch?v=phqh8UIOYN4&t=558,2.0
2018.0,summer,Challengers Korea,2,GCB,ESS,Parang,GCB,ESS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/731171?gameHash=6e8b0ff7ba276a62&tab=overview,https://youtube.com/watch?v=NnV-fs-pTUc&t=423,https://youtube.com/watch?v=NnV-fs-pTUc&t=1100,1.0
2018.0,summer,Challengers Korea,2,,,,ESS,GCB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/731180?gameHash=f9c97a215634b159&tab=overview,https://youtube.com/watch?v=2n_8bzUEz1Y&t=67,https://youtube.com/watch?v=2n_8bzUEz1Y&t=539,2.0
2018.0,summer,Challengers Korea,2,WNS,KDM,Roach,WNS,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/731192?gameHash=fdc2b67949761cc4&tab=overview,https://youtube.com/watch?v=_wNTvxS9HlI&t=249,https://youtube.com/watch?v=_wNTvxS9HlI&t=740,1.0
2018.0,summer,Challengers Korea,2,,,,KDM,WNS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/731216?gameHash=39c11f192b1fe068&tab=overview,https://youtube.com/watch?v=q5C-XNdu8BU&t=75,https://youtube.com/watch?v=q5C-XNdu8BU&t=570,2.0
2018.0,summer,Challengers Korea,2,,,,WNS,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/731220?gameHash=d5fe636c0462f500&tab=overview,https://youtube.com/watch?v=R55n8YjXVyA&t=117,https://youtube.com/watch?v=R55n8YjXVyA&t=911,3.0
2018.0,summer,Challengers Korea,2,APK,RGA,Poss,APK,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/721482?gameHash=0818d41197566b5c&tab=overview,https://youtube.com/watch?v=Mq7BCjd2X-E&t=388,https://youtube.com/watch?v=Mq7BCjd2X-E&t=823,1.0
2018.0,summer,Challengers Korea,2,,,,RGA,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/721499?gameHash=90fb2e6e3667ff0e&tab=overview,https://youtube.com/watch?v=uF1Ri2r5xAY&t=379,https://youtube.com/watch?v=uF1Ri2r5xAY&t=841,2.0
2018.0,summer,Challengers Korea,2,,,,APK,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/721517?gameHash=6a8d5e063499bc66&tab=overview,https://youtube.com/watch?v=ba1EQM0vjXg&t=90,https://youtube.com/watch?v=ba1EQM0vjXg&t=446,3.0
2018.0,summer,Challengers Korea,2,BtC,DWG,ShowMaker,BtC,DWG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/721538?gameHash=d64a37a89f76bad1&tab=overview,https://youtube.com/watch?v=sibZtQyOnW0&t=254,https://youtube.com/watch?v=sibZtQyOnW0&t=743,1.0
2018.0,summer,Challengers Korea,2,,,,DWG,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/721571?gameHash=1279e085d3fadd76&tab=overview,https://youtube.com/watch?v=ctiuA41dsG4&t=101,https://youtube.com/watch?v=ctiuA41dsG4&t=572,2.0
2018.0,summer,Challengers Korea,2,,,,BtC,DWG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/721595?gameHash=1ce9a370fc36ea11&tab=overview,https://youtube.com/watch?v=QK0i9LAlLFo&t=88,https://youtube.com/watch?v=QK0i9LAlLFo&t=594,3.0
2018.0,summer,Challengers Korea,3,RGA,GCB,OdduGi,RGA,GCB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/750040?gameHash=a5d185f2a9ebde6c&tab=overview,https://youtube.com/watch?v=X_0cn19as2Y&t=464,https://youtube.com/watch?v=X_0cn19as2Y&t=952,1.0
2018.0,summer,Challengers Korea,3,,,,GCB,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/750051?gameHash=b4d3aa942caf16e2&tab=overview,https://youtube.com/watch?v=2qmu_32DsOA&t=83,https://youtube.com/watch?v=2qmu_32DsOA&t=496,2.0
2018.0,summer,Challengers Korea,3,DWG,WNS,Punch,DWG,WNS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/750058?gameHash=807c9b15f312d2c0&tab=overview,https://youtube.com/watch?v=1qWZBhG9E1E&t=252,https://youtube.com/watch?v=1qWZBhG9E1E&t=741,1.0
2018.0,summer,Challengers Korea,3,,,,WNS,DWG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/750072?gameHash=fcc7c175728bec3a&tab=overview,https://youtube.com/watch?v=bOsY-bXXAls&t=94,https://youtube.com/watch?v=bOsY-bXXAls&t=572,2.0
2018.0,summer,Challengers Korea,3,WNS,APK,Malrang,WNS,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/740424?gameHash=00ed24493ceb3e25&tab=overview,https://youtube.com/watch?v=940Amo-hT68&t=441,https://youtube.com/watch?v=940Amo-hT68&t=891,1.0
2018.0,summer,Challengers Korea,3,,,,APK,WNS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/740434?gameHash=e6463ee9e5a3ed35&tab=overview,https://youtube.com/watch?v=aZLRrI6WQRA&t=175,https://youtube.com/watch?v=aZLRrI6WQRA&t=638,2.0
2018.0,summer,Challengers Korea,3,,,,WNS,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/740451?gameHash=cc72dd17eba7583c&tab=overview,https://youtube.com/watch?v=lx-KO5kTFWw&t=219,https://youtube.com/watch?v=lx-KO5kTFWw&t=694,3.0
2018.0,summer,Challengers Korea,3,ESS,BtC,SoaR,ESS,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/740469?gameHash=bde8030ac91dd1bc&tab=overview,https://youtube.com/watch?v=CrwWM0jD-RI&t=249,https://youtube.com/watch?v=CrwWM0jD-RI&t=754,1.0
2018.0,summer,Challengers Korea,3,,,,BtC,ESS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/740489?gameHash=0d907de844ad47d7&tab=overview,https://youtube.com/watch?v=JBMYYdM5S44&t=74,https://youtube.com/watch?v=JBMYYdM5S44&t=562,2.0
2018.0,summer,Challengers Korea,3,DWG,GCB,Nuguri,DWG,GCB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/750580?gameHash=f885346a07652891&tab=overview,https://youtube.com/watch?v=ul_Qk6iqDRk&t=413,https://youtube.com/watch?v=ul_Qk6iqDRk&t=849,1.0
2018.0,summer,Challengers Korea,3,,,,GCB,DWG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/750599?gameHash=6c0b280a3a3b175f&tab=overview,https://youtube.com/watch?v=jy1bXqXLw0c&t=60,https://youtube.com/watch?v=jy1bXqXLw0c&t=524,2.0
2018.0,summer,Challengers Korea,3,KDM,RGA,X,KDM,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/750603?gameHash=df6b8ff2080e62b9&tab=overview,https://youtube.com/watch?v=RlMPLZtLPss&t=315,https://youtube.com/watch?v=RlMPLZtLPss&t=811,1.0
2018.0,summer,Challengers Korea,3,,,,RGA,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/750633?gameHash=56689f24952ad91a&tab=overview,https://youtube.com/watch?v=1J70S6sIapU&t=70,https://youtube.com/watch?v=1J70S6sIapU&t=507,2.0
2018.0,summer,Challengers Korea,3,,,,KDM,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/740627?gameHash=30b7cbc3f8e2b337&tab=overview,https://youtube.com/watch?v=to5IvDt-5aM&t=61,https://youtube.com/watch?v=to5IvDt-5aM&t=524,3.0
2018.0,summer,Challengers Korea,4,KDM,ESS,Edge,KDM,ESS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770253?gameHash=ab4b6b9a7eebd057&tab=overview,https://youtube.com/watch?v=Yb_DSm_5bvM&t=483,https://youtube.com/watch?v=Yb_DSm_5bvM&t=954,1.0
2018.0,summer,Challengers Korea,4,,,,ESS,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/760172?gameHash=3a6d4e9750cc11bd&tab=overview,https://youtube.com/watch?v=c9ZpaGHNM-o&t=70,https://youtube.com/watch?v=c9ZpaGHNM-o&t=547,2.0
2018.0,summer,Challengers Korea,4,,,,KDM,ESS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/760176?gameHash=d4581a1ea5866dfe&tab=overview,https://youtube.com/watch?v=f-nybaCXR5g&t=66,https://youtube.com/watch?v=f-nybaCXR5g&t=427,3.0
2018.0,summer,Challengers Korea,4,APK,DWG,BeryL,APK,DWG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/760181?gameHash=43732417aa785e18&tab=overview,https://youtube.com/watch?v=kVrIrimwTMI&t=229,https://youtube.com/watch?v=kVrIrimwTMI&t=659,1.0
2018.0,summer,Challengers Korea,4,,,,DWG,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/760200?gameHash=749f766cf7f45fae&tab=overview,https://youtube.com/watch?v=kfvEMHlZcZY&t=89,https://youtube.com/watch?v=kfvEMHlZcZY&t=560,2.0
2018.0,summer,Challengers Korea,4,BtC,WNS,NighT,BtC,WNS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770520?gameHash=a55a71f12d59baeb&tab=overview,https://youtube.com/watch?v=CiBmiTtg6A4&t=352,https://youtube.com/watch?v=CiBmiTtg6A4&t=837,1.0
2018.0,summer,Challengers Korea,4,,,,WNS,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770525?gameHash=9836c644248e70c3&tab=overview,https://youtube.com/watch?v=wlRL5ZP-iZA&t=88,https://youtube.com/watch?v=wlRL5ZP-iZA&t=604,2.0
2018.0,summer,Challengers Korea,4,,,,BtC,WNS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770539?gameHash=476a0664093e10a9&tab=overview,https://youtube.com/watch?v=OIopX2uQAoA&t=55,https://youtube.com/watch?v=OIopX2uQAoA&t=539,3.0
2018.0,summer,Challengers Korea,4,ESS,APK,Parang,ESS,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770560?gameHash=37d673a0101d3c40&tab=overview,https://youtube.com/watch?v=73ppprmfiec&t=247,https://youtube.com/watch?v=73ppprmfiec&t=682,1.0
2018.0,summer,Challengers Korea,4,,,,APK,ESS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770590?gameHash=dfe99ed48b8b3ef2&tab=overview,https://youtube.com/watch?v=bSwvaPEJNZs&t=86,https://youtube.com/watch?v=bSwvaPEJNZs&t=511,2.0
2018.0,summer,Challengers Korea,4,,,,ESS,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770616?gameHash=aebc5202f49671b0&tab=overview,https://youtube.com/watch?v=RlrI5DPpkaA&t=76,https://youtube.com/watch?v=RlrI5DPpkaA&t=478,3.0
2018.0,summer,Challengers Korea,4,GCB,KDM,LuBu,GCB,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770698?gameHash=ca9f3f8eead06909&tab=overview,https://youtube.com/watch?v=Yub5m895L_M&t=555,https://youtube.com/watch?v=Yub5m895L_M&t=995,1.0
2018.0,summer,Challengers Korea,4,,,,KDM,GCB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770716?gameHash=903f42437148c889&tab=overview,https://youtube.com/watch?v=lSmbS0ZN3rQ&t=65,https://youtube.com/watch?v=lSmbS0ZN3rQ&t=502,2.0
2018.0,summer,Challengers Korea,4,,,,GCB,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/770726?gameHash=90c3021ce0df513c&tab=overview,https://youtube.com/watch?v=yIMPDp5mV8Y&t=402,https://youtube.com/watch?v=yIMPDp5mV8Y&t=858,3.0
2018.0,summer,Challengers Korea,4,DWG,RGA,ShowMaker,DWG,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/760632?gameHash=10e645e32aca7916&tab=overview,https://youtube.com/watch?v=pnD9md4NrXs&t=295,https://youtube.com/watch?v=pnD9md4NrXs&t=728,1.0
2018.0,summer,Challengers Korea,4,,,,RGA,DWG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/760634?gameHash=ed838406a032dc96&tab=overview,https://youtube.com/watch?v=wT__0MQ3E1U&t=68,https://youtube.com/watch?v=wT__0MQ3E1U&t=589,2.0
2018.0,summer,Challengers Korea,5,ESS,WNS,Malrang,ESS,WNS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771112?gameHash=8ebb4b7e36f08ac1&tab=overview,https://youtube.com/watch?v=waMCHfqebdM&t=455,https://youtube.com/watch?v=waMCHfqebdM&t=926,1.0
2018.0,summer,Challengers Korea,5,,,,WNS,ESS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771115?gameHash=2d4031d641fc542d&tab=overview,https://youtube.com/watch?v=CwrrPoixSP0&t=80,https://youtube.com/watch?v=CwrrPoixSP0&t=573,2.0
2018.0,summer,Challengers Korea,5,,,,ESS,WNS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771117?gameHash=8d035b51306ce960&tab=overview,https://youtube.com/watch?v=i783hLlWSXY&t=73,https://youtube.com/watch?v=i783hLlWSXY&t=788,3.0
2018.0,summer,Challengers Korea,5,RGA,BtC,Nugget,RGA,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771122?gameHash=5083e7b4fa4b4ee9&tab=overview,https://youtube.com/watch?v=jtVE_hVV9AE&t=122,https://youtube.com/watch?v=jtVE_hVV9AE&t=509,1.0
2018.0,summer,Challengers Korea,5,,,,BtC,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771144?gameHash=0f5efdb8523c9392&tab=overview,https://youtube.com/watch?v=nQkdDj9TLFE&t=355,https://youtube.com/watch?v=nQkdDj9TLFE&t=815,2.0
2018.0,summer,Challengers Korea,5,,,,RGA,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771147?gameHash=ff72c639a38be305&tab=overview,https://youtube.com/watch?v=GvJ8fpbdx4I&t=59,https://youtube.com/watch?v=GvJ8fpbdx4I&t=485,3.0
2018.0,summer,Challengers Korea,5,BtC,KDM,joker,BtC,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771515?gameHash=70744b7ac77c1b60&tab=overview,https://youtube.com/watch?v=7grKaLZ2hLs&t=413,https://youtube.com/watch?v=7grKaLZ2hLs&t=920,1.0
2018.0,summer,Challengers Korea,5,,,,KDM,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771537?gameHash=b091a116461129ba&tab=overview,https://youtube.com/watch?v=jH31S0dS8gY&t=58,https://youtube.com/watch?v=jH31S0dS8gY&t=538,2.0
2018.0,summer,Challengers Korea,5,WNS,GCB,Malrang,WNS,GCB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771545?gameHash=7acfe12cae1c48ad&tab=overview,https://youtube.com/watch?v=U7juFxigXv0&t=250,https://youtube.com/watch?v=U7juFxigXv0&t=692,1.0
2018.0,summer,Challengers Korea,5,,,,GCB,WNS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/771587?gameHash=231f204b69ba0630&tab=overview,https://youtube.com/watch?v=B1xni_IoT48&t=65,https://youtube.com/watch?v=B1xni_IoT48&t=501,2.0
2018.0,summer,Challengers Korea,6,DWG,APK,Hoit,DWG,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/761781?gameHash=4ea433ad188b12fd&tab=overview,https://youtube.com/watch?v=LL86K4TlND4&t=413,https://youtube.com/watch?v=LL86K4TlND4&t=915,1.0
2018.0,summer,Challengers Korea,6,,,,APK,DWG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/761790?gameHash=27be14da7ccabbcb&tab=overview,https://youtube.com/watch?v=XcaR5fBR33g&t=110,https://youtube.com/watch?v=XcaR5fBR33g&t=615,2.0
2018.0,summer,Challengers Korea,6,ESS,RGA,Dasher,ESS,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/761796?gameHash=0ac1ffbf5eb830d1&tab=overview,https://youtube.com/watch?v=cNXZTSn7US0&t=266,https://youtube.com/watch?v=cNXZTSn7US0&t=768,1.0
2018.0,summer,Challengers Korea,6,,,,RGA,ESS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/761826?gameHash=f39513b4f1f12fef&tab=overview,https://youtube.com/watch?v=tpiFkgVmR8A&t=55,https://youtube.com/watch?v=tpiFkgVmR8A&t=543,2.0
2018.0,summer,Challengers Korea,6,,,,ESS,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/761828?gameHash=13f96becbf8b82d5&tab=overview,https://youtube.com/watch?v=SXuXuEBLnn0&t=89,https://youtube.com/watch?v=SXuXuEBLnn0&t=553,3.0
2018.0,summer,Challengers Korea,6,BtC,GCB,OnFleek,BtC,GCB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/762089?gameHash=52a208a274c901d0&tab=overview,https://youtube.com/watch?v=1eAn6-e9US0&t=455,https://youtube.com/watch?v=1eAn6-e9US0&t=15m17s,1.0
2018.0,summer,Challengers Korea,6,,,,GCB,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/762095?gameHash=dc74c38a1919ea28&tab=overview,https://youtube.com/watch?v=kLwrspgk-58&t=69,https://youtube.com/watch?v=kLwrspgk-58&t=8m47s,2.0
2018.0,summer,Challengers Korea,6,RGA,WNS,Riris,RGA,WNS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/762099?gameHash=d2f5f926dbbf5a66&tab=overview,https://youtube.com/watch?v=fp5RzDBHfz0&t=271,https://youtube.com/watch?v=fp5RzDBHfz0&t=12m27s,1.0
2018.0,summer,Challengers Korea,6,,,,WNS,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/762125?gameHash=c8188e02666026a2&tab=overview,https://youtube.com/watch?v=WWtksLDLjjc&t=77,https://youtube.com/watch?v=WWtksLDLjjc&t=12m33s,2.0
2018.0,summer,Challengers Korea,6,ESS,DWG,Nuguri,ESS,DWG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/772437?gameHash=7eb6f041a0ae5868&tab=overview,https://youtube.com/watch?v=PtogGe0HBoc&t=455,https://youtube.com/watch?v=PtogGe0HBoc&t=940,1.0
2018.0,summer,Challengers Korea,6,,,,DWG,ESS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/772442?gameHash=0684fafc485b4b8a&tab=overview,https://youtube.com/watch?v=-J-9s8AALi0&t=98,https://youtube.com/watch?v=-J-9s8AALi0&t=668,2.0
2018.0,summer,Challengers Korea,6,KDM,APK,LuBu,KDM,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/772463?gameHash=39a06a53ae440b91&tab=overview,https://youtube.com/watch?v=FJLApnJwwZA&t=276,https://youtube.com/watch?v=FJLApnJwwZA&t=741,1.0
2018.0,summer,Challengers Korea,6,,,,APK,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/772473?gameHash=88a28536c3fb1781&tab=overview,https://youtube.com/watch?v=dOv1EKoHlV0&t=137,https://youtube.com/watch?v=dOv1EKoHlV0&t=569,2.0
2018.0,summer,Challengers Korea,7,GCB,RGA,OdduGi,GCB,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/790043?gameHash=3611e756d6e2f85a&tab=overview,https://youtube.com/watch?v=SEj8J6HZSjU&t=573,https://youtube.com/watch?v=SEj8J6HZSjU&t=999,1.0
2018.0,summer,Challengers Korea,7,,,,RGA,GCB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/790049?gameHash=8975667c8efcbde5&tab=overview,https://youtube.com/watch?v=jEsi2s8z9RI&t=78,https://youtube.com/watch?v=jEsi2s8z9RI&t=519,2.0
2018.0,summer,Challengers Korea,7,,,,GCB,RGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/790054?gameHash=b84a02535ed8cb89&tab=overview,https://youtube.com/watch?v=mRGnnJZZ1-w&t=59,https://youtube.com/watch?v=mRGnnJZZ1-w&t=486,3.0
2018.0,summer,Challengers Korea,7,APK,BtC,OnFleek,APK,BtC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/790073?gameHash=2a0d9984bd723e64&tab=overview,https://youtube.com/watch?v=wY_U6pnnm9o&t=253,https://youtube.com/watch?v=wY_U6pnnm9o&t=739,1.0
2018.0,summer,Challengers Korea,7,,,,BtC,APK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/790079?gameHash=820733080a95b668&tab=overview,https://youtube.com/watch?v=FAFA5fo12Sg&t=201,https://youtube.com/watch?v=FAFA5fo12Sg&t=646,2.0
2018.0,summer,Challengers Korea,8,DWG,KDM,Nuguri,DWG,KDM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/780711?gameHash=a7bbb3ad3f140189&tab=overview,https://youtube.com/watch?v=f_9KXaB1k0Q&t=417,https://youtube.com/watch?v=f_9KXaB1k0Q&t=810,1.0
