year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,set_number
2020.0,summer,LCS_a,1,C9.A,100.A,C9.A,100.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403432?gameHash=e91f36f380379343,https://youtu.be/8pB2Jk3SYb0?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=874,https://youtu.be/8pB2Jk3SYb0?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=1752,https://youtu.be/8pB2Jk3SYb0?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=3890,1.0
2020.0,summer,LCS_a,1,FLY.A,IMT.A,FLY.A,IMT.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403464?gameHash=0459375b7f639899,https://youtu.be/3oHAOcV_Kow?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=253,https://youtu.be/3oHAOcV_Kow?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=970,https://youtu.be/3oHAOcV_Kow?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=2612,1.0
2020.0,summer,LCS_a,1,TSM.A,TL.A,TSM.A,TL.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403480?gameHash=1577b030427e2633,https://youtu.be/XWGXA6CbYOg?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=266,https://youtu.be/XWGXA6CbYOg?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=991,https://youtu.be/XWGXA6CbYOg?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=2504,1.0
2020.0,summer,LCS_a,1,CLG.A,EG.A,EG.A,CLG.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403502?gameHash=6a05e167391f4cef,https://youtu.be/IqjA7OGUGLc?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=157,https://youtu.be/IqjA7OGUGLc?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=901,https://youtu.be/IqjA7OGUGLc?list=PLcvpEVobSi9fsLk5UazAKBzfQe8TJdbSH&t=4123,1.0
2020.0,summer,LCS_a,1,GG.A,DIG.A,GG.A,DIG.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403532?gameHash=5eeffeca8dec7219,https://youtu.be/UbGu5HK0JqI?t=54,https://youtu.be/UbGu5HK0JqI?t=813,https://youtu.be/UbGu5HK0JqI?t=3051,1.0
2020.0,summer,LCS_a,1,C9.A,FLY.A,FLY.A,C9.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1413742?gameHash=d1c89ec52c2a3d67&tab=overview,,https://youtu.be/XJ7K4jf-C7c,,1.0
2020.0,summer,LCS_a,1,100.A,EG.A,100.A,EG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403735?gameHash=a4a5c4fe5bc10db0&tab=overview,,https://youtu.be/Clkrrj9MNxk,,1.0
2020.0,summer,LCS_a,1,GG.A,TL.A,TL.A,GG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403767?gameHash=c1c80752ad1c6ecb&tab=overview,,https://youtu.be/tc39dnVMu7g,,1.0
2020.0,summer,LCS_a,1,TSM.A,DIG.A,DIG.A,TSM.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1413786?gameHash=05ee693018cc92fb&tab=overview,,https://youtu.be/iloy1oDoPe8,,1.0
2020.0,summer,LCS_a,1,CLG.A,IMT.A,CLG.A,IMT.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403768?gameHash=3e6dd257418240b7&tab=overview,,https://youtu.be/uHLgdmAoQ6w,,1.0
2020.0,summer,LCS_a,2,C9.A,EG.A,C9.A,EG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1381556?gameHash=3816a895913813f0&tab=overview,https://youtu.be/eIRIB4bOh_8?t=765,https://youtu.be/eIRIB4bOh_8?t=1195,https://youtu.be/eIRIB4bOh_8?t=3202,1.0
2020.0,summer,LCS_a,2,GG.A,CLG.A,CLG.A,GG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1381573?gameHash=be2d0f26e67ec83b&tab=overview,https://youtu.be/w4g3pUD8RAA?t=209,https://youtu.be/w4g3pUD8RAA?t=777,https://youtu.be/w4g3pUD8RAA?t=2814,1.0
2020.0,summer,LCS_a,2,100.A,TL.A,TL.A,100.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1381589?gameHash=db9f2e8ebb1f333e&tab=overview,https://youtu.be/XkTmpvo63qA?t=433,https://youtu.be/XkTmpvo63qA?t=948,https://youtu.be/XkTmpvo63qA?t=2748,1.0
2020.0,summer,LCS_a,2,TSM.A,IMT.A,IMT.A,TSM.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1381599?gameHash=3790757d838c5d4f&tab=overview,https://youtu.be/YwFan9QtKGA?t=347,https://youtu.be/YwFan9QtKGA?t=1065,https://youtu.be/YwFan9QtKGA?t=3265,1.0
