year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,MVP,set_number
2019.0,spring,LMS,6,JT,MAD,JT,MAD,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1022976?gameHash=02c42a9c9bb75478&tab=overview,https://youtu.be/n36wdq2juXE?t=13791,https://youtu.be/n36wdq2juXE?t=14324,https://youtu.be/n36wdq2juXE?t=15966,Kongyue,1.0
2019.0,spring,LMS,6,,,MAD,JT,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1022999?gameHash=bcee6c13ed48babf&tab=overview,https://youtu.be/n36wdq2juXE?t=17245,https://youtu.be/n36wdq2juXE?t=17779,https://youtu.be/n36wdq2juXE?t=19227,Hana,2.0
2019.0,spring,LMS,6,,,MAD,JT,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1023007?gameHash=ad6c0e6e9909586d&tab=overview,https://youtu.be/n36wdq2juXE?t=20420,https://youtu.be/n36wdq2juXE?t=20992,https://youtu.be/n36wdq2juXE?t=22833,Uniboy,3.0
2019.0,spring,LMS,6,DG,FW,FW,DG,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1033363?gameHash=0197ff668bc0c76a&tab=overview,https://youtu.be/nOxP0d8oiA8?t=2274,https://youtu.be/nOxP0d8oiA8?t=2696,https://youtu.be/nOxP0d8oiA8?t=4891,ShiauC,1.0
2019.0,spring,LMS,6,,,FW,DG,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1033378?gameHash=df5b8878183d6ed4&tab=overview,https://youtu.be/nOxP0d8oiA8?t=6159,https://youtu.be/nOxP0d8oiA8?t=6522,https://youtu.be/nOxP0d8oiA8?t=8081,Hanabi,2.0
2019.0,spring,LMS,6,GRX,ahq,GRX,ahq,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1033392?gameHash=5453cf9312afad26&tab=overview,https://youtu.be/nOxP0d8oiA8?t=10478,https://youtu.be/nOxP0d8oiA8?t=10959,https://youtu.be/nOxP0d8oiA8?t=13461,PK,1.0
2019.0,spring,LMS,6,,,ahq,GRX,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1033436?gameHash=5098955bcece683e&tab=overview,https://youtu.be/nOxP0d8oiA8?t=14639,https://youtu.be/nOxP0d8oiA8?t=15084,https://youtu.be/nOxP0d8oiA8?t=16833,Rainbow,2.0
2019.0,spring,LMS,6,,,GRX,ahq,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1033443?gameHash=ec9196b627e8c6d7&tab=overview,https://youtu.be/nOxP0d8oiA8?t=17861,https://youtu.be/nOxP0d8oiA8?t=18330,https://youtu.be/nOxP0d8oiA8?t=20257,Candy,3.0
2019.0,spring,LMS,6,FW,HKA,FW,HKA,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1033736?gameHash=468717d6179597ef&tab=overview,https://youtu.be/OIttqqUTV7g?t=1954,https://youtu.be/OIttqqUTV7g?t=2374,https://youtu.be/OIttqqUTV7g?t=4405,Betty,1.0
2019.0,spring,LMS,6,,,FW,HKA,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1033744?gameHash=a3808d8c06380935&tab=overview,https://youtu.be/OIttqqUTV7g?t=5751,https://youtu.be/OIttqqUTV7g?t=6222,https://youtu.be/OIttqqUTV7g?t=8106,Betty,2.0
2019.0,spring,LMS,6,GRX,ALF,GRX,ALF,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1033757?gameHash=2e937896b4cd1ac2&tab=overview,https://youtu.be/OIttqqUTV7g?t=10951,https://youtu.be/OIttqqUTV7g?t=11462,https://youtu.be/OIttqqUTV7g?t=14003,Candy,1.0
2019.0,spring,LMS,6,,,ALF,GRX,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1033798?gameHash=e49dc29d83f2e8c5&tab=overview,https://youtu.be/OIttqqUTV7g?t=15240,https://youtu.be/OIttqqUTV7g?t=15761,https://youtu.be/OIttqqUTV7g?t=17505,Empt2y,2.0
2019.0,spring,LMS,7,HKA,JT,HKA,JT,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1070826?gameHash=2258687f69b65e4f&tab=overview,https://youtu.be/WwAePYA35Z4?t=2493,https://youtu.be/WwAePYA35Z4?t=2959,https://youtu.be/WwAePYA35Z4?t=4859,FoFo,1.0
2019.0,spring,LMS,7,,,JT,HKA,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1070847?gameHash=94c9927428f34c68&tab=overview,https://youtu.be/WwAePYA35Z4?t=6156,https://youtu.be/WwAePYA35Z4?t=6631,https://youtu.be/WwAePYA35Z4?t=8124,Rest,2.0
2019.0,spring,LMS,7,DG,MAD,DG,MAD,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1070877?gameHash=5e0da2e014acc5b0&tab=overview,https://youtu.be/WwAePYA35Z4?t=10368,https://youtu.be/WwAePYA35Z4?t=10751,https://youtu.be/WwAePYA35Z4?t=12386,Uniboy,1.0
2019.0,spring,LMS,7,,,MAD,DG,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1070887?gameHash=f6fdaa388ffe8183&tab=overview,https://youtu.be/WwAePYA35Z4?t=13756,https://youtu.be/WwAePYA35Z4?t=14122,https://youtu.be/WwAePYA35Z4?t=15987,Uniboy,2.0
2019.0,spring,LMS,7,ALF,MAD,ALF,MAD,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1071190?gameHash=a271aaa83bcd41e5&tab=overview,https://youtu.be/fTZ1NEVvWyo?t=2031,https://youtu.be/fTZ1NEVvWyo?t=2513,https://youtu.be/fTZ1NEVvWyo?t=4269,Kongyue,1.0
2019.0,spring,LMS,7,,,ALF,MAD,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1071207?gameHash=128e52cb6152513b&tab=overview,https://youtu.be/fTZ1NEVvWyo?t=5623,https://youtu.be/fTZ1NEVvWyo?t=6060,https://youtu.be/fTZ1NEVvWyo?t=7964,Xiaoemo,2.0
2019.0,spring,LMS,7,,,ALF,MAD,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1071236?gameHash=7f5209f679c650c4&tab=overview,https://youtu.be/fTZ1NEVvWyo?t=9192,https://youtu.be/fTZ1NEVvWyo?t=9606,https://youtu.be/fTZ1NEVvWyo?t=11772,SkuLL,3.0
2019.0,spring,LMS,7,ahq,JT,ahq,JT,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1071300?gameHash=9d28c4f711d19633&tab=overview,https://youtu.be/fTZ1NEVvWyo?t=13886,https://youtu.be/fTZ1NEVvWyo?t=14323,https://youtu.be/fTZ1NEVvWyo?t=16687,Alex,1.0
2019.0,spring,LMS,7,,,JT,ahq,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1071300?gameHash=9d28c4f711d19633&tab=overview,https://youtu.be/fTZ1NEVvWyo?t=17946,https://youtu.be/fTZ1NEVvWyo?t=18340,https://youtu.be/fTZ1NEVvWyo?t=20313,Ysera,2.0
2019.0,spring,LMS,7,DG,HKA,HKA,DG,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1081468?gameHash=cb08f4f25b207cfa&tab=overview,https://youtu.be/RuAQcf7ovOI?t=2205,https://youtu.be/RuAQcf7ovOI?t=2595,https://youtu.be/RuAQcf7ovOI?t=4167,Unified,1.0
2019.0,spring,LMS,7,,,HKA,DG,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1081481?gameHash=1b7bea7c13732db0&tab=overview,https://youtu.be/RuAQcf7ovOI?t=5180,https://youtu.be/RuAQcf7ovOI?t=5592,https://youtu.be/RuAQcf7ovOI?t=7664,Gemini,2.0
2019.0,spring,LMS,7,FW,GRX,FW,GRX,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1081497?gameHash=d272e104c7c9827b&tab=overview,https://youtu.be/RuAQcf7ovOI?t=9848,https://youtu.be/RuAQcf7ovOI?t=10238,https://youtu.be/RuAQcf7ovOI?t=12588,Bruce,1.0
2019.0,spring,LMS,7,,,GRX,FW,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1081553?gameHash=9cdc1f0ed1f54b84&tab=overview,https://youtu.be/RuAQcf7ovOI?t=13814,https://youtu.be/RuAQcf7ovOI?t=14237,https://youtu.be/RuAQcf7ovOI?t=16220,Hanabi,2.0
2019.0,spring,LMS,7,,,FW,GRX,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1081582?gameHash=7270e78c3f3c05cc&tab=overview,https://youtu.be/RuAQcf7ovOI?t=17345,https://youtu.be/RuAQcf7ovOI?t=17758,https://youtu.be/RuAQcf7ovOI?t=19700,Hanabi,3.0
2019.0,spring,LMS,8,FW,ALF,FW,ALF,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1083239?gameHash=1c46e315802d686d&tab=overview,https://youtu.be/SbpJdzsTSOM?t=2072,https://youtu.be/SbpJdzsTSOM?t=2535,,Hanabi,1.0
2019.0,spring,LMS,8,,,FW,ALF,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1083270?gameHash=14c247d047d7ed12&tab=overview,https://youtu.be/SbpJdzsTSOM?t=6449,https://youtu.be/SbpJdzsTSOM?t=7377,,Hanabi,2.0
2019.0,spring,LMS,8,HKA,GRX,GRX,HKA,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1083301?gameHash=d352b713f0a66e9b&tab=overview,https://youtu.be/9_4WuO3IT1c?t=567,https://youtu.be/9_4WuO3IT1c?t=976,,Empt2y,1.0
2019.0,spring,LMS,8,,,GRX,HKA,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1083346?gameHash=da314433d36f5da0&tab=overview,https://youtu.be/9_4WuO3IT1c?t=4650,https://youtu.be/9_4WuO3IT1c?t=5041,,M1ssion,2.0
2019.0,spring,LMS,8,,,GRX,HKA,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1083349?gameHash=6c3c4bd582d123da&tab=overview,https://youtu.be/9_4WuO3IT1c?t=8079,https://youtu.be/9_4WuO3IT1c?t=8421,,Bruce,3.0
2019.0,spring,LMS,8,ahq,FW,ahq,FW,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1073559?gameHash=b3f9abae209ed36b&tab=overview,https://youtu.be/EbHr34_6ydU?t=2193,https://youtu.be/EbHr34_6ydU?t=2644,,Alex,1.0
2019.0,spring,LMS,8,,,FW,ahq,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1073582?gameHash=0e27be09df528b78&tab=overview,https://youtu.be/EbHr34_6ydU?t=5748,https://youtu.be/EbHr34_6ydU?t=6182,,Alex,2.0
2019.0,spring,LMS,8,ALF,JT,ALF,JT,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1073622?gameHash=ba02f83687c45a13&tab=overview,https://youtu.be/i7OggG-rEkg?t=1169,https://youtu.be/i7OggG-rEkg?t=1627,,Xiaoemo,1.0
2019.0,spring,LMS,8,,,JT,ALF,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1073656?gameHash=5809a0dab0980ef0&tab=overview,https://youtu.be/i7OggG-rEkg?t=5269,https://youtu.be/i7OggG-rEkg?t=5796,,Leaky,2.0
2019.0,spring,LMS,8,GRX,DG,GRX,DG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1084193?gameHash=0a3d58322684f725&tab=overview,https://youtu.be/keh4ZM-AFcs?t=2413,https://youtu.be/keh4ZM-AFcs?t=3297,,2188,1.0
2019.0,spring,LMS,8,,,GRX,DG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1084216?gameHash=8b48b0a4ef3b18b4&tab=overview,https://youtu.be/keh4ZM-AFcs?t=7016,https://youtu.be/keh4ZM-AFcs?t=7354,,Candy,2.0
2019.0,spring,LMS,8,,,GRX,DG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1084248?gameHash=43be409a8336ae2f&tab=overview,https://youtu.be/keh4ZM-AFcs?t=11149,https://youtu.be/keh4ZM-AFcs?t=11537,,Candy,3.0
2019.0,spring,LMS,8,MAD,ahq,ahq,MAD,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1084308?gameHash=29ee9aceb56100d4&tab=overview,https://youtu.be/u0-75Nro9dw?t=143,https://youtu.be/u0-75Nro9dw?t=570,,Uniboy,1.0
2019.0,spring,LMS,8,,,ahq,MAD,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1084351?gameHash=d085f55044eea886&tab=overview,https://youtu.be/u0-75Nro9dw?t=4884,https://youtu.be/u0-75Nro9dw?t=5253,,Ysera,2.0
2019.0,spring,LMS,8,,,MAD,ahq,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1084363?gameHash=f87f2fac7e402919&tab=overview,https://youtu.be/u0-75Nro9dw?t=7989,https://youtu.be/u0-75Nro9dw?t=8393,,Ysera,3.0
2019.0,spring,LMS,9,MAD,GRX,MAD,GRX,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1030567?gameHash=c78bff73e7920750&tab=overview,https://youtu.be/-BKZvXOZkew?t=2374,https://youtu.be/-BKZvXOZkew?t=2841,,Bruce,1.0
2019.0,spring,LMS,9,,,GRX,MAD,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1030572?gameHash=cf7213ce5e18f8b4&tab=overview,https://youtu.be/-BKZvXOZkew?t=7682,https://youtu.be/-BKZvXOZkew?t=8142,,Liang,2.0
2019.0,spring,LMS,9,,,MAD,GRX,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1030593?gameHash=82079c06e6c3d70d&tab=overview,https://youtu.be/-BKZvXOZkew?t=11370,https://youtu.be/-BKZvXOZkew?t=11792,,Liang,3.0
2019.0,spring,LMS,9,DG,ALF,DG,ALF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1030599?gameHash=bd7c1b9cd4709921&tab=overview,https://youtu.be/vwj2a2EXjoc?t=490,https://youtu.be/vwj2a2EXjoc?t=932,,Leaky,1.0
2019.0,spring,LMS,9,,,ALF,DG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1030617?gameHash=59e03a1edc8f0875&tab=overview,https://youtu.be/vwj2a2EXjoc?t=3784,https://youtu.be/vwj2a2EXjoc?t=4143,,WSY,2.0
2019.0,spring,LMS,9,ALF,HKA,HKA,ALF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1030935?gameHash=c5f4b5633ae59d82&tab=overview,https://youtu.be/AFttCYayDL4?t=2168,https://youtu.be/AFttCYayDL4?t=2635,,Crash,1.0
2019.0,spring,LMS,9,,,HKA,ALF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1030939?gameHash=f48a3663d015c192&tab=overview,https://youtu.be/AFttCYayDL4?t=5325,https://youtu.be/AFttCYayDL4?t=5763,,3z,2.0
2019.0,spring,LMS,9,ahq,DG,ahq,DG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021014?gameHash=21e6d9205e4529fb&tab=overview,https://youtu.be/kNMuxEJb6WQ?t=1879,https://youtu.be/kNMuxEJb6WQ?t=2314,,Ziv,1.0
2019.0,spring,LMS,9,,,DG,ahq,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021018?gameHash=fdc05930a10a3b7f&tab=overview,https://youtu.be/kNMuxEJb6WQ?t=5017,https://youtu.be/kNMuxEJb6WQ?t=5446,,Ysera,2.0
2019.0,spring,LMS,9,JT,FW,JT,FW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021215?gameHash=567909e125f75790&tab=overview,https://youtu.be/DW53GfHU0tY?t=2433,https://youtu.be/DW53GfHU0tY?t=2950,,Koala,1.0
2019.0,spring,LMS,9,,,FW,JT,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021236?gameHash=8a53727f6ac16f12&tab=overview,https://youtu.be/DW53GfHU0tY?t=6712,https://youtu.be/DW53GfHU0tY?t=7264,,Rest,2.0
2019.0,spring,LMS,9,HKA,ahq,HKA,ahq,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021266?gameHash=9c79b0ef26cdf1cd&tab=overview,https://youtu.be/-7itsFnH2SY?t=1021,https://youtu.be/-7itsFnH2SY?t=1390,,Unified,1.0
2019.0,spring,LMS,9,,,ahq,HKA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021296?gameHash=eadc61a96ca8385b&tab=overview,https://youtu.be/-7itsFnH2SY?t=4683,https://youtu.be/-7itsFnH2SY?t=5131,,Crash,2.0
2019.0,spring,LMS,9,JT,GRX,JT,GRX,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021566?gameHash=9deb5fa5e6334399&tab=overview,https://youtu.be/AUJzm9LZzRE?t=2484,https://youtu.be/AUJzm9LZzRE?t=2945,,Rest,1.0
2019.0,spring,LMS,9,,,GRX,JT,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021571?gameHash=3b46a8d91413ed83&tab=overview,https://youtu.be/AUJzm9LZzRE?t=6103,https://youtu.be/AUJzm9LZzRE?t=6604,,FoFo,2.0
2019.0,spring,LMS,9,MAD,FW,MAD,FW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021580?gameHash=6ac0bc5c322a0018&tab=overview,https://youtu.be/J8m3seA5nGk?t=734,https://youtu.be/J8m3seA5nGk?t=1275,,Kongyue,1.0
2019.0,spring,LMS,9,,,FW,MAD,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021606?gameHash=532389ed21e341e2&tab=overview,https://youtu.be/J8m3seA5nGk?t=3980,https://youtu.be/J8m3seA5nGk?t=4520,,Kongyue,2.0
2019.0,spring,LMS,Tiebreakers,ahq,JT,ahq,JT,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1021824?gameHash=dca1bddd73e2d8f0&tab=overview,https://youtu.be/tHD61zO2h5E?t=1840,https://youtu.be/tHD61zO2h5E?t=2316,,,1.0
