year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,set_number
2019.0,spring,LCS_a,1,TL.A,C9.A,C9.A,TL.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/990488?gameHash=c59f1f1e15ae17ee,https://youtu.be/tXyNfs5tPSM,https://youtu.be/tXyNfs5tPSM?t=547,1.0
2019.0,spring,LCS_a,1,100.A,TSM.A,TSM.A,100.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980505?gameHash=b0e552bf49a091e6&tab=overview,https://youtu.be/QRSND6fMH7w?t=16,https://youtu.be/QRSND6fMH7w?t=555,1.0
2019.0,spring,LCS_a,1,CLG.A,OPT.A,CLG.A,OPT.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/990503?gameHash=134d91d572dc307a&tab=overview,https://youtu.be/r6Wx6Zrd2EE,https://youtu.be/r6Wx6Zrd2EE?t=632,1.0
2019.0,spring,LCS_a,1,FLY.A,GG.A,FLY.A,GG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980517?gameHash=f43bb50102550043&tab=overview,https://youtu.be/Ie4eGydw5qg,https://youtu.be/Ie4eGydw5qg?t=735,1.0
2019.0,spring,LCS_a,1,CG.A,FOX.A,CG.A,FOX.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/990523?gameHash=46d0b7034ebc8ec0&tab=overview,https://youtu.be/ap7mFxg4e8o,https://youtu.be/ap7mFxg4e8o?t=630,1.0
2019.0,spring,LCS_a,1,OPT.A,FLY.A,FLY.A,OPT.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980633?gameHash=cef91b6a13c2d4fb,https://youtu.be/Ulg5dfVE_JE,https://youtu.be/Ulg5dfVE_JE?t=590,1.0
2019.0,spring,LCS_a,1,C9.A,100.A,C9.A,100.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/990737?gameHash=51f628f17d826c0b,https://youtu.be/6bjGBCTXrDc,https://youtu.be/6bjGBCTXrDc,1.0
2019.0,spring,LCS_a,1,CLG.A,TL.A,CLG.A,TL.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980637?gameHash=1422607bddbc68ae,https://youtu.be/FcxXRkfklq8,https://youtu.be/FcxXRkfklq8?t=612,1.0
2019.0,spring,LCS_a,1,CG.A,TSM.A,CG.A,TSM.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/990762?gameHash=fca6b2cb56be243c,https://youtu.be/y_UA6zURAF0,https://youtu.be/y_UA6zURAF0?t=570,1.0
2019.0,spring,LCS_a,1,FOX.A,GG.A,FOX.A,GG.A,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980647?gameHash=09b59cd3b87be852,https://youtu.be/OV_H79oi7kE,https://youtu.be/OV_H79oi7kE?t=813,1.0
