year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,set_number
2020.0,summer,TPL_a,8,5R.A,AUR.A,AUR.A,5R.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540037?gameHash=df189f4cefd8bfea&tab=overview,https://youtu.be/ldwQx9thouk?t=1,https://youtu.be/ldwQx9thouk?t=261,https://www.youtube.com/watch?v=be3Q0DZ7gbk,1.0
2020.0,summer,TPL_a,8,GAL.A,DP.A,GAL.A,DP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540051?gameHash=cf1b14970988e20b&tab=overview,https://youtu.be/sAVRMvRS498?t=1,https://youtu.be/sAVRMvRS498?t=367,https://www.youtube.com/watch?v=Io5PjqSgF3c,1.0
2020.0,summer,TPL_a,8,FB.A,RY.A,RY.A,FB.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540054?gameHash=ae8288afb21ed3f1&tab=overview,https://youtu.be/MTQRVSSwRGc?t=1,https://youtu.be/MTQRVSSwRGc?t=475,https://www.youtube.com/watch?v=u3wfWETXCK0,1.0
2020.0,summer,TPL_a,8,BJK.A,SUP.A,BJK.A,SUP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540057?gameHash=251bd034c1baa1d7&tab=overview,https://youtu.be/Zlc8P7TjPg0?t=1,https://youtu.be/Zlc8P7TjPg0?t=478,https://www.youtube.com/watch?v=F-tFjDQLgak,1.0
2020.0,summer,TPL_a,8,GS.A,IWC.A,IWC.A,GS.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540064?gameHash=5b613b19f50e9a48&tab=overview,https://youtu.be/8XVVuWDbn9Y?t=1,https://youtu.be/8XVVuWDbn9Y?t=418,https://www.youtube.com/watch?v=PqR_rLNqTLE,1.0
2020.0,summer,TPL_a,8,AUR.A,GAL.A,AUR.A,GAL.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540076?gameHash=e026e9283402e1cf&tab=overview,https://youtu.be/7-6IVQ2-ObA?t=1,https://youtu.be/7-6IVQ2-ObA?t=383,https://www.youtube.com/watch?v=mBwKcqcchiE,1.0
2020.0,summer,TPL_a,8,IWC.A,RY.A,RY.A,IWC.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540080?gameHash=fa21c9178a25ee59&tab=overview,https://youtu.be/5GS8gLz14GI?t=1,https://youtu.be/5GS8gLz14GI?t=370,https://www.youtube.com/watch?v=IGrMsEdW8Qc,1.0
2020.0,summer,TPL_a,8,SUP.A,GS.A,GS.A,SUP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540088?gameHash=0d4bf910c0d1fddd&tab=overview,https://youtu.be/sPAhM0L1A8c?t=1,https://youtu.be/sPAhM0L1A8c?t=385,https://www.youtube.com/watch?v=X_rLTbxfvQM,1.0
2020.0,summer,TPL_a,8,DP.A,FB.A,FB.A,DP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540092?gameHash=c2127af3e1fa76c0&tab=overview,https://youtu.be/w6cW3-QrM1A?t=1,https://youtu.be/w6cW3-QrM1A?t=447,https://www.youtube.com/watch?v=QGyJoDyDC2A,1.0
2020.0,summer,TPL_a,8,BJK.A,5R.A,5R.A,BJK.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540099?gameHash=d25245828f40c01d&tab=overview,https://youtu.be/CuGVg38trpA?t=1,https://youtu.be/CuGVg38trpA?t=460,https://www.youtube.com/watch?v=ZxeC8hZyoEc,1.0
2020.0,summer,TPL_a,Tiebreakers,DP.A,RY.A,DP.A,RY.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540111?gameHash=058b48c0cf207c02&tab=overview,https://youtu.be/9kOLnG0hEog?t=1,https://youtu.be/9kOLnG0hEog?t=387,https://www.youtube.com/watch?v=LDLqbZOMBSI,1.0
