year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,HL,MVP,set_number
2019.0,spring,LPL,1,TOP,iG,iG,TOP,https://lpl.qq.com/es/stats.shtml?bmid=4268,https://youtu.be/PZAucuJPZrI?t=1130,https://youtu.be/PZAucuJPZrI?t=1560,https://youtu.be/PZAucuJPZrI?t=3610,https://www.youtube.com/watch?v=oJkQs7kphlk&t=10s,Ning,1.0
2019.0,spring,LPL,1,,,TOP,iG,https://lpl.qq.com/es/stats.shtml?bmid=4268,https://youtu.be/WzdxFQIJoik?t=473,https://youtu.be/WzdxFQIJoik?t=984,https://youtu.be/WzdxFQIJoik?t=2808,https://www.youtube.com/watch?v=70xKcSxkY1M&t=10s,Ning,2.0
2019.0,spring,LPL,1,FPX,RW,FPX,RW,https://lpl.qq.com/es/stats.shtml?bmid=4269,https://youtu.be/VlYQu-q_vWc?t=1064,https://youtu.be/VlYQu-q_vWc?t=1437,https://youtu.be/VlYQu-q_vWc?t=3354,https://www.youtube.com/watch?v=GotbjOdLDAU&t=10s,Doinb,1.0
2019.0,spring,LPL,1,,,FPX,RW,https://lpl.qq.com/es/stats.shtml?bmid=4269,https://youtu.be/W06K92Iebro?t=573,https://youtu.be/W06K92Iebro?t=1008,https://youtu.be/W06K92Iebro?t=2800,https://www.youtube.com/watch?v=wpgxLaOCWE0&t=10s,GimGoon,2.0
2019.0,spring,LPL,1,EDG,SDG,EDG,SDG,https://lpl.qq.com/es/stats.shtml?bmid=4270,https://youtu.be/Iugq1GOzsVg?t=667,https://youtu.be/Iugq1GOzsVg?t=1277,https://youtu.be/Iugq1GOzsVg?t=3029,https://www.youtube.com/watch?v=D_YfjwZ5s54&t=10s,iBoy,1.0
2019.0,spring,LPL,1,,,SDG,EDG,https://lpl.qq.com/es/stats.shtml?bmid=4270,https://youtu.be/kMnozBiUZ68?t=406,https://youtu.be/kMnozBiUZ68?t=876,https://youtu.be/kMnozBiUZ68?t=1973,https://www.youtube.com/watch?v=ID4rX-icFWU&t=10s,Haro,2.0
2019.0,spring,LPL,1,LGD,BLG,BLG,LGD,https://lpl.qq.com/es/stats.shtml?bmid=4271,https://youtu.be/vXYYV_rmhfU?t=1261,https://youtu.be/vXYYV_rmhfU?t=1537,https://youtu.be/vXYYV_rmhfU?t=3332,https://www.youtube.com/watch?v=isveD6T_fkg&t=10s,Metoer,1.0
2019.0,spring,LPL,1,,,LGD,BLG,https://lpl.qq.com/es/stats.shtml?bmid=4271,https://youtu.be/2-atAiGlEiQ?t=555,https://youtu.be/2-atAiGlEiQ?t=908,https://youtu.be/2-atAiGlEiQ?t=2924,https://www.youtube.com/watch?v=o1XptPMzbUo&t=10s,Kuro,2.0
2019.0,spring,LPL,1,SN,VG,VG,SN,https://lpl.qq.com/es/stats.shtml?bmid=4272,https://youtu.be/YOI0KfIZpy8?t=697,https://youtu.be/YOI0KfIZpy8?t=1105,https://youtu.be/YOI0KfIZpy8?t=3138,https://www.youtube.com/watch?v=RodgFrffa4M&t=10s,SouthWind,1.0
2019.0,spring,LPL,1,,,SN,VG,https://lpl.qq.com/es/stats.shtml?bmid=4272,https://youtu.be/vmbrCqu3m_E?t=435,https://youtu.be/vmbrCqu3m_E?t=1000,https://youtu.be/vmbrCqu3m_E?t=2410,https://www.youtube.com/watch?v=wCnCnU2zxQM&t=10s,Maple,2.0
2019.0,spring,LPL,1,,,VG,SN,https://lpl.qq.com/es/stats.shtml?bmid=4272,https://youtu.be/4YoTIZR9BMM?t=353,https://youtu.be/4YoTIZR9BMM?t=819,https://youtu.be/4YoTIZR9BMM?t=2408,https://www.youtube.com/watch?v=TPd-X-bX7Vw&t=10s,Smlz,3.0
2019.0,spring,LPL,1,iG,OMG,iG,OMG,https://lpl.qq.com/es/stats.shtml?bmid=4273,https://www.youtube.com/watch?v=_zEmh0xRnl4&t=17s,https://www.youtube.com/watch?v=_zEmh0xRnl4&t=49s,https://youtu.be/_zEmh0xRnl4?t=1342,https://www.youtube.com/watch?v=sse-nWBiDfU&t=10s,Ning,1.0
2019.0,spring,LPL,1,,,OMG,iG,https://lpl.qq.com/es/stats.shtml?bmid=4273,https://youtu.be/vbPNuHmwcAU?t=550,https://youtu.be/vbPNuHmwcAU?t=1004,https://youtu.be/vbPNuHmwcAU?t=2857,https://www.youtube.com/watch?v=tZnAaffvNAI&t=10s,Ning,2.0
