year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,set_number
2018.0,summer,BRCC,1,PNG,ONE,PNG,ONE,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/690149?gameHash=34390ac94782b164,https://youtube.com/watch?v=iVyqSduW5sQ&t=65,https://youtube.com/watch?v=iVyqSduW5sQ&t=668,https://youtube.com/watch?v=iVyqSduW5sQ&t=2457,Ziriguidun,1.0
2018.0,summer,BRCC,1,,,ONE,PNG,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/690154?gameHash=158b207bbc04520b,https://youtube.com/watch?v=Mdh7Vy4BnNA,https://youtube.com/watch?v=Mdh7Vy4BnNA&t=564,https://youtube.com/watch?v=Mdh7Vy4BnNA&t=3124,Ayel,2.0
2018.0,summer,BRCC,1,OPK,WP,OPK,WP,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/680124?gameHash=7ea250f905c63cbf,https://youtube.com/watch?v=NnNWwkY8d0E&t=2,https://youtube.com/watch?v=NnNWwkY8d0E&t=571,,Aslan,1.0
2018.0,summer,BRCC,1,,,WP,OPK,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/680127?gameHash=d878acfbdc9e61e9,https://youtube.com/watch?v=2fcVaHm60io&t=7,https://youtube.com/watch?v=2fcVaHm60io&t=604,,Kalec,2.0
2018.0,summer,BRCC,1,RDP,SUB,RDP,SUB,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/680136?gameHash=d9ff397071cea338,https://youtube.com/watch?v=R7LCyicHxP4&t=7,https://youtube.com/watch?v=R7LCyicHxP4&t=699,,Krastyel,1.0
2018.0,summer,BRCC,1,,,SUB,RDP,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/680138?gameHash=631c9675a960f629,https://youtube.com/watch?v=AntZVgh5-Lk&t=7,https://youtube.com/watch?v=AntZVgh5-Lk&t=500,,Zuao,2.0
2018.0,summer,BRCC,2,SUB,OPK,SUB,OPK,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/690274?gameHash=ee918f288b90020d,https://youtube.com/watch?v=QjAsy_DnnEI&t=2,https://youtube.com/watch?v=QjAsy_DnnEI&t=661,,Garo,1.0
2018.0,summer,BRCC,2,,,OPK,SUB,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/690275?gameHash=cccf37f45dd4b78f,https://youtube.com/watch?v=_G62OQpUEgc&t=7,https://youtube.com/watch?v=_G62OQpUEgc&t=523,,Woodboy,2.0
2018.0,summer,BRCC,2,WP,ONE,WP,ONE,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/680249?gameHash=5f42c50a3bb71c4e,https://youtube.com/watch?v=9hSyS1bsaJI&t=7,https://youtube.com/watch?v=9hSyS1bsaJI&t=667,,4LaN,1.0
2018.0,summer,BRCC,2,,,ONE,WP,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/680250?gameHash=29ff5037673a05b9,https://youtube.com/watch?v=YUkHEJWAyQc&t=6,https://youtube.com/watch?v=YUkHEJWAyQc&t=574,,takeshi,2.0
