year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,set_number
2019.0,summer,LCS_a,1,C9.A,FLY.A,C9.A,FLY.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1091816?gameHash=d897d3ad77e9fe3a,https://youtu.be/VmCK3x2YMF8,https://youtu.be/VmCK3x2YMF8?t=588,,1.0
2019.0,summer,LCS_a,1,CLG.A,100.A,CLG.A,100.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1101839?gameHash=3c2f3cbdaeba1c83,https://youtu.be/dkFkpwSVgYg,https://youtu.be/dkFkpwSVgYg?t=599,,1.0
2019.0,summer,LCS_a,1,OPT.A,CG.A,CG.A,OPT.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1091832?gameHash=b167fc2ae7392aa0,https://youtu.be/5tkepckj-S4,https://youtu.be/5tkepckj-S4?t=614,,1.0
2019.0,summer,LCS_a,1,GG.A,FOX.A,FOX.A,GG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1101852?gameHash=2b4921636f971c3e,https://youtu.be/XrCoihhaXUw?t=9,https://youtu.be/XrCoihhaXUw?t=647,,1.0
2019.0,summer,LCS_a,1,CG.A,C9.A,CG.A,C9.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1092079?gameHash=b0797ccc380f07b7,https://youtu.be/va8BvyL6Ywc?t=388,https://youtu.be/va8BvyL6Ywc?t=679,https://youtu.be/va8BvyL6Ywc?t=2383,1.0
2019.0,summer,LCS_a,1,FLY.A,GG.A,FLY.A,GG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1092104?gameHash=f629282133837565,https://youtu.be/_CaaRHIngLw?t=125,https://youtu.be/_CaaRHIngLw?t=465,https://youtu.be/_CaaRHIngLw?t=1662,1.0
2019.0,summer,LCS_a,1,FOX.A,TL.A,FOX.A,TL.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1092122?gameHash=9e54432c187f7c93,https://youtu.be/R5YpqyW1G1o?t=116,https://youtu.be/R5YpqyW1G1o?t=466,https://youtu.be/R5YpqyW1G1o?t=2504,1.0
2019.0,summer,LCS_a,1,TSM.A,CLG.A,TSM.A,CLG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1092135?gameHash=f399ece0b16b5ec8,https://youtu.be/0yk48X1i_gk?t=134,https://youtu.be/0yk48X1i_gk?t=486,https://youtu.be/0yk48X1i_gk?t=2446,1.0
2019.0,summer,LCS_a,1,100.A,OPT.A,100.A,OPT.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1092143?gameHash=dcc00a5b6f62e2a8,https://youtu.be/J-I6krphMVY?t=132,https://youtu.be/J-I6krphMVY?t=457,https://youtu.be/J-I6krphMVY?t=2246,1.0
2019.0,summer,LCS_a,1,TL.A,TSM.A,TL.A,TSM.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1092596?gameHash=71866c40b9d0fae4&tab=overview,https://youtu.be/KA5H-ioOxw8?t=34,https://youtu.be/KA5H-ioOxw8?t=395,https://youtu.be/KA5H-ioOxw8?t=2569,1.0
