year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,MVP,set_number
2020.0,summer,LPLOL,1,SAM,KRM,SAM,KRM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1412213?gameHash=cd6313719a88584a&tab=overview,https://youtu.be/eAh01Ee43uc?t=2166,https://youtu.be/eAh01Ee43uc?t=2754,Noma,1.0
2020.0,summer,LPLOL,1,GC,GTZ,GC,GTZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1412251?gameHash=315ef570615bf0f3&tab=overview,https://youtu.be/eAh01Ee43uc?t=5560,https://youtu.be/eAh01Ee43uc?t=6349,Sintax,1.0
2020.0,summer,LPLOL,1,EGN,OFF7,EGN,OFF7,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1412277?gameHash=7f52eed1fe27f020&tab=overview,https://youtu.be/eAh01Ee43uc?t=9949,https://youtu.be/eAh01Ee43uc?t=10400,Worst,1.0
2020.0,summer,LPLOL,1,FTW,BFC,FTW,BFC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1412296?gameHash=45520261940198a9&tab=overview,https://youtu.be/eAh01Ee43uc?t=13885,https://youtu.be/eAh01Ee43uc?t=14377,Maat,1.0
2020.0,summer,LPLOL,1,OFF7,FTW,OFF7,FTW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1402486?gameHash=686dd2a14aa382b5&tab=overview,https://youtu.be/WxDlotn5M48?t=3160,https://youtu.be/WxDlotn5M48?t=3689,Xaky,1.0
2020.0,summer,LPLOL,1,BFC,SAM,BFC,SAM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1402511?gameHash=88dd165dd5e65f2a&tab=overview,https://youtu.be/WxDlotn5M48?t=6254,https://youtu.be/WxDlotn5M48?t=6679,Sl4shD,1.0
2020.0,summer,LPLOL,1,GTZ,EGN,GTZ,EGN,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1412615?gameHash=bd00bd7d3c3cd044&tab=overview,https://youtu.be/WxDlotn5M48?t=10278,https://youtu.be/WxDlotn5M48?t=10793,Reat1vo,1.0
2020.0,summer,LPLOL,1,KRM,GC,KRM,GC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1402570?gameHash=aa1eedd0c57ae699&tab=overview,https://youtu.be/WxDlotn5M48?t=13589,https://youtu.be/WxDlotn5M48?t=14860,Renas,1.0
2020.0,summer,LPLOL,2,FTW,GTZ,FTW,GTZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1390515?gameHash=ff0aa325609ab850&tab=overview,https://youtu.be/KqEpQpzkFd8?t=4075,https://youtu.be/KqEpQpzkFd8?t=4753,Truklax,1.0
2020.0,summer,LPLOL,2,EGN,KRM,EGN,KRM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1390542?gameHash=20812d69c5757dcd&tab=overview,https://youtu.be/KqEpQpzkFd8?t=7640,https://youtu.be/KqEpQpzkFd8?t=8249,Worst,1.0
2020.0,summer,LPLOL,2,SAM,GC,SAM,GC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1390567?gameHash=b2f265d66d0816db&tab=overview,https://youtu.be/KqEpQpzkFd8?t=11015,https://youtu.be/KqEpQpzkFd8?t=11563,RapMonsters,1.0
2020.0,summer,LPLOL,2,BFC,OFF7,BFC,OFF7,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1390575?gameHash=58b8a0bd135f16fe&tab=overview,https://youtu.be/KqEpQpzkFd8?t=14561,https://youtu.be/KqEpQpzkFd8?t=15027,TIME,1.0
2020.0,summer,LPLOL,2,GC,EGN,GC,EGN,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1380850?gameHash=6f7fbea10408e790&tab=overview,https://youtu.be/e7VwoORKWrM?t=5293,https://youtu.be/e7VwoORKWrM?t=5745,Heroic,1.0
2020.0,summer,LPLOL,2,GTZ,BFC,GTZ,BFC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1380858?gameHash=67edce622ae1703f&tab=overview,https://youtu.be/e7VwoORKWrM?t=8612,https://youtu.be/e7VwoORKWrM?t=9091,Kaiba,1.0
2020.0,summer,LPLOL,2,KRM,FTW,KRM,FTW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1380875?gameHash=f92eaefaf263ebeb&tab=overview,https://youtu.be/e7VwoORKWrM?t=11937,https://youtu.be/e7VwoORKWrM?t=12464,Truklax,1.0
