year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,MVP,set_number
2020.0,spring,LCL,1,UOL,VEG,UOL,VEG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400808?gameHash=0f2b34b522784c0d,https://youtu.be/A_XN5B7cS9U?t=1112,https://youtu.be/A_XN5B7cS9U?t=1636,BOSS,1.0
2020.0,spring,LCL,1,DA,GMB,DA,GMB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400828?gameHash=556e52c95199e4fb,https://youtu.be/vC8a6jw4Sjg?t=835,https://youtu.be/vC8a6jw4Sjg?t=1270,Lodik,1.0
2020.0,spring,LCL,1,EPG,CC,EPG,CC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400849?gameHash=616cd48430afab53,https://youtu.be/RntCUcjK8j0?t=881,https://youtu.be/RntCUcjK8j0?t=1351,Kira,1.0
2020.0,spring,LCL,1,RoX,M19,RoX,M19,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400884?gameHash=82a9502d8acae490,https://youtu.be/SISkeIL0xvY?t=989,https://youtu.be/SISkeIL0xvY?t=1464,Shiganari,1.0
2020.0,spring,LCL,1,DA,RoX,DA,RoX,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400937?gameHash=e420e7d873956788,https://youtu.be/7pGfuuLn1mE?t=1080,https://youtu.be/7pGfuuLn1mE?t=1603,Phlaty,1.0
2020.0,spring,LCL,1,CC,VEG,CC,VEG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400950?gameHash=45894af195f65316,https://youtu.be/MlsXK1xcIrk?t=661,https://youtu.be/MlsXK1xcIrk?t=1206,XoNix,1.0
2020.0,spring,LCL,1,GMB,M19,GMB,M19,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400952?gameHash=26cd7c7d91582a3b,https://youtu.be/QnWkm16D644?t=309,https://youtu.be/QnWkm16D644?t=873,Lodik,1.0
2020.0,spring,LCL,1,EPG,UOL,EPG,UOL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400954?gameHash=48ebe8a066e7c5f8,https://youtu.be/mZ-LkC4HssQ?t=476,https://youtu.be/mZ-LkC4HssQ?t=1008,Nomanz,1.0
2020.0,spring,LCL,2,EPG,RoX,EPG,RoX,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1170178?gameHash=666cb8b8b891d4fc&tab=overview,https://youtu.be/GbGDth7P_bM?t=2220,https://youtu.be/GbGDth7P_bM?t=2702,Shiganari,1.0
2020.0,spring,LCL,2,CC,DA,CC,DA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1170194?gameHash=42cbaf56878c61dd&tab=overview,https://youtu.be/7coA591iuDM?t=713,https://youtu.be/7coA591iuDM?t=1228,XoNix,1.0
2020.0,spring,LCL,2,M19,VEG,M19,VEG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1170202?gameHash=fab0110224ff03bd&tab=overview,https://youtu.be/inz3_r4lZRM?t=470,https://youtu.be/inz3_r4lZRM?t=916,Optimas,1.0
