year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,set_number
2020.0,spring,VCS,4,FL,VGA,FL,VGA,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1283819?gameHash=3f5d97a496e654c7,https://youtu.be/QXL4gjjwe6A?t=469,https://youtu.be/QXL4gjjwe6A?t=1030,https://youtu.be/W4PsFEAWDxs?t=10,Yoshino,1.0
2020.0,spring,VCS,4,,,VGA,FL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1283833?gameHash=ffe6276179181b3a,https://youtu.be/KWYoYUJLNac?t=204,https://youtu.be/KWYoYUJLNac?t=683,https://youtu.be/AU4wZlUpnPE?t=10,Kati,2.0
2020.0,spring,VCS,4,EVS,DBL,EVS,DBL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1294229?gameHash=c05eac3f18eebdfe,https://youtu.be/8vLP6SdQZik?t=692,https://youtu.be/8vLP6SdQZik?t=1170,https://youtu.be/umL31OVY-vM?t=10,Pun,1.0
2020.0,spring,VCS,4,,,DBL,EVS,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1294244?gameHash=c7b5e0a9dad230ac,https://youtu.be/p4qZxpI6XLA?t=101,https://youtu.be/p4qZxpI6XLA?t=525,https://youtu.be/zBA--v_4nGo?t=10,Sorn,2.0
2020.0,spring,VCS,4,,,EVS,DBL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1294276?gameHash=0947bf12f04e7296,https://youtu.be/dF5LPgsaqo8?t=115,https://youtu.be/dF5LPgsaqo8?t=540,https://youtu.be/h2acbnX7KJ0?t=10,Pake,3.0
2020.0,spring,VCS,4,GAM,FTV,GAM,FTV,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1294303?gameHash=562d152027d079d8,https://youtu.be/epEWVYVECzM?t=552,https://youtu.be/epEWVYVECzM?t=961,https://youtu.be/6EtYjvSHp_0?t=10,Levi,1.0
2020.0,spring,VCS,4,,,FTV,GAM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1294313?gameHash=8d3616c3967bb237,https://youtu.be/hNZl_S29AhA?t=378,https://youtu.be/hNZl_S29AhA?t=820,https://youtu.be/3xOiMDbJyzQ?t=10,Police,2.0
2020.0,spring,VCS,4,,,GAM,FTV,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1294331?gameHash=1fa7246cb0c7c9cb,https://youtu.be/XjUSeArJD5U?t=76,https://youtu.be/XjUSeArJD5U?t=509,https://youtu.be/1Y3_Ac0uBrU?t=10,Dia1,3.0
2020.0,spring,VCS,4,CES,FL,CES,FL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1284713?gameHash=dc4cfdaffcaa46c1,https://youtu.be/YqSLbut3JfU?t=446,https://youtu.be/YqSLbut3JfU?t=837,https://youtu.be/cp4_7O5gIr0?t=10,Yoshino,1.0
2020.0,spring,VCS,4,,,FL,CES,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1284725?gameHash=6edd957990725d08,https://youtu.be/FmbIS4_ZPyw?t=126,https://youtu.be/FmbIS4_ZPyw?t=799,https://youtu.be/UzVz3q3csQc?t=10,Yado,2.0
