year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,HL,MVP,set_number
2020.0,spring,LCK,1,T1,DWG,T1,DWG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1302595?gameHash=314d39ea940b354f,https://youtu.be/de8GaP0MKx8?t=2692,https://youtu.be/de8GaP0MKx8?t=3106,https://youtu.be/de8GaP0MKx8?t=5519,https://youtu.be/yHG7lCXSGVE?t=10,Nuguri,1.0
2020.0,spring,LCK,1,,,DWG,T1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1302628?gameHash=0ab39ec364a3ff5b,https://youtu.be/de8GaP0MKx8?t=6617,https://youtu.be/de8GaP0MKx8?t=7026,https://youtu.be/de8GaP0MKx8?t=9869,https://youtu.be/zskJhixqZkY?t=10,Faker,2.0
2020.0,spring,LCK,1,,,T1,DWG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1302635?gameHash=5625553825f5994e,https://youtu.be/de8GaP0MKx8?t=10768,https://youtu.be/de8GaP0MKx8?t=11217,https://youtu.be/de8GaP0MKx8?t=14032,https://youtu.be/rK6LRgxXFXo?t=10,Faker,3.0
2020.0,spring,LCK,1,KT,GEN,KT,GEN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1302651?gameHash=555c7cd73dff952d,https://youtu.be/de8GaP0MKx8?t=17594,https://youtu.be/de8GaP0MKx8?t=18040,https://youtu.be/de8GaP0MKx8?t=20382,https://youtu.be/BRgBQqfarAc?t=10,Aiming,1.0
2020.0,spring,LCK,1,,,GEN,KT,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1292960?gameHash=e3ce73c142354517,https://youtu.be/de8GaP0MKx8?t=21502,https://youtu.be/de8GaP0MKx8?t=21880,https://youtu.be/de8GaP0MKx8?t=23461,https://youtu.be/ZVT0ZeCeUsA?t=10,Clid,2.0
2020.0,spring,LCK,1,,,KT,GEN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1292974?gameHash=ab79b8f6f354bc0b,https://youtu.be/de8GaP0MKx8?t=24305,https://youtu.be/de8GaP0MKx8?t=24733,https://youtu.be/de8GaP0MKx8?t=26589,https://youtu.be/3szSh1Gg0jo?t=10,Bdd,3.0
2020.0,spring,LCK,1,SB,APK,SB,APK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293312?gameHash=8e2209227e28843b,https://youtu.be/6qllCw66Mpo?t=2327,https://youtu.be/6qllCw66Mpo?t=2788,https://youtu.be/6qllCw66Mpo?t=4098,https://youtu.be/MkWeq77A0jA?t=10,OnFleek,1.0
2020.0,spring,LCK,1,,,APK,SB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293319?gameHash=762cb3a92744846f,https://youtu.be/6qllCw66Mpo?t=5192,https://youtu.be/6qllCw66Mpo?t=5633,https://youtu.be/6qllCw66Mpo?t=7367,https://youtu.be/FvAQrjS9g8Y?t=10,OnFleek,2.0
2020.0,spring,LCK,1,GRF,AF,GRF,AF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293370?gameHash=8a70038d2eba61de,https://youtu.be/6qllCw66Mpo?t=12841,https://youtu.be/6qllCw66Mpo?t=13226,https://youtu.be/6qllCw66Mpo?t=16271,https://youtu.be/oRnF8kakSmE?t=10,SS,1.0
2020.0,spring,LCK,1,,,AF,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,https://youtu.be/6qllCw66Mpo?t=17281,https://youtu.be/6qllCw66Mpo?t=17709,https://youtu.be/6qllCw66Mpo?t=19945,https://youtu.be/yQDMt-oEplA?t=10,Mystic,2.0
