year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,HL,MVP,set_number
2020.0,summer,LCS,1,100,EG,100,EG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&tab=overview,https://youtu.be/mvvoNN9dmBU?t=1698,https://youtu.be/mvvoNN9dmBU?t=2106,https://youtu.be/mvvoNN9dmBU?t=4125,https://youtu.be/ZikomW9feBM?t=9,Jiizuke,1.0
2020.0,summer,LCS,1,FLY,C9,C9,FLY,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&tab=overview,https://youtu.be/G7wXu_ekHv8?t=825,https://youtu.be/G7wXu_ekHv8?t=1209,https://youtu.be/G7wXu_ekHv8?t=3042,https://youtu.be/mngcEE9f1Do?t=10,Licorice,1.0
2020.0,summer,LCS,1,EG,CLG,EG,CLG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,https://youtu.be/YIV_UkckBzM?t=864,https://youtu.be/YIV_UkckBzM?t=1352,https://youtu.be/YIV_UkckBzM?t=2785,https://youtu.be/FuxghqMFMoc?t=8,Jiizuke,1.0
2020.0,summer,LCS,1,TSM,TL,TSM,TL,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&tab=overview,https://youtu.be/ItMbwyBTPTU?t=897,https://youtu.be/ItMbwyBTPTU?t=1631,https://youtu.be/ItMbwyBTPTU?t=3124,https://youtu.be/GSnVocWUoYA?t=8,CoreJJ,1.0
2020.0,summer,LCS,1,IMT,FLY,IMT,FLY,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414121?gameHash=e55753db5a07c278&tab=overview,https://youtu.be/nnNWtvpDU6U?t=163,https://youtu.be/nnNWtvpDU6U?t=573,https://youtu.be/nnNWtvpDU6U?t=2428,https://youtu.be/qSk9nCGdnA0?t=8,PowerOfEvil,1.0
2020.0,summer,LCS,1,GG,DIG,GG,DIG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414138?gameHash=b11490bbb1cf37eb&tab=overview,https://youtu.be/G2n5dWTxATk?t=293,https://youtu.be/G2n5dWTxATk?t=708,https://youtu.be/G2n5dWTxATk?t=2987,https://youtu.be/g-QaEW1MBAQ?t=8,Closer,1.0
2020.0,summer,LCS,1,C9,100,C9,100,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1404251?gameHash=e740678857954619,https://youtu.be/JR-4UGusTrA?t=312,https://youtu.be/JR-4UGusTrA?t=766,https://youtu.be/JR-4UGusTrA?t=2304,https://youtu.be/pf6AoNYf_9A?t=8,Blaber,1.0
2020.0,summer,LCS,1,DIG,TSM,DIG,TSM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1404256?gameHash=e22cc108bc77ad3a&tab=overview,https://youtu.be/yqg5wgQRYww?t=113,https://youtu.be/yqg5wgQRYww?t=626,https://youtu.be/yqg5wgQRYww?t=2136,https://youtu.be/KBgS9fjj6rw?t=8,Bjergsen,1.0
2020.0,summer,LCS,1,TL,GG,TL,GG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1404270?gameHash=726af1a1baad00cb&tab=overview,https://youtu.be/xSMcHoZDUBI?t=345,https://youtu.be/xSMcHoZDUBI?t=733,https://youtu.be/xSMcHoZDUBI?t=3116,https://youtu.be/UytJP-cudQ0?t=8,Impact,1.0
2020.0,summer,LCS,1,CLG,IMT,IMT,CLG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1404282?gameHash=26db3cde55457f9f&tab=overview,https://youtu.be/kK2moVbgNXI?t=34,https://youtu.be/kK2moVbgNXI?t=538,https://youtu.be/kK2moVbgNXI?t=2600,https://youtu.be/OOYNNOAWng0?t=8,Stixxay,1.0
2020.0,summer,LCS,2,GG,CLG,CLG,GG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1391723?gameHash=57be25e9882d9521&tab=overview,https://youtu.be/ESjiYoByK7U?t=684,https://youtu.be/ESjiYoByK7U?t=1087,https://youtu.be/ESjiYoByK7U?t=2873,https://youtu.be/pn2urU6P71M?t=10,Ruin,1.0
2020.0,summer,LCS,2,IMT,TSM,IMT,TSM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1391729?gameHash=e24045367f757e19&tab=overview,https://youtu.be/MkgBn_AtgWQ?t=192,https://youtu.be/MkgBn_AtgWQ?t=603,https://youtu.be/MkgBn_AtgWQ?t=2409,https://youtu.be/MmUqPVQhbAs?t=10,Spica,1.0
2020.0,summer,LCS,2,100,TL,TL,100,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1391962?gameHash=f9ff59dc53c26d65&tab=overview,https://youtu.be/3QKKMHoKm5I?t=791,https://youtu.be/3QKKMHoKm5I?t=1499,https://youtu.be/3QKKMHoKm5I?t=3126,https://youtu.be/_YbxsrwM3gU?t=8,CoreJJ,1.0
2020.0,summer,LCS,2,FLY,TSM,TSM,FLY,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1391984?gameHash=844f72765495743b&tab=overview,https://youtu.be/zdX3nVVa0dI?t=155,https://youtu.be/zdX3nVVa0dI?t=595,https://youtu.be/zdX3nVVa0dI?t=2575,https://youtu.be/0NFGXtSPEs4?t=8,MasH,1.0
