year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,set_number
2018.0,spring,LCL,1,GMB,M19,GMB,M19,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/510211?gameHash=4fbe02bd9116a612&tab=overview,https://www.youtube.com/watch?v=xBKjZRPrYoY&t=27m54s,https://www.youtube.com/watch?v=xBKjZRPrYoY&t=41m29s,1.0
2018.0,spring,LCL,1,VS,VEG,VS,VEG,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/510244?gameHash=05050ad79f9b9fc7&tab=overview,https://www.youtube.com/watch?v=BOwOraZjZtg#t=14m5s,https://www.youtube.com/watch?v=BOwOraZjZtg#t=20m39s,1.0
2018.0,spring,LCL,1,TJ,RoX,TJ,RoX,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/510252?gameHash=3c52046bff44a0de&tab=overview,https://www.youtube.com/watch?v=dVZs-9f9KOI&t=7m52s,https://www.youtube.com/watch?v=dVZs-9f9KOI#t=13m55s,1.0
2018.0,spring,LCL,1,DA,VEG,DA,VEG,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/510268?gameHash=90bae03916eead1c&tab=overview,https://www.youtube.com/watch?v=CluoapqC9tI&t=11m34s,https://www.youtube.com/watch?v=CluoapqC9tI&t=17m15s,1.0
2018.0,spring,LCL,1,EPG,VS,EPG,VS,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/510302?gameHash=1b153701e4ff53b2&tab=overview,https://www.youtube.com/watch?v=0vkEGsFIBe0&t=8m34s,https://www.youtube.com/watch?v=0vkEGsFIBe0&t=15m23s,1.0
2018.0,spring,LCL,1,TJ,DA,TJ,DA,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/510317?gameHash=ef9a86767a32572a&tab=overview,https://www.youtube.com/watch?v=hQvPXR-J9yg&t=4m55s,https://www.youtube.com/watch?v=hQvPXR-J9yg&t=10m54s,1.0
2018.0,spring,LCL,1,VEG,EPG,VEG,EPG,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/520311?gameHash=98611cec397de13f&tab=overview,https://www.youtube.com/watch?v=JI3-1bT0MLo&t=18m38s,https://www.youtube.com/watch?v=JI3-1bT0MLo&t=25m37s,1.0
2018.0,spring,LCL,1,RoX,DA,RoX,DA,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/520320?gameHash=65d227a1f08ec9ca&tab=overview,https://www.youtube.com/watch?v=5iaepQfI7lU&t=12m20s,https://www.youtube.com/watch?v=5iaepQfI7lU&t=37m38s,1.0
2018.0,spring,LCL,1,EPG,M19,EPG,M19,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/520334?gameHash=0aa7bf25ef88c37d&tab=overview,https://www.youtube.com/watch?v=8MJfVq7s6FE&t=12m40s,https://www.youtube.com/watch?v=8MJfVq7s6FE&t=21m23s,1.0
2018.0,spring,LCL,1,RoX,GMB,RoX,GMB,https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/520349?gameHash=ea44411602584ea6&tab=overview,https://www.youtube.com/watch?v=Lh2CcCq8khA&t=14m23s,https://www.youtube.com/watch?v=Lh2CcCq8khA&t=21m43s,1.0
