year,season,league_name,week,team_1,team_2,Blue,Red,MH,Start,PB,set_number
2018.0,spring,LCS_a,5,FOX.A,C9.A,FOX.A,C9.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/530085?gameHash=35e3fe3364c511d7,https://www.youtube.com/watch?v=_IaOV4rOa5w#t=50,https://www.youtube.com/watch?v=_IaOV4rOa5w,1.0
2018.0,spring,LCS_a,5,TL.A,GG.A,TL.A,GG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/530089?gameHash=9921fbaf27ec3ac6,https://www.youtube.com/watch?v=vpnl9r-s01U#t=67,https://www.youtube.com/watch?v=vpnl9r-s01U,1.0
2018.0,spring,LCS_a,5,OPT.A,GG.A,OPT.A,GG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/540095?gameHash=bb5d469b24823a70,https://www.youtube.com/watch?v=TK3G0ZKYD1k#t=690,https://www.youtube.com/watch?v=TK3G0ZKYD1k#t=295,1.0
2018.0,spring,LCS_a,5,C9.A,TSM.A,C9.A,TSM.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/540097?gameHash=8e962fca326c48f4,https://www.youtube.com/watch?v=KR-zcphUCTA#t=505,https://www.youtube.com/watch?v=KR-zcphUCTA#t=120,1.0
2018.0,spring,LCS_a,5,CG.A,FLY.A,CG.A,FLY.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/540099?gameHash=f43a1b90f5753504,https://www.youtube.com/watch?v=NTTPbsMMErQ#t=480,https://www.youtube.com/watch?v=NTTPbsMMErQ#t=140,1.0
2018.0,spring,LCS_a,5,100.A,FOX.A,100.A,FOX.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/540100?gameHash=13ea7e8cdd530704,https://www.youtube.com/watch?v=xJJyV6usOVU#t=480,https://www.youtube.com/watch?v=xJJyV6usOVU#t=146,1.0
2018.0,spring,LCS_a,5,TL.A,CLG.A,TL.A,CLG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/530127?gameHash=f0ccd536d772841b,https://www.youtube.com/watch?v=yRlp6UN1XLI#t=470,https://www.youtube.com/watch?v=yRlp6UN1XLI#t=110,1.0
2018.0,spring,LCS_a,6,FLY.A,100.A,FLY.A,100.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/540334?gameHash=e6181aeeefcfe37d,https://www.youtube.com/watch?v=g6wcjwTJio8#t=75,https://www.youtube.com/watch?v=g6wcjwTJio8,1.0
2018.0,spring,LCS_a,6,OPT.A,TSM.A,OPT.A,TSM.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/540336?gameHash=c51797b53a3154d8,https://www.youtube.com/watch?v=nbPCUrMVWvQ#t=67,https://www.youtube.com/watch?v=nbPCUrMVWvQ,1.0
2018.0,spring,LCS_a,6,C9.A,CG.A,C9.A,CG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/540337?gameHash=ac64d8ef78f6580b,https://www.youtube.com/watch?v=oIjmQkehVyQ#t=67,https://www.youtube.com/watch?v=oIjmQkehVyQ,1.0
2018.0,spring,LCS_a,6,FOX.A,TL.A,FOX.A,TL.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/540338?gameHash=7a14a7c714f5a554,https://www.youtube.com/watch?v=5lC1CKNMBaA#t=75,https://www.youtube.com/watch?v=5lC1CKNMBaA,1.0
2018.0,spring,LCS_a,6,CLG.A,GG.A,CLG.A,GG.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/540341?gameHash=e559d4c59ef5d798,https://www.youtube.com/watch?v=qOpzzzysEGw#t=75,https://www.youtube.com/watch?v=qOpzzzysEGw,1.0
