year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,MVP,set_number
2018.0,spring,LMS,1,JT,MAD,JT,MAD,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460375?gameHash=84debfa7aa5e3d8f&tab=overview,https://youtube.com/watch?v=mE02DLFcwzs&t=2515,https://youtube.com/watch?v=mE02DLFcwzs&t=2903,FoFo,1.0
2018.0,spring,LMS,1,,,MAD,JT,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460384?gameHash=104ef3428c4cb208&tab=overview,https://youtube.com/watch?v=mE02DLFcwzs&t=5980,https://youtube.com/watch?v=mE02DLFcwzs&t=6385,Kongyue,2.0
2018.0,spring,LMS,1,,,JT,MAD,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460393?gameHash=a3c14c8a7ab11806&tab=overview,https://youtube.com/watch?v=mE02DLFcwzs&t=9599,https://youtube.com/watch?v=mE02DLFcwzs&t=10068,Ysera,3.0
2018.0,spring,LMS,1,HKA,ahq,HKA,ahq,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460440?gameHash=06d7e6e8012ad899&tab=overview,https://www.youtube.com/watch?v=NUae4jz5H_0&t=27m47s,https://www.youtube.com/watch?v=NUae4jz5H_0&t=34m54s,Wako,1.0
2018.0,spring,LMS,1,,,ahq,HKA,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460446?gameHash=d070cc2f23340ba5&tab=overview,https://www.youtube.com/watch?v=NUae4jz5H_0&t=1h34m43s,https://www.youtube.com/watch?v=NUae4jz5H_0&t=1h42m17s,Mountain,2.0
2018.0,spring,LMS,2,MCX,HKA,MCX,HKA,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470521?gameHash=4f1c3f9bf2413eee&tab=overview,https://www.youtube.com/watch?v=sitoRBrtQOo&t=34m07s,https://www.youtube.com/watch?v=sitoRBrtQOo&t=41m10s,Destiny,1.0
2018.0,spring,LMS,2,,,HKA,MCX,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470542?gameHash=b60856bbdbc38106&tab=overview,https://www.youtube.com/watch?v=sitoRBrtQOo&t=1h56m14s,https://www.youtube.com/watch?v=sitoRBrtQOo&t=2h08m13s,Dreamer,2.0
2018.0,spring,LMS,2,,,HKA,MCX,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470558?gameHash=aeae8951b993e668&tab=overview,https://www.youtube.com/watch?v=sitoRBrtQOo&t=3h04m48s,https://www.youtube.com/watch?v=sitoRBrtQOo&t=3h17m23s,Deul,3.0
2018.0,spring,LMS,2,FW,Afro,FW,Afro,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470570?gameHash=6f779e0a46efe334&tab=overview,https://www.youtube.com/watch?v=sitoRBrtQOo&t=4h39m39s,https://www.youtube.com/watch?v=sitoRBrtQOo&t=4h47m24s,Maple,1.0
2018.0,spring,LMS,2,,,Afro,FW,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470583?gameHash=52c006a5bb4a72ea&tab=overview,https://www.youtube.com/watch?v=sitoRBrtQOo&t=5h49m12s,https://www.youtube.com/watch?v=sitoRBrtQOo&t=5h57m05s,Dalka,2.0
2018.0,spring,LMS,2,,,FW,Afro,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470589?gameHash=28dbcf6c0930145e&tab=overview,https://www.youtube.com/watch?v=sitoRBrtQOo&t=7h08m52s,https://www.youtube.com/watch?v=sitoRBrtQOo&t=7h16m41s,Maple,3.0
2018.0,spring,LMS,2,JT,HKA,JT,HKA,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470663?gameHash=c90508260329820f&tab=overview,https://www.youtube.com/watch?v=jHxmCTwWmfs&t=40m21s,https://www.youtube.com/watch?v=jHxmCTwWmfs&t=47m31s,Lilv,1.0
2018.0,spring,LMS,2,,,JT,HKA,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470678?gameHash=266c35d2440f947c&tab=overview,https://www.youtube.com/watch?v=jHxmCTwWmfs&t=1h55m11s,https://www.youtube.com/watch?v=jHxmCTwWmfs&t=2h03m11s,Rest,2.0
2018.0,spring,LMS,2,Afro,GRX,Afro,GRX,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470689?gameHash=6bf7fcfc075294d4&tab=overview,https://www.youtube.com/watch?v=jHxmCTwWmfs&t=3h17m27s,https://www.youtube.com/watch?v=jHxmCTwWmfs&t=3h24m52s,PK,1.0
2018.0,spring,LMS,2,,,GRX,Afro,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470709?gameHash=13803755b52c4793&tab=overview,https://www.youtube.com/watch?v=jHxmCTwWmfs&t=4h33m22s,https://www.youtube.com/watch?v=jHxmCTwWmfs&t=4h40m31s,PK,2.0
2018.0,spring,LMS,2,ahq,MCX,ahq,MCX,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460838?gameHash=eabb1001acc15d24&tab=overview,https://www.youtube.com/watch?v=6n3pBHR5Rr0&t=39m35s,https://www.youtube.com/watch?v=6n3pBHR5Rr0&t=47m23s,Apex,1.0
2018.0,spring,LMS,2,,,ahq,MCX,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460839?gameHash=c2ae5369985139e1&tab=overview,https://www.youtube.com/watch?v=6n3pBHR5Rr0&t=1h48m36s,https://www.youtube.com/watch?v=6n3pBHR5Rr0&t=1h56m42s,DeuL,2.0
2018.0,spring,LMS,2,GRX,MAD,GRX,MAD,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460873?gameHash=83671eef38193832&tab=overview,,https://www.youtube.com/watch?v=VFXDh_x2Ajw,Koala,1.0
2018.0,spring,LMS,2,,,MAD,GRX,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460880?gameHash=3b7875aa5a1869c4&tab=overview,https://www.youtube.com/watch?v=VFXDh_x2Ajw&t=55m13s,https://www.youtube.com/watch?v=VFXDh_x2Ajw&t=1h01m42s,Stitch,2.0
