year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,set_number
2020.0,spring,CBLOL,1,PNG,FLA,PNG,FLA,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1301223?gameHash=48cdb3f62492e606,https://youtu.be/nYc34K3_ZAQ?t=22,https://youtu.be/nYc34K3_ZAQ?t=407,https://youtu.be/TwR731KZf8Y,Goku,1.0
2020.0,spring,CBLOL,1,PRG,VK,PRG,VK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1301228?gameHash=94d20f2c8f65ede5,https://youtu.be/aBYiYp-94sM?t=12,https://youtu.be/aBYiYp-94sM?t=421,https://youtu.be/vhnOOE05orM,Wos,1.0
2020.0,spring,CBLOL,1,ITZ,RDP,ITZ,RDP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1301242?gameHash=d80454f4f436d4e5,https://youtu.be/rH_GMWaYNGM?t=10,https://youtu.be/rH_GMWaYNGM?t=470,https://youtu.be/JGObMIDyuJY,BalKhan,1.0
2020.0,spring,CBLOL,1,FUR,KBM,FUR,KBM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1301251?gameHash=0717ecad97ae838d,https://youtu.be/so4jq13TWbg?t=31,https://youtu.be/so4jq13TWbg?t=460,https://youtu.be/15vUH_yrDFo,Alternative,1.0
2020.0,spring,CBLOL,1,FLA,VK,FLA,VK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1301276?gameHash=c4ba9f59291ce4ab,https://youtu.be/XiH86X7VfpU?t=20,https://youtu.be/XiH86X7VfpU?t=414,https://youtu.be/rnJbgyvElpo,Luci,1.0
2020.0,spring,CBLOL,1,PRG,FUR,PRG,FUR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1301284?gameHash=279c3dcca9f99391,https://youtu.be/cIUjHNbyevc?t=16,https://youtu.be/cIUjHNbyevc?t=449,https://youtu.be/XifDYyzb_30,Aloned,1.0
2020.0,spring,CBLOL,1,RDP,KBM,RDP,KBM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1301287?gameHash=23b9e19a23f095d0,https://youtu.be/Xrpdb5ri7XE?t=10,https://youtu.be/Xrpdb5ri7XE?t=390,https://youtu.be/jHS_BhRjeJY,BalKhan,1.0
2020.0,spring,CBLOL,1,ITZ,PNG,ITZ,PNG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1301300?gameHash=3127f0ec9202fd77,https://youtu.be/pBrHDxUtscA?t=9,https://youtu.be/pBrHDxUtscA?t=430,https://youtu.be/ZXO1tlgAOsw,brTT,1.0
2020.0,spring,CBLOL,2,RDP,FUR,RDP,FUR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1301262?gameHash=c594a9a52f46cc50,https://youtu.be/ASQgjgH8QWU?t=2,https://youtu.be/ASQgjgH8QWU?t=466,https://youtu.be/MkkcXItPxNE,Anyyy,1.0
2020.0,spring,CBLOL,2,KBM,ITZ,KBM,ITZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1301270?gameHash=5b3babb5d392d78d,https://youtu.be/slEAGBbzmj8?t=7,https://youtu.be/slEAGBbzmj8?t=363,https://youtu.be/5GsiEZJtpso,Tay,1.0
