year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,HL,MVP,set_number
2020.0,summer,LEC,1,MAD,G2,G2,MAD,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230688?gameHash=25cb7e1966cbcdb5,https://www.youtube.com/watch?v=f93tqKrcDqA#t=5m57s,https://www.youtube.com/watch?v=f93tqKrcDqA#t=14m15s,https://www.youtube.com/watch?v=f93tqKrcDqA#t=41m,https://www.youtube.com/watch?v=x1TwE9RwbyA#t=10s,Perkz,1.0
2020.0,summer,LEC,1,VIT,S04,VIT,S04,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220706?gameHash=c3f45e5bb2a65c80,https://www.youtube.com/watch?v=gfhgr_TLfN0#t=8m2s,https://www.youtube.com/watch?v=gfhgr_TLfN0#t=14m1s,https://www.youtube.com/watch?v=gfhgr_TLfN0#t=58m5s,https://youtu.be/sI0ElXaUrEA?t=7,Comp,1.0
2020.0,summer,LEC,1,OG,SK,SK,OG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220728?gameHash=4bfd5c00f9292be3,https://www.youtube.com/watch?v=urZ6IOwPKVw#t=13m20s,https://www.youtube.com/watch?v=urZ6IOwPKVw#t=40m5s,https://www.youtube.com/watch?v=urZ6IOwPKVw#t=1h19m5s,https://www.youtube.com/watch?v=6Rl_H8Q7Ld0#t=10s,Crownshot,1.0
2020.0,summer,LEC,1,RGE,XL,RGE,XL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220749?gameHash=6b6fb94b55918e4e,https://www.youtube.com/watch?v=c6L08yLqecQ#t=8m36s,https://www.youtube.com/watch?v=c6L08yLqecQ#t=37m27s,https://www.youtube.com/watch?v=c6L08yLqecQ#t=1h7m7s,https://www.youtube.com/watch?v=lDBQWhRbqx8#t=10s,Hans Sama,1.0
2020.0,summer,LEC,1,MSF,FNC,MSF,FNC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220754?gameHash=6aac8316362537e1,https://www.youtube.com/watch?v=EPnK30YLrt4#t=1m17s,https://www.youtube.com/watch?v=EPnK30YLrt4#t=11m39s,https://www.youtube.com/watch?v=EPnK30YLrt4#t=48m48s,https://www.youtube.com/watch?v=wYxjl_rIaaQ#t=10s,Rekkles,1.0
2020.0,summer,LEC,1,S04,SK,S04,SK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220812?gameHash=62163446ef2ec4af,https://youtu.be/MX_Wb49-oZk?t=147,https://youtu.be/MX_Wb49-oZk?t=533,https://youtu.be/MX_Wb49-oZk?t=2278,https://youtu.be/_yNk1vUCeZQ?t=10,Crownshot,1.0
2020.0,summer,LEC,1,RGE,MSF,RGE,MSF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230782?gameHash=069fd94ef9539d31,https://youtu.be/D6AJx7BU_6M?t=405,https://youtu.be/D6AJx7BU_6M?t=800,https://youtu.be/D6AJx7BU_6M?t=2525,https://youtu.be/uEM0n8J-c5k?t=10,Inspired,1.0
2020.0,summer,LEC,1,XL,MAD,XL,MAD,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220836?gameHash=e9bfbb581384b89b,https://youtu.be/tvbzyvFi_1E?t=170,https://youtu.be/tvbzyvFi_1E?t=592,https://youtu.be/tvbzyvFi_1E?t=2334,https://youtu.be/M6sqBLmFevg?t=10,Humanoid,1.0
2020.0,summer,LEC,1,FNC,VIT,FNC,VIT,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230797?gameHash=62a433187e1da609,https://youtu.be/G6iXZOIMyBw?t=50,https://youtu.be/G6iXZOIMyBw?t=528,https://youtu.be/G6iXZOIMyBw?t=2178,https://youtu.be/sH9sMpQ5Mac?t=10,Hylissang,1.0
2020.0,summer,LEC,1,G2,OG,G2,OG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230801?gameHash=7a81b1dfd1a7fd2a,https://youtu.be/F36dbmc2ub8?t=171,https://youtu.be/F36dbmc2ub8?t=575,https://youtu.be/F36dbmc2ub8?t=2510,https://youtu.be/8A0hM2fP7l8?t=10,Alphari,1.0
2020.0,summer,LEC,1,SK,MAD,SK,MAD,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,https://youtu.be/pFUXr_WK3cw?t=202,https://youtu.be/pFUXr_WK3cw?t=654,https://youtu.be/pFUXr_WK3cw?t=2261,https://youtu.be/7VWJw9_WeXo?t=10,Kaiser,1.0
2020.0,summer,LEC,1,S04,RGE,S04,RGE,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220942?gameHash=ab20f2b4e1222460,https://youtu.be/Ahd2rEijvAE?t=179,https://youtu.be/Ahd2rEijvAE?t=1568,https://youtu.be/Ahd2rEijvAE?t=3914,https://youtu.be/1nuMAgTJ174?t=10,Larssen,1.0
2020.0,summer,LEC,1,OG,MSF,OG,MSF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230881?gameHash=293d460694844d9d,https://youtu.be/D_c4Elha0-E?t=515,https://youtu.be/D_c4Elha0-E?t=872,https://youtu.be/D_c4Elha0-E?t=2698,https://youtu.be/idNcIN7fuwo?t=10,Kobbe,1.0
2020.0,summer,LEC,1,G2,VIT,G2,VIT,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230904?gameHash=d2c992eef8b6a065,https://youtu.be/9YYGr_zRwEI?t=453,https://youtu.be/9YYGr_zRwEI?t=842,https://youtu.be/9YYGr_zRwEI?t=2542,https://youtu.be/VgOha3_z7t4?t=10,Cabochard,1.0
