year,season,league_name,week,team_1,team_2,Blue,Red,MH,Vod,MVP,set_number
2020.0,summer,Challengers Korea,1,,,OZ,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1392498?gameHash=ed0c997fbc8729c4,http://vod.afreecatv.com/PLAYER/STATION/58192216,Ian,2.0
2020.0,summer,Challengers Korea,2,EM,ESC,EM,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1393752?gameHash=a3c3fbe05fe19d07,http://vod.afreecatv.com/PLAYER/STATION/58302899,Gone,1.0
2020.0,summer,Challengers Korea,2,,,ESC,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1393778?gameHash=96035bdf9e07f538,http://vod.afreecatv.com/PLAYER/STATION/58304239,Scarlet,2.0
2020.0,summer,Challengers Korea,2,,,EM,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1393799?gameHash=f7d06de3d6e2283e,http://vod.afreecatv.com/PLAYER/STATION/58306130,Scarlet,3.0
2020.0,summer,Challengers Korea,2,GRF,JAG,GRF,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1393862?gameHash=a104cda8bcb939ce,http://vod.afreecatv.com/PLAYER/STATION/58308376,TaNa,1.0
2020.0,summer,Challengers Korea,2,,,JAG,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1393870?gameHash=2407c6a480063519,http://vod.afreecatv.com/PLAYER/STATION/58310460,Naehyun,2.0
2020.0,summer,Challengers Korea,2,,,GRF,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1393880?gameHash=62ef7e2a04308b54,http://vod.afreecatv.com/PLAYER/STATION/58312682,TaNa,3.0
2020.0,summer,Challengers Korea,2,BRB,RNW,BRB,RNW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1394270?gameHash=4523e063cfefaaab&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/58344179,MooJin,1.0
2020.0,summer,Challengers Korea,2,,,RNW,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1394284?gameHash=d3f85121239e6e40,http://vod.afreecatv.com/PLAYER/STATION/58345759,Hena,2.0
2020.0,summer,Challengers Korea,2,,,BRB,RNW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1394298?gameHash=575a1925d5c5f3ab,http://vod.afreecatv.com/PLAYER/STATION/58347996,FireRain,3.0
2020.0,summer,Challengers Korea,2,OZ,ASP,OZ,ASP,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1394326?gameHash=80db62c7adf35fc9&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/58350723,Zzus,1.0
2020.0,summer,Challengers Korea,2,,,ASP,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1394364?gameHash=76369e3ba4c45cd5,http://vod.afreecatv.com/PLAYER/STATION/58352690,Juhan,2.0
2020.0,summer,Challengers Korea,2,,,OZ,ASP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1394374?gameHash=0057dea275538474,http://vod.afreecatv.com/PLAYER/STATION/58355258,Pilot,3.0
2020.0,summer,Challengers Korea,2,JAG,EM,JAG,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385468?gameHash=fd4784b862455710,http://vod.afreecatv.com/PLAYER/STATION/58472601,Yaharong,1.0
2020.0,summer,Challengers Korea,2,,,EM,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385474?gameHash=414883e35b2e4cb0,http://vod.afreecatv.com/PLAYER/STATION/58474612,Scarlet,2.0
2020.0,summer,Challengers Korea,2,,,JAG,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385481?gameHash=dce215af74271574,http://vod.afreecatv.com/PLAYER/STATION/58476604,Yaharong,3.0
2020.0,summer,Challengers Korea,2,OZ,GRF,OZ,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385485?gameHash=febf8b702c9b93ec,http://vod.afreecatv.com/PLAYER/STATION/58479378,Naehyun,1.0
2020.0,summer,Challengers Korea,2,,,GRF,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385504?gameHash=2a17ae911da4def8,http://vod.afreecatv.com/PLAYER/STATION/58482526,Naehyun,2.0
2020.0,summer,Challengers Korea,3,BRB,EM,BRB,EM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1386045?gameHash=e86abbe0e0363477&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/58597855,Scarlet,1.0
2020.0,summer,Challengers Korea,3,,,EM,BRB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1386059?gameHash=7f11754173df634f&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/58599633,Flare,2.0
2020.0,summer,Challengers Korea,3,ESC,JAG,ESC,JAG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1386072?gameHash=83e23f851ea839ba&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/58601686,Yaharong,1.0
2020.0,summer,Challengers Korea,3,,,JAG,ESC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1386091?gameHash=c109fcb98f852d8d&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/58603492,Yaharong,2.0
2020.0,summer,Challengers Korea,3,RNW,OZ,RNW,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1395957?gameHash=e18e24cd3cabc6c7,http://vod.afreecatv.com/PLAYER/STATION/58641201,Juhan,1.0
2020.0,summer,Challengers Korea,3,,,OZ,RNW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1395960?gameHash=23baef61aec66cdf,http://vod.afreecatv.com/PLAYER/STATION/58642856,Pilot,2.0
2020.0,summer,Challengers Korea,3,ASP,GRF,ASP,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1395986?gameHash=3933be191ca5e4e4,http://vod.afreecatv.com/PLAYER/STATION/58645170,Prince,1.0
2020.0,summer,Challengers Korea,3,,,GRF,ASP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1395992?gameHash=4aa4059f362e0dcb,http://vod.afreecatv.com/PLAYER/STATION/58647702,Crow,2.0
2020.0,summer,Challengers Korea,3,ESC,GRF,ESC,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1412200?gameHash=2e2fa80434b8bc09,http://vod.afreecatv.com/PLAYER/STATION/58771395,Lapis,1.0
2020.0,summer,Challengers Korea,3,,,GRF,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1402452?gameHash=80cd913d7b074d46,http://vod.afreecatv.com/PLAYER/STATION/58773257,Hoya,2.0
2020.0,summer,Challengers Korea,3,,,ESC,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1402457?gameHash=d75efab570bf3fe4,http://vod.afreecatv.com/PLAYER/STATION/58775489,Lapis,3.0
2020.0,summer,Challengers Korea,3,ASP,BRB,ASP,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1402462?gameHash=0b5b99ba85860f65,http://vod.afreecatv.com/PLAYER/STATION/58778509,Prince,1.0
2020.0,summer,Challengers Korea,3,,,BRB,ASP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1402488?gameHash=850860c84ee59636,http://vod.afreecatv.com/PLAYER/STATION/58782329,Crush,2.0
2020.0,summer,Challengers Korea,4,JAG,OZ,JAG,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1403520?gameHash=0d6eb0fafa19a925,http://vod.afreecatv.com/PLAYER/STATION/58887951,Senan,1.0
2020.0,summer,Challengers Korea,4,,,OZ,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1403538?gameHash=cdb120eac59c7324,http://vod.afreecatv.com/PLAYER/STATION/58890065,Ian,2.0
2020.0,summer,Challengers Korea,4,,,JAG,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1403557?gameHash=a9f82cf881d55ef5,http://vod.afreecatv.com/PLAYER/STATION/58892072,Senan,3.0
2020.0,summer,Challengers Korea,4,BRB,ESC,BRB,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1403595?gameHash=9752e5e4e2adf458,http://vod.afreecatv.com/PLAYER/STATION/58894480,FireRain,1.0
2020.0,summer,Challengers Korea,4,,,ESC,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1403603?gameHash=25608e7176b632c1,http://vod.afreecatv.com/PLAYER/STATION/58896377,Lia,2.0
2020.0,summer,Challengers Korea,4,,,BRB,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1403620?gameHash=1824c3bd6bacf219,http://vod.afreecatv.com/PLAYER/STATION/58899056,Harp,3.0
2020.0,summer,Challengers Korea,4,EM,ASP,EM,ASP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1404014?gameHash=6077b1e0a5b41c93,http://vod.afreecatv.com/PLAYER/STATION/58929287,Crush,1.0
2020.0,summer,Challengers Korea,4,,,ASP,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1413759?gameHash=fb6f79fc3cd74aae,http://vod.afreecatv.com/PLAYER/STATION/58930730,Crow,2.0
2020.0,summer,Challengers Korea,4,GRF,RNW,GRF,RNW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1413776?gameHash=64a0056ba4ee4ee2,http://vod.afreecatv.com/PLAYER/STATION/58932782,5kid,1.0
2020.0,summer,Challengers Korea,4,,,RNW,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1413815?gameHash=e4ba359ef78d4ec5,http://vod.afreecatv.com/PLAYER/STATION/58934745,Edge,2.0
2020.0,summer,Challengers Korea,4,BRB,JAG,BRB,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1404997?gameHash=9d240c96b8eebd4b,http://vod.afreecatv.com/PLAYER/STATION/59056809,FireRain,1.0
2020.0,summer,Challengers Korea,4,,,JAG,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405002?gameHash=29ba8d27267f0389,http://vod.afreecatv.com/PLAYER/STATION/59059077,UmTi,2.0
2020.0,summer,Challengers Korea,4,,,BRB,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405004?gameHash=71167468fca4562b,http://vod.afreecatv.com/PLAYER/STATION/59061981,Yaharong,3.0
2020.0,summer,Challengers Korea,4,RNW,ESC,RNW,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405033?gameHash=590c8e50a29df7d2,http://vod.afreecatv.com/PLAYER/STATION/59065616,Harp,1.0
2020.0,summer,Challengers Korea,4,,,ESC,RNW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405040?gameHash=4054de4e33aacaed,http://vod.afreecatv.com/PLAYER/STATION/59068834,Mask,2.0
2020.0,summer,Challengers Korea,4,,,RNW,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405044?gameHash=80059deeb24b6746,http://vod.afreecatv.com/PLAYER/STATION/59072500,5kid,3.0
2020.0,summer,Challengers Korea,5,ASP,ESC,ASP,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405623?gameHash=6736d7cf2f091af3,http://vod.afreecatv.com/PLAYER/STATION/59173608,Prince,1.0
2020.0,summer,Challengers Korea,5,,,ESC,ASP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1415373?gameHash=e5635a4cbb752582,http://vod.afreecatv.com/PLAYER/STATION/59175181,Crow,2.0
2020.0,summer,Challengers Korea,5,OZ,BRB,OZ,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1415383?gameHash=70ad152675e7b5fb,http://vod.afreecatv.com/PLAYER/STATION/59177376,Minit,1.0
2020.0,summer,Challengers Korea,5,,,BRB,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1415412?gameHash=094c3aea1d143a3e,http://vod.afreecatv.com/PLAYER/STATION/59179834,Wizer,2.0
2020.0,summer,Challengers Korea,5,GRF,EM,GRF,EM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405789?gameHash=8d73f28bcdf9a4bd&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59215187,Slugger,1.0
2020.0,summer,Challengers Korea,5,,,EM,GRF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405796?gameHash=6a3beb54344f16cf&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59216521,Naehyun,2.0
2020.0,summer,Challengers Korea,5,,,GRF,EM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405806?gameHash=638088101254d0b9&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59218315,Naehyun,3.0
2020.0,summer,Challengers Korea,5,JAG,RNW,JAG,RNW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1415580?gameHash=03ae25b81e1757b3&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59220561,Moojin,1.0
2020.0,summer,Challengers Korea,5,,,RNW,JAG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1405846?gameHash=e98049483dea4ddf&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59222916,5kid,2.0
2020.0,summer,Challengers Korea,5,BRB,ASP,BRB,ASP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1422588?gameHash=4a5421bfb554b6de,http://vod.afreecatv.com/PLAYER/STATION/59341802,Prince,1.0
2020.0,summer,Challengers Korea,5,,,ASP,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1422597?gameHash=99e83f834ec4a7e6,http://vod.afreecatv.com/PLAYER/STATION/59343885,Crush,2.0
2020.0,summer,Challengers Korea,5,ESC,EM,ESC,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1422599?gameHash=66e1103407d4f2d6,http://vod.afreecatv.com/PLAYER/STATION/59346468,Lia,1.0
2020.0,summer,Challengers Korea,5,,,EM,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1422617?gameHash=e18327ec008d1c8e,http://vod.afreecatv.com/PLAYER/STATION/59349414,Harp,2.0
2020.0,summer,Challengers Korea,6,RNW,GRF,RNW,GRF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1433843?gameHash=00f60c5c08a71dc0&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59346468,Citrus,1.0
2020.0,summer,Challengers Korea,6,,,GRF,RNW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1423793?gameHash=23e9c17aa4aebf92&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59349414,5kid,2.0
2020.0,summer,Challengers Korea,6,,,RNW,GRF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1423807?gameHash=cad0892f6aefc220&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59349459,Moojin,3.0
2020.0,summer,Challengers Korea,6,ASP,OZ,ASP,OZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1423849?gameHash=967c3ea00ccd45ce&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59467143,Zzus,1.0
2020.0,summer,Challengers Korea,6,,,OZ,ASP,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1423855?gameHash=6fbd065735a95b55&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59469668,cepted,2.0
2020.0,summer,Challengers Korea,6,JAG,ESC,JAG,ESC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1434340?gameHash=0888a7d1c291b7f3&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59502874,Senan,1.0
2020.0,summer,Challengers Korea,6,,,ESC,JAG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1434347?gameHash=2b3974a8854756ce&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59504628,Yaharong,2.0
2020.0,summer,Challengers Korea,6,EM,BRB,EM,BRB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1424246?gameHash=c07fc2fe1448d956&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59506606,Scarlet,1.0
2020.0,summer,Challengers Korea,6,,,BRB,EM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1434388?gameHash=786b09287184d00a&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59509004,Karas,2.0
2020.0,summer,Challengers Korea,6,GRF,OZ,GRF,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425241?gameHash=5ccaa170a147be9b,http://vod.afreecatv.com/PLAYER/STATION/59629313,Naehyun,1.0
2020.0,summer,Challengers Korea,6,,,OZ,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425262?gameHash=79cec2bcdb0dc0c8,http://vod.afreecatv.com/PLAYER/STATION/59631202,Crown,2.0
2020.0,summer,Challengers Korea,6,,,GRF,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425267?gameHash=bfe77b5069ed8bff,http://vod.afreecatv.com/PLAYER/STATION/59634214,Pilot,3.0
2020.0,summer,Challengers Korea,6,EM,RNW,EM,RNW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425288?gameHash=af74c7f40c2e763f,http://vod.afreecatv.com/PLAYER/STATION/59637231,Mask,1.0
2020.0,summer,Challengers Korea,6,,,RNW,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425291?gameHash=f5cd1dc6e169df37,http://vod.afreecatv.com/PLAYER/STATION/59640770,Mask,2.0
2020.0,summer,Challengers Korea,7,JAG,GRF,JAG,GRF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1436077?gameHash=69e60a6fd898e838&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59750679,Light,1.0
2020.0,summer,Challengers Korea,7,,,GRF,JAG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1436090?gameHash=e1950b7c98254db2&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59752101,Naehyun,2.0
2020.0,summer,Challengers Korea,7,,,JAG,GRF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1436099?gameHash=fdefbae1c2fbbd8b&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59753619,TaNa,3.0
2020.0,summer,Challengers Korea,7,OZ,RNW,OZ,RNW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1436113?gameHash=edf3c306adebec71&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59755871,Crown,1.0
2020.0,summer,Challengers Korea,7,,,RNW,OZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1436132?gameHash=af89f3308ea10335&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/59758449,Pilot,2.0
2020.0,summer,Challengers Korea,7,ASP,EM,ASP,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425916?gameHash=7db75c51b98fdb8c,http://vod.afreecatv.com/PLAYER/STATION/59791269,Chasy,1.0
2020.0,summer,Challengers Korea,7,,,EM,ASP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425928?gameHash=8250cdf2419d262a,http://vod.afreecatv.com/PLAYER/STATION/59792865,cepted,2.0
2020.0,summer,Challengers Korea,7,ESC,BRB,ESC,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425942?gameHash=faa50ff1b2c9a3b1,http://vod.afreecatv.com/PLAYER/STATION/59794676,Minit,1.0
2020.0,summer,Challengers Korea,7,,,BRB,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425956?gameHash=9a4f26f5ef86131d,http://vod.afreecatv.com/PLAYER/STATION/59796088,Gone,2.0
2020.0,summer,Challengers Korea,7,,,ESC,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425958?gameHash=6b79418d3979bfa5,http://vod.afreecatv.com/PLAYER/STATION/59798407,FireRain,3.0
2020.0,summer,Challengers Korea,7,OZ,JAG,OZ,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1412057?gameHash=9855699968a953d5,http://vod.afreecatv.com/PLAYER/STATION/59927044,UmTi,1.0
2020.0,summer,Challengers Korea,7,,,JAG,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1412064?gameHash=514ef5999056b093,http://vod.afreecatv.com/PLAYER/STATION/59929587,Yaharong,2.0
2020.0,summer,Challengers Korea,7,GRF,ESC,GRF,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1412072?gameHash=3d347cd2d7c44997,http://vod.afreecatv.com/PLAYER/STATION/59932108,Citrus,1.0
2020.0,summer,Challengers Korea,7,,,ESC,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1412106?gameHash=015ba28868a38c10,http://vod.afreecatv.com/PLAYER/STATION/59935569,Hoya,2.0
2020.0,summer,Challengers Korea,8,BRB,OZ,BRB,OZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1403147?gameHash=f397015ca794832b,http://vod.afreecatv.com/PLAYER/STATION/60052967,Crown,1.0
2020.0,summer,Challengers Korea,8,,,OZ,BRB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1403171?gameHash=7918e1d31c917513,http://vod.afreecatv.com/PLAYER/STATION/60054692,Minit,2.0
2020.0,summer,Challengers Korea,8,,,BRB,OZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1403189?gameHash=5da902399274b55b,http://vod.afreecatv.com/PLAYER/STATION/60057042,Pilot,3.0
2020.0,summer,Challengers Korea,8,EM,GRF,EM,GRF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1403208?gameHash=380281485a0e2537,http://vod.afreecatv.com/PLAYER/STATION/60059333,Hoya,1.0
2020.0,summer,Challengers Korea,8,,,GRF,EM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1403222?gameHash=a340190c4aabca95,http://vod.afreecatv.com/PLAYER/STATION/60061634,Naehyun,2.0
2020.0,summer,Challengers Korea,8,RNW,JAG,RNW,JAG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1413441?gameHash=3423823e9562df29,http://vod.afreecatv.com/PLAYER/STATION/60095667,TaNa,1.0
2020.0,summer,Challengers Korea,8,,,JAG,RNW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1413450?gameHash=ce0a7f21736e40e5,http://vod.afreecatv.com/PLAYER/STATION/60097285,Yaharong,2.0
2020.0,summer,Challengers Korea,8,ESC,ASP,ESC,ASP,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1413473?gameHash=b4a557b04fad4099,http://vod.afreecatv.com/PLAYER/STATION/60099402,Crush,1.0
