year,season,league_name,week,team_1,team_2,Blue,Red,MH,Start,HL,PB,set_number
2019.0,spring,TPL_a,4,BJK.A,FB.A,BJK.A,FB.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090173?gameHash=e77e74faa69a9fdd&tab=overview,https://youtu.be/YNbfsF36qRw?t=4,https://www.youtube.com/watch?v=9tNQouxD-rA,,1.0
2019.0,spring,TPL_a,4,AUR.A,BJK.A,BJK.A,AUR.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090260?gameHash=9fecfe6e61cf5aac&tab=overview,https://youtu.be/x3gWCPxsiqk?t=303,https://www.youtube.com/watch?v=lhu9HGkmtU4,https://youtu.be/x3gWCPxsiqk,1.0
2019.0,spring,TPL_a,4,DP.A,GS.A,DP.A,GS.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090280?gameHash=45cf270ab079a145&tab=overview,https://youtu.be/EI8bKIP8pNw?t=460,https://www.youtube.com/watch?v=Ies2PfhAHf8,https://youtu.be/EI8bKIP8pNw,1.0
2019.0,spring,TPL_a,4,FB.A,HWA.A,HWA.A,FB.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090296?gameHash=f83cc93c2ec282b5&tab=overview,https://youtu.be/BZZ9jQmbyac?t=426,https://www.youtube.com/watch?v=hGes8-XPkhE,https://youtu.be/BZZ9jQmbyac,1.0
2019.0,spring,TPL_a,4,GAL.A,BS.A,BS.A,GAL.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090313?gameHash=ced7b324d5820e21&tab=overview,https://youtu.be/cXN14ipPvhI?t=385,https://www.youtube.com/watch?v=8Xlx_oLzuMc,https://youtu.be/cXN14ipPvhI,1.0
2019.0,spring,TPL_a,4,RY.A,SUP.A,RY.A,SUP.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090331?gameHash=116b187c85fe2473,https://youtu.be/7XgJOPdDWG8?t=463,https://www.youtube.com/watch?v=uBRzTBfRdGw,https://youtu.be/7XgJOPdDWG8,1.0
2019.0,spring,TPL_a,5,HWA.A,AUR.A,HWA.A,AUR.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090824?gameHash=16d9c7ae8f5ec8a2&tab=overview,https://youtu.be/2lfz1bPFukc?t=434,https://www.youtube.com/watch?v=EOusjfaUHtw,https://youtu.be/2lfz1bPFukc,1.0
2019.0,spring,TPL_a,5,RY.A,FB.A,FB.A,RY.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090833?gameHash=a97aa2630018a4e2&tab=overview,https://youtu.be/giaAcKmFUlU?t=449,https://www.youtube.com/watch?v=MqBnY59xMeU,https://youtu.be/giaAcKmFUlU,1.0
2019.0,spring,TPL_a,5,GS.A,GAL.A,GS.A,GAL.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090841?gameHash=8b38fe602ae92a08&tab=overview,https://youtu.be/DQIe0wyr7rI?t=431,https://www.youtube.com/watch?v=xjPAX7PpMZE,https://youtu.be/DQIe0wyr7rI,1.0
2019.0,spring,TPL_a,5,SUP.A,DP.A,DP.A,SUP.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1100856?gameHash=1fe05d203b070e15&tab=overview,https://youtu.be/Y9tUbRIm8WA?t=426,https://www.youtube.com/watch?v=TDSYzMzyLX8,https://youtu.be/Y9tUbRIm8WA,1.0
2019.0,spring,TPL_a,5,BS.A,BJK.A,BJK.A,BS.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1100864?gameHash=2d390d437d0e4a5f&tab=overview,https://youtu.be/IOGSCmR3MLE?t=461,https://www.youtube.com/watch?v=HecrVX8BpGs,https://youtu.be/IOGSCmR3MLE?t=1,1.0
2019.0,spring,TPL_a,5,FB.A,SUP.A,FB.A,SUP.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090898?gameHash=74cbc26dfd060b12&tab=overview,https://www.youtube.com/watch?v=BYs-Liu4cJQ&feature=youtu.be&t=405,https://www.youtube.com/watch?v=sKj1UPDo3O4,https://youtu.be/BYs-Liu4cJQ?t=1,1.0
2019.0,spring,TPL_a,5,AUR.A,RY.A,AUR.A,RY.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090905?gameHash=8c259402017bfec2&tab=overview,https://www.youtube.com/watch?v=uN1WKixRDtI&feature=youtu.be&t=436,https://www.youtube.com/watch?v=in8giWTKbiQ,https://youtu.be/uN1WKixRDtI,1.0
2019.0,spring,TPL_a,5,BS.A,HWA.A,BS.A,HWA.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090908?gameHash=833bd703b2dae671&tab=overview,https://www.youtube.com/watch?v=ZkSSlYnkqHg&feature=youtu.be&t=338,https://www.youtube.com/watch?v=AZeddlinowU,https://youtu.be/ZkSSlYnkqHg,1.0
2019.0,spring,TPL_a,5,BJK.A,GS.A,BJK.A,GS.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1090929?gameHash=a2cd37aeffb12f5f&tab=overview,https://www.youtube.com/watch?v=E_cD2o_8HKI&feature=youtu.be&t=365,https://www.youtube.com/watch?v=A5pMXgsCN48,https://youtu.be/E_cD2o_8HKI,1.0
2019.0,spring,TPL_a,5,GAL.A,DP.A,DP.A,GAL.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1100962?gameHash=bcea1ebcb421ad52&tab=overview,https://www.youtube.com/watch?v=tqPoOxQG3eY&feature=youtu.be&t=328,https://www.youtube.com/watch?v=dIoifbbZy3w,https://youtu.be/tqPoOxQG3eY,1.0
2019.0,spring,TPL_a,6,SUP.A,GAL.A,GAL.A,SUP.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960116?gameHash=c35b78628634bbdb&tab=overview,https://youtu.be/Nf9vcX58kyM?t=482,https://www.youtube.com/watch?v=VSKjV2u-Bxs,https://youtu.be/Nf9vcX58kyM?t=1,1.0
2019.0,spring,TPL_a,6,FB.A,AUR.A,FB.A,AUR.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/970097?gameHash=d5237879c99024f0&tab=overview,https://youtu.be/GuJDQPnQ_Yk?t=402,https://www.youtube.com/watch?v=9QYNNtuNBFc,https://youtu.be/GuJDQPnQ_Yk,1.0
2019.0,spring,TPL_a,6,DP.A,BJK.A,DP.A,BJK.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1020945?gameHash=4e60fcbf306f5822&tab=overview,https://youtu.be/Tf4LgFl76kc?t=228,https://www.youtube.com/watch?v=yEMA1GGMnEY,https://youtu.be/Tf4LgFl76kc?t=1,1.0
2019.0,spring,TPL_a,6,RY.A,BS.A,BS.A,RY.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960141?gameHash=94c6210d3b0acd77&tab=overview,https://youtu.be/ujqKa0kDL78?t=394,https://www.youtube.com/watch?v=rNDC2gFwv-Q,https://youtu.be/ujqKa0kDL78?t=1,1.0
2019.0,spring,TPL_a,6,GS.A,HWA.A,GS.A,HWA.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960149?gameHash=0b60339885c52f5b&tab=overview,https://youtu.be/vjTOz55PE_s?t=317,https://www.youtube.com/watch?v=08i_1HD944I,https://youtu.be/vjTOz55PE_s?t=6,1.0
2019.0,spring,TPL_a,6,BS.A,FB.A,FB.A,BS.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/970150?gameHash=e5d89b5582c1e7d3&tab=overview,https://youtu.be/XG-nm845AjQ?t=398,https://www.youtube.com/watch?v=z-gP5d03Wiw,https://youtu.be/XG-nm845AjQ,1.0
2019.0,spring,TPL_a,6,AUR.A,SUP.A,AUR.A,SUP.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/970155?gameHash=217f631872a713d9&tab=overview,https://youtu.be/f5TpH2C3-Dc?t=373,https://www.youtube.com/watch?v=_wKXy0ZJs0o,https://youtu.be/f5TpH2C3-Dc,1.0
2019.0,spring,TPL_a,6,BJK.A,GAL.A,GAL.A,BJK.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/970156?gameHash=3213eb21d18682b8&tab=overview,https://youtu.be/jYCQxCPhm74?t=400,https://www.youtube.com/watch?v=DjgrN10zNX4,https://youtu.be/jYCQxCPhm74,1.0
2019.0,spring,TPL_a,6,GS.A,RY.A,GS.A,RY.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/970161?gameHash=e830a3f541381491&tab=overview,https://youtu.be/UaZzs365qgQ?t=317,https://www.youtube.com/watch?v=ijKZ9zYTNhM,https://youtu.be/UaZzs365qgQ,1.0
2019.0,spring,TPL_a,6,HWA.A,DP.A,DP.A,HWA.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/970179?gameHash=a34480611efbb53f&tab=overview,https://youtu.be/JoMmRculrDc?t=469,https://www.youtube.com/watch?v=rIle1CHJv2c,https://youtu.be/JoMmRculrDc?t=1,1.0
2019.0,spring,TPL_a,7,GAL.A,HWA.A,HWA.A,GAL.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960581?gameHash=2d8690d211dbc116&tab=overview,https://youtu.be/ShAN8hUA1g4?t=427,https://www.youtube.com/watch?v=xc2AKvGj9hg,https://youtu.be/ShAN8hUA1g4?t=1,1.0
2019.0,spring,TPL_a,7,DP.A,RY.A,DP.A,RY.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960591?gameHash=a76e74bb75741742&tab=overview,https://youtu.be/2dG-n2RwyzY?t=523,https://www.youtube.com/watch?v=wMubNb6fNAc,https://youtu.be/2dG-n2RwyzY?t=1,1.0
2019.0,spring,TPL_a,7,AUR.A,BS.A,BS.A,AUR.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960603?gameHash=efe44abba366663c&tab=overview,https://youtu.be/FL7sHCpQ-TU?t=398,https://www.youtube.com/watch?v=R-H94rb5nlI,https://youtu.be/FL7sHCpQ-TU?t=1,1.0
2019.0,spring,TPL_a,7,SUP.A,BJK.A,BJK.A,SUP.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960611?gameHash=bcc0be230c38c604&tab=overview,https://youtu.be/WXxKFFuYMxw?t=376,https://www.youtube.com/watch?v=9k9LMVBM_Cg,https://youtu.be/WXxKFFuYMxw?t=1,1.0
2019.0,spring,TPL_a,7,FB.A,GS.A,GS.A,FB.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960620?gameHash=57a7537cec68bad8&tab=overview,https://youtu.be/Cesy-4rD1kE?t=308,https://www.youtube.com/watch?v=QLNO7YCT1ek,https://youtu.be/Cesy-4rD1kE?t=1,1.0
2019.0,spring,TPL_a,7,RY.A,GAL.A,GAL.A,RY.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960645?gameHash=7d6043695fa874bb&tab=overview,https://youtu.be/GKmpEYwmRvE?t=397,https://www.youtube.com/watch?v=Vj1hD1s984E,https://youtu.be/GKmpEYwmRvE?t=1,1.0
2019.0,spring,TPL_a,7,HWA.A,BJK.A,BJK.A,HWA.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960652?gameHash=e8c931729cbadec7&tab=overview,https://youtu.be/u46gFKbXAp8?t=416,https://www.youtube.com/watch?v=DyeSKq1s3yc,https://youtu.be/u46gFKbXAp8?t=1,1.0
2019.0,spring,TPL_a,7,GS.A,AUR.A,GS.A,AUR.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960666?gameHash=57e49f94861e9f7b&tab=overview,https://youtu.be/3IejCzRzRmA?t=415,https://www.youtube.com/watch?v=OhWyU-x3Jjg,https://youtu.be/3IejCzRzRmA?t=1,1.0
2019.0,spring,TPL_a,7,DP.A,FB.A,DP.A,FB.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960692?gameHash=bb6fd4b5bf44c2d6&tab=overview,https://youtu.be/TdZMaeLLvkE?t=486,https://www.youtube.com/watch?v=cH1FpdhqbI4,https://youtu.be/TdZMaeLLvkE?t=1,1.0
2019.0,spring,TPL_a,7,BS.A,SUP.A,BS.A,SUP.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/960704?gameHash=097e3a2dfa709e65&tab=overview,https://youtu.be/9ZQZ_PhNc5o?t=371,https://www.youtube.com/watch?v=eMSyEgIfRGc,https://youtu.be/9ZQZ_PhNc5o?t=1,1.0
2019.0,spring,TPL_a,8,AUR.A,DP.A,AUR.A,DP.A,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/900123?gameHash=6a1afc3a2b14e856&tab=overview,https://youtu.be/TfGhExklXm4?t=450,https://www.youtube.com/watch?v=4SWcPweB2cQ,https://youtu.be/TfGhExklXm4?t=1,1.0
2019.0,spring,TPL_a,8,BS.A,GS.A,,,,,,,1.0
