year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,MVP,set_number
2018.0,summer,CBLOL,1,ITZ,KBM,ITZ,KBM,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730084?gameHash=817fa160b5248d08,https://www.youtube.com/watch?v=uHLz_YNWs9o&t=48,https://www.youtube.com/watch?v=uHLz_YNWs9o&t=528,RedBert,1.0
2018.0,summer,CBLOL,1,,,KBM,ITZ,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730095?gameHash=d958692f5dbcee5d,https://www.youtube.com/watch?v=tElw0pxdo_4&t=36,https://www.youtube.com/watch?v=tElw0pxdo_4&t=528,Dynquedo,2.0
2018.0,summer,CBLOL,1,,,ITZ,KBM,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730096?gameHash=5b7c54efb7d3a0d6,https://www.youtube.com/watch?v=aoSAmdJFopg&t=6,https://www.youtube.com/watch?v=aoSAmdJFopg&t=471,Absolut,3.0
2018.0,summer,CBLOL,1,VK,PRG,VK,PRG,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730097?gameHash=7da59855edb5a619,https://www.youtube.com/watch?v=wRS8u2bOey8&t=41,https://www.youtube.com/watch?v=wRS8u2bOey8&t=571,Revolta,1.0
2018.0,summer,CBLOL,1,,,PRG,VK,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730103?gameHash=399bc1ebdfefe478,https://www.youtube.com/watch?v=DAZPgBvyQm0&t=44,https://www.youtube.com/watch?v=DAZPgBvyQm0&t=526,micaO,2.0
2018.0,summer,CBLOL,1,CNB,RED,CNB,RED,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730127?gameHash=73cef58943c286b9,https://www.youtube.com/watch?v=tPWlKT3FCC8,https://www.youtube.com/watch?v=tPWlKT3FCC8&t=408,Robo,1.0
2018.0,summer,CBLOL,1,,,RED,CNB,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730134?gameHash=41ff21c411ed594a,https://www.youtube.com/watch?v=sH2t6Ah6VWE&t=6,https://www.youtube.com/watch?v=sH2t6Ah6VWE&t=456,Rakin,2.0
2018.0,summer,CBLOL,1,FLA,IDM,FLA,IDM,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730138?gameHash=c1c5d4cba1862938,https://www.youtube.com/watch?v=Sy0A7FFL_AE&t=3,https://www.youtube.com/watch?v=Sy0A7FFL_AE&t=438,Anyyy,1.0
2018.0,summer,CBLOL,1,,,IDM,FLA,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730146?gameHash=bf47066ed4ade29b,https://www.youtube.com/watch?v=Mo7vhV5v_W8&t=3,https://www.youtube.com/watch?v=Mo7vhV5v_W8&t=398,Shrimp,2.0
2018.0,summer,CBLOL,1,,,FLA,IDM,https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/730149?gameHash=c3bc29f59a13d5ca,https://www.youtube.com/watch?v=hSooWxSHKU0,https://www.youtube.com/watch?v=hSooWxSHKU0&t=439,Anyyy,3.0
