year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,set_number
2020.0,summer,CBLOL,1,PNG,FLA,PNG,FLA,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401566?gameHash=4f521a06ec646515,https://youtu.be/jNSLy9HobVw?t=1,https://youtu.be/jNSLy9HobVw?t=490,https://www.youtube.com/watch?v=TX3hWMG9awc,brTT,1.0
2020.0,summer,CBLOL,1,FUR,ITZ,FUR,ITZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401595?gameHash=329fcbe7e0f3a07d,https://youtu.be/r-z2f3kz0O0?t=5,https://youtu.be/r-z2f3kz0O0?t=419,https://www.youtube.com/watch?v=B6iWOmXeUwg,Envy,1.0
2020.0,summer,CBLOL,1,SAN,VK,SAN,VK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401600?gameHash=1ac5a1241d9ca3e2,https://youtu.be/dxSoCgBk4wo?t=1,https://youtu.be/dxSoCgBk4wo?t=416,https://www.youtube.com/watch?v=9HQe2U-peW4,Hyoga,1.0
2020.0,summer,CBLOL,1,PRG,KBM,PRG,KBM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401620?gameHash=8e2bbf48b57acf70,https://youtu.be/KNHb4vYdSiM?t=3,https://youtu.be/KNHb4vYdSiM?t=506,https://www.youtube.com/watch?v=orTk1dUGH2g,Ceos,1.0
2020.0,summer,CBLOL,1,FLA,ITZ,FLA,ITZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401754?gameHash=58709f90a820142f,https://youtu.be/BMj2WvCE88s?t=2,https://youtu.be/BMj2WvCE88s?t=434,https://www.youtube.com/watch?v=eJkHbtNvwpU,Tay,1.0
2020.0,summer,CBLOL,1,FUR,PRG,FUR,PRG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401768?gameHash=adfebb792cacf309,https://youtu.be/zdr_EtvHfXA?t=6,https://youtu.be/zdr_EtvHfXA?t=397,https://www.youtube.com/watch?v=qAIgpp07v64,fNb,1.0
2020.0,summer,CBLOL,1,VK,KBM,VK,KBM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401778?gameHash=615437fc6efee04b,https://youtu.be/7x3nNgY35HI?t=7,https://youtu.be/7x3nNgY35HI?t=489,https://www.youtube.com/watch?v=BM5OxqV2oCE,Revolta,1.0
2020.0,summer,CBLOL,1,SAN,PNG,SAN,PNG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1401802?gameHash=e7f25bad582d514c,https://youtu.be/EWLG0wEvCcQ?t=2,https://youtu.be/EWLG0wEvCcQ?t=444,https://www.youtube.com/watch?v=R7DDPxJqXa4,JackPoT,1.0
2020.0,summer,CBLOL,2,VK,PRG,VK,PRG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414013?gameHash=362ebcbf69ace509,https://youtu.be/xP8zqotBt2Q?t=1,https://youtu.be/xP8zqotBt2Q?t=387,https://www.youtube.com/watch?v=11q1qvEsNvc,NOsFerus,1.0
2020.0,summer,CBLOL,2,KBM,SAN,KBM,SAN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414038?gameHash=b5adc650abf8bbf6,https://youtu.be/1EvLf8mRJAg?t=1,https://youtu.be/1EvLf8mRJAg?t=453,https://www.youtube.com/watch?v=ELqi38tt-3I,Sarkis,1.0
2020.0,summer,CBLOL,2,ITZ,PNG,ITZ,PNG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414048?gameHash=043823f757235f4e,https://youtu.be/K_2gQGLJomo?t=1,https://youtu.be/K_2gQGLJomo?t=441,https://www.youtube.com/watch?v=iOcWF8JT00U,CarioK,1.0
2020.0,summer,CBLOL,2,FLA,FUR,FLA,FUR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414064?gameHash=80f8702062bd4a98,https://youtu.be/HBLf2CmSsis?t=1,https://youtu.be/HBLf2CmSsis?t=485,https://www.youtube.com/watch?v=YY8GdmdlUsY,tyrin,1.0
2020.0,summer,CBLOL,2,ITZ,SAN,ITZ,SAN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414280?gameHash=2a58a5d7e994608b,https://youtu.be/H1QvwIRGAbk?t=1,https://youtu.be/H1QvwIRGAbk?t=445,https://www.youtube.com/watch?v=BfEn_2yD-Yg,Rainbow,1.0
2020.0,summer,CBLOL,2,PNG,VK,PNG,VK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414291?gameHash=ee808a075662849a,https://youtu.be/DRetoRpkhy0?t=3,https://youtu.be/DRetoRpkhy0?t=453,https://www.youtube.com/watch?v=HcqL5WN3WDw,tinowns,1.0
2020.0,summer,CBLOL,2,PRG,FLA,PRG,FLA,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414311?gameHash=e2a50b43e7c94a8c,https://youtu.be/tiOyUHGPUPM?t=3,https://youtu.be/tiOyUHGPUPM?t=439,https://www.youtube.com/watch?v=O7thGCasHJI,Bvoy,1.0
2020.0,summer,CBLOL,2,FUR,KBM,FUR,KBM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414316?gameHash=20cb2cdb8308d740,https://youtu.be/uWb32bfRce8?t=12,https://youtu.be/uWb32bfRce8?t=552,https://www.youtube.com/watch?v=3Os9r-s-T6o,Yang,1.0
2020.0,summer,CBLOL,3,SAN,FUR,SAN,FUR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1391876?gameHash=c813bbf64b907cdd,https://youtu.be/JE-TYwLGnsY?t=3,https://youtu.be/JE-TYwLGnsY?t=437,https://www.youtube.com/watch?v=wqJECUrgZY4,Alternative,1.0
2020.0,summer,CBLOL,3,FLA,VK,FLA,VK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1391920?gameHash=02d894b7863a4389,https://youtu.be/8OZanr9XnHY?t=1,https://youtu.be/8OZanr9XnHY?t=435,https://www.youtube.com/watch?v=tMbYU7Mh-qA,Bankai,1.0
2020.0,summer,CBLOL,3,KBM,PNG,KBM,PNG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1391936?gameHash=28949589084da7f2,https://youtu.be/wYYSU3uDDe0?t=1,https://youtu.be/wYYSU3uDDe0?t=478,https://www.youtube.com/watch?v=2SUqn8U4Uaw,CarioK,1.0
2020.0,summer,CBLOL,3,ITZ,PRG,ITZ,PRG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1391960?gameHash=6a64f0cb4ed9eabd,https://youtu.be/8o_b63e0jtY?t=1,https://youtu.be/8o_b63e0jtY?t=653,https://www.youtube.com/watch?v=oL4prJR5m_E,Envy,1.0
2020.0,summer,CBLOL,3,KBM,FLA,KBM,FLA,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1392167?gameHash=18fb792f8cb26600,https://youtu.be/VK-jMQg21Tw?t=2,https://youtu.be/VK-jMQg21Tw?t=503,https://www.youtube.com/watch?v=okzv_ELvMTg,Bankai,1.0
2020.0,summer,CBLOL,3,PRG,SAN,PRG,SAN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1392212?gameHash=0b97022e6777e7ee,https://youtu.be/s8IddRLVnd4?t=1,https://youtu.be/s8IddRLVnd4?t=455,https://www.youtube.com/watch?v=vkYZ8TDJYpU,Hawk,1.0
