year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,set_number
2020.0,spring,EM,1,GL,VIP,GL,VIP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1190148?gameHash=fad4ed6ca4004e60,https://www.twitch.tv/videos/584843080?t=0h47m45s,https://www.twitch.tv/videos/584843080?t=0h57m8s,1.0
2020.0,spring,EM,1,CG,IF,CG,IF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1190151?gameHash=cd649fec708bebc3,https://youtu.be/DCG7x-bLsxU?t=1,https://youtu.be/DCG7x-bLsxU?t=507,1.0
2020.0,spring,EM,1,DK,MADM,DK,MADM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1190149?gameHash=77bb4622bdadd12e,https://www.twitch.tv/videos/584844329?t=0h36m34s,https://www.twitch.tv/videos/584844329?t=0h48m29s,1.0
2020.0,spring,EM,1,PIG,K1,PIG,K1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180167?gameHash=7fb2e99195f221b2,https://youtu.be/bARYzoSKu2Y?t=1563,https://youtu.be/bARYzoSKu2Y?t=1734,1.0
2020.0,spring,EM,1,ESB,ASUS,ESB,ASUS,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1190179?gameHash=940e13e6389aceac,https://youtu.be/bARYzoSKu2Y?t=4848,https://youtu.be/bARYzoSKu2Y?t=5293,1.0
2020.0,spring,EM,1,RCN,EGN,RCN,EGN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1190181?gameHash=9b283eba8b23e2c0,https://www.twitch.tv/videos/584843080?t=1h39m49s,https://www.twitch.tv/videos/584843080?t=1h46m49s,1.0
2020.0,spring,EM,1,KEN,FTW,KEN,FTW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1190182?gameHash=9dc711bba5557c48,https://youtu.be/Fgfc3UEajQo?t=159,https://youtu.be/Fgfc3UEajQo?t=727,1.0
2020.0,spring,EM,1,WLG,S1,WLG,S1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1190178?gameHash=4d5c75d7845dd2fd,https://www.twitch.tv/videos/584844329?t=1h36m28s,https://www.twitch.tv/videos/584844329?t=1h44m53s,1.0
2020.0,spring,EM,1,ASUS,GL,ASUS,GL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1190186?gameHash=00c7fc51d8880822,https://www.twitch.tv/videos/584843080?t=2h44m58s,https://www.twitch.tv/videos/584843080?t=2h55m6s,1.0
2020.0,spring,EM,1,EGN,CG,EGN,CG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1190187?gameHash=75c22af722a7cc41,https://youtu.be/GJu7aeVFTOA?t=115,https://youtu.be/GJu7aeVFTOA?t=568,1.0
