year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,HL,MVP,set_number
2020.0,spring,LLA,1,ISG,INF,ISG,INF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1281241?gameHash=b806abd6f8dcadaf&tab=overview,https://youtu.be/WPHf7V-M2uY?t=1s,https://youtu.be/WPHf7V-M2uY?t=475s,https://youtu.be/WPHf7V-M2uY?t=2805s,https://youtu.be/_Oyjczjj17k?t=6s,Oddie,1.0
2020.0,spring,LLA,1,FG,AK,FG,AK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1281267?gameHash=c6002b67aaa23586&tab=overview,https://youtu.be/bhXBguI1ff4?t=1s,https://youtu.be/bhXBguI1ff4?t=458s,https://youtu.be/bhXBguI1ff4?t=3643s,https://youtu.be/-JpsTPYDKUs?t=5s,Newbie,1.0
2020.0,spring,LLA,1,UCH,PIX,UCH,PIX,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1281294?gameHash=5dd8e290b3d98b3f&tab=overview,https://youtu.be/E10QfWa6v4s?t=1s,https://youtu.be/E10QfWa6v4s?t=503s,https://youtu.be/E10QfWa6v4s?t=3327s,https://youtu.be/CRkpscZQWUU?t=8s,Jauny,1.0
2020.0,spring,LLA,1,XTN,R7,XTN,R7,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1281318?gameHash=6a5ece820013d716&tab=overview,https://youtu.be/Mf5w3TUtMVk?t=1s,https://youtu.be/Mf5w3TUtMVk?t=479s,https://youtu.be/Mf5w3TUtMVk?t=2928s,https://youtu.be/PbDf5MI4rt4?t=10s,Acce,1.0
2020.0,spring,LLA,1,INF,R7,INF,R7,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1281543?gameHash=54ff34f9c5b43f74,https://youtu.be/ygMvNqmFvno?t=1s,https://youtu.be/ygMvNqmFvno?t=529s,https://youtu.be/ygMvNqmFvno?t=2736s,https://youtu.be/0gDiJx15NF0?t=1s,Cotopaco,1.0
2020.0,spring,LLA,1,XTN,AK,XTN,AK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1281594?gameHash=c59d42a552f18942,https://youtu.be/1XjWQAAHacY?t=1s,https://youtu.be/1XjWQAAHacY?t=827s,https://youtu.be/1XjWQAAHacY?t=2571s,https://youtu.be/1oFHxpnz0Lc?t=5s,Plugo,1.0
2020.0,spring,LLA,1,FG,PIX,FG,PIX,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1281613?gameHash=8ee1001940433a4d,https://youtu.be/r0omjkozSNM?t=1s,https://youtu.be/r0omjkozSNM?t=446s,https://youtu.be/r0omjkozSNM?t=3158s,https://youtu.be/HtQi3Rt_vGw?t=5s,QQ,1.0
2020.0,spring,LLA,1,ISG,UCH,ISG,UCH,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1281646?gameHash=0d6e756b6eb406e1,https://youtu.be/LVUhp15xGlE?t=1s,https://youtu.be/LVUhp15xGlE?t=497s,https://youtu.be/LVUhp15xGlE?t=2287s,https://youtu.be/nONZxAtxxnI?t=10s,Warangelus,1.0
2020.0,spring,LLA,2,AK,INF,AK,INF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1284490?gameHash=b6916a15a5b634a6,https://youtu.be/1Ovbr7MOFlg?t=1s,https://youtu.be/1Ovbr7MOFlg?t==903ss,https://youtu.be/1Ovbr7MOFlg?t=2678s,https://youtu.be/812tHbkgj7M?t=1s,WhiteLotus,1.0
2020.0,spring,LLA,2,PIX,XTN,PIX,XTN,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1284515?gameHash=5b4c7e1644ca19f6,https://youtu.be/2tErC3lZKzg?t=1s,https://youtu.be/2tErC3lZKzg?t=437s,https://youtu.be/2tErC3lZKzg?t=3420s,https://youtu.be/Sxt0njkIJsI?t=1s,Frozen,1.0
