year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,MVP,set_number
2020.0,spring,LPLOL,1,BFC,EPE,BFC,EPE,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1310083?gameHash=067baea11d50470a&tab=overview,https://youtu.be/SvLsC3LtOFc?t=1640,https://youtu.be/SvLsC3LtOFc?t=2129,Sl4shD,1.0
2020.0,spring,LPLOL,1,FTW,EGN,FTW,EGN,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1300100?gameHash=6a3c65d09f1c4243&tab=overview,https://youtu.be/7HKT10iORFg?t=1407,https://youtu.be/7HKT10iORFg?t=1973,Truklax,1.0
2020.0,spring,LPLOL,1,CC,SAM,CC,SAM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1310118?gameHash=8e5fd0bd8417d6a8&tab=overview,https://youtu.be/DKVp9ou9UzY?t=1894,https://youtu.be/DKVp9ou9UzY?t=2451,Davidao,1.0
2020.0,spring,LPLOL,1,GC,GTZ,GC,GTZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1310152?gameHash=6e46fd832fcd7f5e&tab=overview,https://youtu.be/vZFv2ylE8Zg?t=1123,https://youtu.be/vZFv2ylE8Zg?t=1683,Kaiba,1.0
2020.0,spring,LPLOL,1,SAM,GC,SAM,GC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1300164?gameHash=0f985cfef0144107&tab=overview,https://youtu.be/7zDsXQis9nw?t=1722,https://youtu.be/7zDsXQis9nw?t=2213,Travanques,1.0
2020.0,spring,LPLOL,1,GTZ,BFC,GTZ,BFC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1300175?gameHash=e44526c0ef902fc6&tab=overview,https://youtu.be/TPiVSKsETyU?t=852,https://youtu.be/TPiVSKsETyU?t=1314,Burnie,1.0
2020.0,spring,LPLOL,1,EGN,CC,EGN,CC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1300187?gameHash=d588b88fd02ab2ab&tab=overview,https://youtu.be/bFJlsSujmaI?t=640,https://youtu.be/bFJlsSujmaI?t=1326,Blizz,1.0
2020.0,spring,LPLOL,1,EPE,FTW,EPE,FTW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1300199?gameHash=cf17924a10989c28&tab=overview,https://youtu.be/r2ryCQXeokk?t=988,https://youtu.be/r2ryCQXeokk?t=1466,Own3r,1.0
2020.0,spring,LPLOL,2,GC,EGN,GC,EGN,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1271007?gameHash=29a85254717a491f&tab=overview,https://youtu.be/k5K1hjoAY8c?t=403,https://youtu.be/k5K1hjoAY8c?t=1241,Blizz,1.0
2020.0,spring,LPLOL,2,CC,EPE,CC,EPE,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1261024?gameHash=a14b55a75333aa91&tab=overview,,https://youtu.be/dSHhy-J0Joo?t=13,Renas,1.0
2020.0,spring,LPLOL,2,BFC,FTW,BFC,FTW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1261037?gameHash=6edd564230ad141a&tab=overview,https://youtu.be/gFoUGN8rVB0?t=125,https://youtu.be/gFoUGN8rVB0?t=629,Joo,1.0
2020.0,spring,LPLOL,2,GTZ,SAM,GTZ,SAM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1271074?gameHash=f74908bc75cf86d1&tab=overview,https://youtu.be/A-T4DB2cSi8?t=312,https://youtu.be/A-T4DB2cSi8?t=1379,Noma,1.0
2020.0,spring,LPLOL,2,FTW,CC,FTW,CC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1271202?gameHash=f24f91f94ec40c45&tab=overview,https://youtu.be/oRC1iJb_pc4?t=870,https://youtu.be/oRC1iJb_pc4?t=1512,Xaky,1.0
2020.0,spring,LPLOL,2,EGN,GTZ,EGN,GTZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1271221?gameHash=8305f7b3cfbb62e5&tab=overview,https://youtu.be/7-l0iUF9n1A?t=177,https://youtu.be/7-l0iUF9n1A?t=1059,Reat1vo,1.0
2020.0,spring,LPLOL,2,EPE,GC,EPE,GC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1271226?gameHash=681fa0647c6f6739&tab=overview,https://youtu.be/bT5R9HeLM8w?t=153,https://youtu.be/bT5R9HeLM8w?t=756,Furyy,1.0
