year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,set_number
2020.0,spring,LJL,1,DFM,V3,DFM,V3,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1294233?gameHash=6762c2c72bc47359&tab=overview,https://youtu.be/SYBGaS7-DG8?t=1227,https://youtu.be/SYBGaS7-DG8?t=1767,1.0
2020.0,spring,LJL,1,V3,AXZ,V3,AXZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1294260?gameHash=246841d34c9660aa&tab=overview,https://youtu.be/TJR4alhvVxs?t=683,https://youtu.be/TJR4alhvVxs?t=1231,1.0
2020.0,spring,LJL,1,AXZ,BC,BC,AXZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1304020?gameHash=99508a2da285eb4c&tab=overview,https://youtu.be/A2zscuNq18c?t=441,https://youtu.be/A2zscuNq18c?t=851,1.0
2020.0,spring,LJL,1,BC,DFM,BC,DFM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1304054?gameHash=db39c4bcb7c2320e&tab=overview,https://youtu.be/nVRLTQch1zA?t=820,https://youtu.be/nVRLTQch1zA?t=1325,1.0
2020.0,spring,LJL,1,CGA,SHG,CGA,SHG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1304081?gameHash=d3e5c8f0270ce96f&tab=overview,https://youtu.be/wN5K3JS8Uas?t=761,https://youtu.be/wN5K3JS8Uas?t=1244,1.0
2020.0,spring,LJL,1,SHG,SG,SG,SHG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1304132?gameHash=ff37582431bd7e7b&tab=overview,https://youtu.be/bgh8ygDVuyE?t=1695,https://youtu.be/bgh8ygDVuyE?t=2208,1.0
2020.0,spring,LJL,1,SG,RJ,SG,RJ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1304169?gameHash=ee6bc6a087a6bc36&tab=overview,https://youtu.be/V9IeQKfpAPo?t=495,https://youtu.be/V9IeQKfpAPo?t=965,1.0
2020.0,spring,LJL,1,RJ,CGA,CGA,RJ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1304217?gameHash=b29c2b7461c7700f,https://youtu.be/bMHZRG3gEmc?t=432,https://youtu.be/bMHZRG3gEmc?t=853,1.0
2020.0,spring,LJL,2,V3,SG,V3,SG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1295440?gameHash=32cdbf5ce1441159&tab=overview,https://youtu.be/s1zFLZLPV58?t=772,https://youtu.be/s1zFLZLPV58?t=1196,1.0
2020.0,spring,LJL,2,BC,V3,V3,BC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1295467?gameHash=bcc21c92fa78e889&tab=overview,https://youtu.be/qTzL4feQJks?t=449,https://youtu.be/qTzL4feQJks?t=1009,1.0
2020.0,spring,LJL,2,CGA,BC,CGA,BC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1295489?gameHash=95386dea5cf1ab09&tab=overview,https://youtu.be/DiIPl_HhxAo?t=290,https://youtu.be/DiIPl_HhxAo?t=719,1.0
2020.0,spring,LJL,2,SG,CGA,CGA,SG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1295512?gameHash=6f566df8a0a7cc05&tab=overview,https://youtu.be/PGOxHgntmZA?t=304,https://youtu.be/PGOxHgntmZA?t=727,1.0
2020.0,spring,LJL,2,DFM,AXZ,DFM,AXZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1295530?gameHash=babc4f07c9ab7e15&tab=overview,https://youtu.be/CtD0QsW8IG4?t=380,https://youtu.be/CtD0QsW8IG4?t=842,1.0
2020.0,spring,LJL,2,RJ,DFM,RJ,DFM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1295541?gameHash=1cf0b9fe1083c754&tab=overview,https://youtu.be/xJsvACC3L-4?t=324,https://youtu.be/xJsvACC3L-4?t=796,1.0
2020.0,spring,LJL,2,SHG,RJ,RJ,SHG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1295562?gameHash=945a5ce8fc22f255&tab=overview,https://youtu.be/66JYPIJ_c6w?t=365,https://youtu.be/66JYPIJ_c6w?t=792,1.0
2020.0,spring,LJL,2,AXZ,SHG,SHG,AXZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1295588?gameHash=def795c49bc6df7f&tab=overview,https://youtu.be/tE8WYu6g8KU?t=445,https://youtu.be/tE8WYu6g8KU?t=869,1.0
2020.0,spring,LJL,3,RJ,AXZ,AXZ,RJ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306256?gameHash=525c62ed501e689a,https://www.youtube.com/watch?v=QlXh4Zlf5CY&feature=youtu.be&t=699,https://www.youtube.com/watch?v=QlXh4Zlf5CY&feature=youtu.be&t=1192,1.0
2020.0,spring,LJL,3,AXZ,CGA,CGA,AXZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306271?gameHash=d22ffebd7a60506d,https://www.youtube.com/watch?v=3AtQjn9SPBw&feature=youtu.be&t=307,https://www.youtube.com/watch?v=3AtQjn9SPBw&feature=youtu.be&t=685,1.0
2020.0,spring,LJL,3,CGA,V3,CGA,V3,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306283?gameHash=d9f8bef23ebdebc1,https://www.youtube.com/watch?v=FSjkio34Xm4&feature=youtu.be&t=334,https://www.youtube.com/watch?v=FSjkio34Xm4&feature=youtu.be&t=994,1.0
2020.0,spring,LJL,3,V3,RJ,V3,RJ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306323?gameHash=cf7ee286a9674b6b,https://www.youtube.com/watch?v=nfJxJKpri4I&feature=youtu.be&t=317,https://www.youtube.com/watch?v=nfJxJKpri4I&feature=youtu.be&t=846,1.0
