year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,MVP,set_number
2018.0,spring,VCS,1,HOF,EVS,HOF,EVS,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460229?gameHash=28b38b65600fbe6f,https://www.youtube.com/watch?v=tBP8aRuVUnA&t=720,https://www.youtube.com/watch?v=tBP8aRuVUnA&t=1185,Slay,1.0
2018.0,spring,VCS,1,,,EVS,HOF,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460238?gameHash=c7780fe2ae9c7669&tab=overview,https://www.youtube.com/watch?v=PCfeEoA5YsU&t=175,https://www.youtube.com/watch?v=PCfeEoA5YsU&t=620,Warzone,2.0
2018.0,spring,VCS,1,YGE,FTV,YGE,FTV,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460268?gameHash=540b7b0da3ae84c6&tab=overview,https://www.youtube.com/watch?v=X73WfRt-wAI&t=205,https://www.youtube.com/watch?v=X73WfRt-wAI&t=655,Slayder,1.0
2018.0,spring,VCS,1,,,FTV,YGE,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460278?gameHash=6d090f62acb6d859&tab=overview,https://www.youtube.com/watch?v=YFn_Hb7W13Y&t=130,https://www.youtube.com/watch?v=YFn_Hb7W13Y&t=615,BigKoro,2.0
2018.0,spring,VCS,1,,,YGE,FTV,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460280?gameHash=a4c4fe4d64d33521&tab=overview,https://www.youtube.com/watch?v=Yr5NI9Ye7nk&t=145,https://www.youtube.com/watch?v=Yr5NI9Ye7nk&t=630,yT,3.0
2018.0,spring,VCS,1,UTM,CR,UTM,CR,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460303?gameHash=2860d6b6c7fab342,https://www.youtube.com/watch?v=q42Q5VpsqVw&t=280,https://www.youtube.com/watch?v=q42Q5VpsqVw&t=695,Clear,1.0
2018.0,spring,VCS,1,,,CR,UTM,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460320?gameHash=d853d788a8d00981&tab=overview,https://www.youtube.com/watch?v=kznh98cnCaw&t=195,https://www.youtube.com/watch?v=kznh98cnCaw&t=685,Zin,2.0
2018.0,spring,VCS,1,,,UTM,CR,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460322?gameHash=ca406193b690a881&tab=overview,https://www.youtube.com/watch?v=AF1vl1pVFQw&t=220,https://www.youtube.com/watch?v=AF1vl1pVFQw&t=920,BlazeS,3.0
2018.0,spring,VCS,1,GAM,FFQ,GAM,FFQ,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460330?gameHash=c72ee8584f878a05,https://www.youtube.com/watch?v=WD5NMU_Se0g&t=310,https://www.youtube.com/watch?v=WD5NMU_Se0g&t=770,Kriss Kyle,1.0
2018.0,spring,VCS,1,,,FFQ,GAM,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1460339?gameHash=be7db94f1d41063a&tab=overview,https://www.youtube.com/watch?v=ux5SBWCUCmw&t=205,https://www.youtube.com/watch?v=ux5SBWCUCmw&t=675,Zeroday,2.0
2018.0,spring,VCS,1,YGE,CR,YGE,CR,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1470369?gameHash=3b3cf727b3d2f9cb&tab=overview,https://www.youtube.com/watch?v=Xk2YMtpwx8Q&t=270,https://www.youtube.com/watch?v=Xk2YMtpwx8Q&t=705,Palette,1.0
