year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,HL,MVP,set_number
2020.0,spring,LEC,1,G2,MAD,G2,MAD,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390161?gameHash=c77bd1d7e54d4801,https://youtu.be/GgoLOG-z-Lg?t=53,https://youtu.be/GgoLOG-z-Lg?t=442,https://youtu.be/GgoLOG-z-Lg?t=2449,https://youtu.be/AIqVdqPZ9y8?t=10,Caps,1.0
2020.0,spring,LEC,1,VIT,SK,SK,VIT,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390170?gameHash=686d45795a6ea625,https://youtu.be/O0GVqB4XmgQ?t=707,https://youtu.be/O0GVqB4XmgQ?t=1165,https://youtu.be/O0GVqB4XmgQ?t=4299,https://youtu.be/e7KMIQ-d5co?t=10,Crownshot,1.0
2020.0,spring,LEC,1,MSF,RGE,RGE,MSF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390196?gameHash=4bc08e5d10033415,https://youtu.be/RPchz6MFvvA?t=783,https://youtu.be/RPchz6MFvvA?t=1214,https://youtu.be/RPchz6MFvvA?t=3742,https://youtu.be/mI76e3YNJWA?t=11,Larssen,1.0
2020.0,spring,LEC,1,S04,XL,XL,S04,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390202?gameHash=2c584b319e1509d9,https://youtu.be/rkS-N8eUpJU?t=367,https://youtu.be/rkS-N8eUpJU?t=792,https://youtu.be/rkS-N8eUpJU?t=3160,https://youtu.be/XHzprGGaRnw?t=11,Patrik,1.0
2020.0,spring,LEC,1,FNC,OG,FNC,OG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390213?gameHash=046907e6a70adc65,https://youtu.be/mRsLt5NBI1c?t=432,https://youtu.be/mRsLt5NBI1c?t=855,https://youtu.be/mRsLt5NBI1c?t=3390,https://youtu.be/uP70wp2hit0?t=11,Alphari,1.0
2020.0,spring,LEC,1,VIT,MAD,VIT,MAD,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390233?gameHash=5f30125d96d86d60,https://www.youtube.com/watch?v=glHFMhO2Ku4#t=44s,https://www.youtube.com/watch?v=glHFMhO2Ku4#t=7m34s,https://www.youtube.com/watch?v=glHFMhO2Ku4#t=42m30s,https://www.youtube.com/watch?v=DIG_jn7kIGQ#t=10s,Carzzy,1.0
2020.0,spring,LEC,1,RGE,XL,XL,RGE,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390241?gameHash=ce20c3ad794a4e79,https://www.youtube.com/watch?v=mdT-t2cBnf8#t=10m28s,https://www.youtube.com/watch?v=mdT-t2cBnf8#t=16m36s,https://www.youtube.com/watch?v=mdT-t2cBnf8#t=47m49s,https://www.youtube.com/watch?v=pFipFbWizd8#t=10s,Finn,1.0
2020.0,spring,LEC,1,S04,OG,OG,S04,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390249?gameHash=840a42a71eb33082,https://www.youtube.com/watch?v=oW3M8TOwD8s#t=7m50s,https://www.youtube.com/watch?v=oW3M8TOwD8s#t=15m21s,https://www.youtube.com/watch?v=oW3M8TOwD8s#t=52m39s,https://www.youtube.com/watch?v=nhNa7O6gJTY#t=10s,Upset,1.0
2020.0,spring,LEC,1,MSF,FNC,FNC,MSF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390257?gameHash=5f6a9d222f02b916,https://www.youtube.com/watch?v=nTmxqS4nKHM#t=10m20s,https://www.youtube.com/watch?v=nTmxqS4nKHM#t=17m10s,https://www.youtube.com/watch?v=nTmxqS4nKHM#t=36m51s,https://www.youtube.com/watch?v=0pamO0KYL48#t=10s,Rekkles,1.0
2020.0,spring,LEC,1,G2,SK,SK,G2,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1390263?gameHash=11c29bbfef59b453,https://www.youtube.com/watch?v=D7ap-vMIsCU#t=10m10s,https://www.youtube.com/watch?v=D7ap-vMIsCU#t=15m10s,https://www.youtube.com/watch?v=D7ap-vMIsCU#t=45m32s,https://www.youtube.com/watch?v=E9ECTVMgKEY#t=10s,Jankos,1.0
