year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,set_number
2020.0,summer,EM,1,LDLC,G2AR,LDLC,G2AR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310169?gameHash=b916947565bcd14e,https://youtu.be/7y4l8-uGQZ4?t=354,https://youtu.be/7y4l8-uGQZ4?t=740,1.0
2020.0,summer,EM,1,ESB,RDL,ESB,RDL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310172?gameHash=bbdb1618e3e5c8d2,https://youtu.be/uzLuHMuNkr0?t=35,https://youtu.be/uzLuHMuNkr0?t=706,1.0
2020.0,summer,EM,1,IW,SAM,IW,SAM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320213?gameHash=fe44b380ae2b606a,https://youtu.be/0OyN3JlpUvs?t=400,https://youtu.be/0OyN3JlpUvs?t=939,1.0
2020.0,summer,EM,1,PT7,5K,PT7,5K,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320217?gameHash=51a333d2ee0f8bd0,https://youtu.be/57EKZSZTHtY?t=1431,https://youtu.be/57EKZSZTHtY?t=1866,1.0
2020.0,summer,EM,1,CR4,LLL,CR4,LLL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310177?gameHash=0067d7aaf35042b9,https://youtu.be/9wE6IWPTB78?t=158,https://youtu.be/9wE6IWPTB78?t=603,1.0
2020.0,summer,EM,1,GL,EGN,GL,EGN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310180?gameHash=02c85056f952d5b5,https://youtu.be/XR8SlP8a_Ks?t=43,https://youtu.be/XR8SlP8a_Ks?t=648,1.0
2020.0,summer,EM,1,RCN,S1,RCN,S1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320221?gameHash=7251cc9a20f5670d,https://youtu.be/37JoXvN-M0o?t=269,https://youtu.be/37JoXvN-M0o?t=773,1.0
2020.0,summer,EM,1,SIN,IF,SIN,IF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320222?gameHash=95c1c5803184aa45&tab=overview,https://youtu.be/F55A_XZTByQ?t=3,https://youtu.be/F55A_XZTByQ?t=439,1.0
2020.0,summer,EM,1,LLL,LDLC,LLL,LDLC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310182?gameHash=38dab4e755ed9b2b,https://youtu.be/DD1DqXeYVSM?t=267,https://youtu.be/DD1DqXeYVSM?t=770,1.0
2020.0,summer,EM,1,EGN,ESB,EGN,ESB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310183?gameHash=cf7a41fe321a0d30,https://youtu.be/EkU_lRObQmE?t=691,https://youtu.be/EkU_lRObQmE?t=1263,1.0
2020.0,summer,EM,1,RCN,IW,RCN,IW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320225?gameHash=14cfb443ef8617e0,https://youtu.be/Pa7ZFljBgxs?t=112,https://youtu.be/Pa7ZFljBgxs?t=647,1.0
2020.0,summer,EM,1,IF,PT7,IF,PT7,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320226?gameHash=09f5882ea050a485,https://youtu.be/57EKZSZTHtY?t=8828,https://youtu.be/57EKZSZTHtY?t=9451,1.0
2020.0,summer,EM,1,G2AR,CR4,G2AR,CR4,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310185?gameHash=40d2bdfba814d46d,https://youtu.be/CFDZgmYkwP0?t=202,https://youtu.be/CFDZgmYkwP0?t=655,1.0
2020.0,summer,EM,1,RDL,GL,RDL,GL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310187?gameHash=e1b211600e2a77e6,https://youtu.be/Ec1ZiL9VcoA?t=185,https://youtu.be/Ec1ZiL9VcoA?t=765,1.0
2020.0,summer,EM,1,SAM,S1,SAM,S1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320230?gameHash=e61e11f512dbe9a6,https://youtu.be/K-3d6QXZy_M?t=587,https://youtu.be/K-3d6QXZy_M?t=1545,1.0
2020.0,summer,EM,1,5K,SIN,5K,SIN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320232?gameHash=2b36d01de4992766,https://youtu.be/57EKZSZTHtY?t=12321,https://youtu.be/57EKZSZTHtY?t=12826,1.0
2020.0,summer,EM,1,LDLC,CR4,LDLC,CR4,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310189?gameHash=e1a0c1e4ce6e711e,https://youtu.be/uYe_SdcFjcQ?t=204,https://youtu.be/uYe_SdcFjcQ?t=778,1.0
2020.0,summer,EM,1,ESB,GL,ESB,GL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1310190?gameHash=991b22f850f3800b,https://youtu.be/22x86PiwXEE?t=188,https://youtu.be/22x86PiwXEE?t=865,1.0
2020.0,summer,EM,1,IW,S1,IW,S1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320233?gameHash=e2e82a8871946253,https://youtu.be/ylWxyAko5nE?t=64,https://youtu.be/ylWxyAko5nE?t=619,1.0
2020.0,summer,EM,1,SIN,PT7,SIN,PT7,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1320236?gameHash=01da5159d5fa424e,https://youtu.be/57EKZSZTHtY?t=15887,https://youtu.be/57EKZSZTHtY?t=16384,1.0
