year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,Post,set_number
2020.0,spring,OPL,1,AV,LGC,AV,LGC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1300935?gameHash=67fa5d5bc78168f8&tab=overview,https://youtu.be/7stH46ch8Os?t=862,https://youtu.be/7stH46ch8Os?t=1510,https://youtu.be/7stH46ch8Os?t=3309,1.0
2020.0,spring,OPL,1,ORD,GRV,GRV,ORD,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1300941?gameHash=f1c97f8b358c25c3&tab=overview,https://youtu.be/QycuGHwtuS4?t=1365,https://youtu.be/QycuGHwtuS4?t=1747,https://youtu.be/QycuGHwtuS4?t=3912,1.0
2020.0,spring,OPL,1,PGG,CHF,PGG,CHF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1300956?gameHash=657d224d4a32aeb1&tab=overview,https://youtu.be/aK8k2W9vv90?t=783,https://youtu.be/aK8k2W9vv90?t=1128,https://youtu.be/aK8k2W9vv90?t=2997,1.0
2020.0,spring,OPL,1,MMM,DW,MMM,DW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1300964?gameHash=e49071347c975500&tab=overview,https://youtu.be/ycxAULJ0ISg?t=714,https://youtu.be/ycxAULJ0ISg?t=1052,https://youtu.be/ycxAULJ0ISg?t=2994,1.0
2020.0,spring,OPL,1,LGC,ORD,ORD,LGC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1301128?gameHash=fcbd2630c0faec49&tab=overview,https://youtu.be/SMBVYRKiok8?t=687,https://youtu.be/SMBVYRKiok8?t=1103,https://youtu.be/SMBVYRKiok8?t=3467,1.0
2020.0,spring,OPL,1,GRV,MMM,GRV,MMM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1301159?gameHash=9a7726176fdabfde,https://youtu.be/8qprSE0TAQ8?t=561,https://youtu.be/8qprSE0TAQ8?t=988,https://youtu.be/8qprSE0TAQ8?t=2567,1.0
2020.0,spring,OPL,1,DW,PGG,DW,PGG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1301169?gameHash=5d816e6d30d2b659&tab=overview,https://youtu.be/xIWHXkflgYs?t=689,https://youtu.be/xIWHXkflgYs?t=1050,https://youtu.be/xIWHXkflgYs?t=3282,1.0
2020.0,spring,OPL,1,CHF,AV,CHF,AV,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1301183?gameHash=396641afdcdd99d9&tab=overview,https://youtu.be/I0CJf10ur-o?t=739,https://youtu.be/I0CJf10ur-o?t=1094,https://youtu.be/I0CJf10ur-o?t=2820,1.0
2020.0,spring,OPL,2,MMM,LGC,LGC,MMM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1303478?gameHash=8df5ef3d826ad211,https://youtu.be/8dyM-LTmpeE?t=669,https://youtu.be/8dyM-LTmpeE?t=1116,https://youtu.be/8dyM-LTmpeE?t=2371,1.0
2020.0,spring,OPL,2,DW,GRV,GRV,DW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1303509?gameHash=d0849b1ba82d4826,https://youtu.be/nd3NxhT7bio?t=735,https://youtu.be/nd3NxhT7bio?t=1062,https://youtu.be/nd3NxhT7bio?t=2757,1.0
