year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,Post,set_number
2020.0,spring,TCL,1,RYL,SUP,RYL,SUP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130153?gameHash=00a7861ac0a23aef,https://youtu.be/vzBGZ80KlxE?t=1,https://youtu.be/vzBGZ80KlxE?t=397,https://www.youtube.com/watch?v=x3_qnYknSxQ,Bolulu,,1.0
2020.0,spring,TCL,1,DP,IW,DP,IW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130166?gameHash=1cff679b64acb047,https://youtu.be/nh8okayWlBo?t=1,https://youtu.be/nh8okayWlBo?t=493,https://www.youtube.com/watch?v=PEpUOK7sd0E,WaenA,,1.0
2020.0,spring,TCL,1,FB,5R,FB,5R,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130177?gameHash=1f92cbefd9a965e0,https://youtu.be/YaxrGANB1zg?t=1,https://youtu.be/YaxrGANB1zg?t=420,https://www.youtube.com/watch?v=VS5jWiSLFCA,HiRit,,1.0
2020.0,spring,TCL,1,GAL,BJK,BJK,GAL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130182?gameHash=ccb50f6e86e4c3df,https://youtu.be/gZ-6L_ySVbs?t=1,https://youtu.be/gZ-6L_ySVbs?t=626,https://www.youtube.com/watch?v=RVoF0US5He4,Emtest,,1.0
2020.0,spring,TCL,1,5R,DP,5R,DP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130229?gameHash=1489421028163983,https://youtu.be/l75AR-rgO-w?t=1,https://youtu.be/l75AR-rgO-w?t=414,https://www.youtube.com/watch?v=lby-J-buCqA,Black,,1.0
2020.0,spring,TCL,1,IW,RYL,RYL,IW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130243?gameHash=5491d110de253089,https://youtu.be/plEr0qd6f80?t=1,https://youtu.be/plEr0qd6f80?t=462,https://www.youtube.com/watch?v=k7jkH6udLQ4,Japone,,1.0
2020.0,spring,TCL,1,GAL,FB,FB,GAL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130253?gameHash=f8e39ae785d11c0c,https://youtu.be/i7sslwmgj1o?t=1,https://youtu.be/i7sslwmgj1o?t=358,https://www.youtube.com/watch?v=yqynFrby-z0,Mojito,,1.0
2020.0,spring,TCL,1,AUR,SUP,SUP,AUR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130264?gameHash=a98718c088ce663c,https://youtu.be/JxxUtvEdAec?t=1,https://youtu.be/JxxUtvEdAec?t=308,https://www.youtube.com/watch?v=OsVKgMfUxxo,Madly,,1.0
2020.0,spring,TCL,2,RYL,AUR,AUR,RYL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130611?gameHash=a099e1df984018a1,https://youtu.be/rTuE7VXwV9k?t=1,https://youtu.be/rTuE7VXwV9k?t=406,https://www.youtube.com/watch?v=DMCGCRbtSYo,Elramir,,1.0
2020.0,spring,TCL,2,SUP,BJK,BJK,SUP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130621?gameHash=9d171c9622870a7b,https://youtu.be/rfMOjQZD_L8?t=1,https://youtu.be/rfMOjQZD_L8?t=518,https://www.youtube.com/watch?v=pn3PqxxtL90,Rare,,1.0
