year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,set_number
2020.0,spring,BL,1,BG,RSCA,RSCA,BG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1280296?gameHash=4ac98bc70e0d8a0c&tab=overview,https://www.twitch.tv/videos/539442572?filter=archives&t=0h25m33s,https://www.twitch.tv/videos/539442572?filter=archives&t=0h33m39s,1.0
2020.0,spring,BL,1,S1,TO,S1,TO,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1280306?gameHash=9b68fda14e100e54&tab=overview,https://www.twitch.tv/videos/539442572?filter=archives&t=1h18m15s,https://www.twitch.tv/videos/539442572?filter=archives&t=1h31m7s,1.0
2020.0,spring,BL,1,BG,KVM,BG,KVM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1280315?gameHash=0da85a4e9e50e523&tab=overview,https://www.twitch.tv/videos/539442572?filter=archives&t=2h20m23s,https://www.twitch.tv/videos/539442572?filter=archives&t=2h29m39s,1.0
2020.0,spring,BL,1,S1,ATR,S1,ATR,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1270334?gameHash=69624ccc44e8d605&tab=overview,https://www.twitch.tv/videos/539442572?filter=archives&t=3h28m45s,https://www.twitch.tv/videos/539442572?filter=archives&t=3h37m21s,1.0
2020.0,spring,BL,2,TO,KVM,KVM,TO,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270951?gameHash=43971da27e041630&tab=overview,https://www.twitch.tv/videos/543324465?filter=archives&t=0h13m55s,https://www.twitch.tv/videos/543324465?filter=archives&t=0h21m12s,1.0
2020.0,spring,BL,2,RSCA,ATR,RSCA,ATR,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1260961?gameHash=884f2f16f9fc6ca4&tab=overview,https://www.twitch.tv/videos/543325128?filter=archives&t=0h2m39s,https://www.twitch.tv/videos/543325128?filter=archives&t=0h11m54s,1.0
2020.0,spring,BL,2,TO,BG,BG,TO,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270987?gameHash=9ce864a2d7c81ff5&tab=overview,https://www.twitch.tv/videos/543325128?filter=archives&t=1h1m42s,https://www.twitch.tv/videos/543325128?filter=archives&t=1h9m0s,1.0
2020.0,spring,BL,2,RSCA,S1,RSCA,S1,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1261002?gameHash=0959dc398c2cdafd&tab=overview,https://www.twitch.tv/videos/543325128?filter=archives&t=1h58m4s,https://www.twitch.tv/videos/543325128?filter=archives&t=2h6m23s,1.0
2020.0,spring,BL,3,KVM,S1,S1,KVM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1301923?gameHash=63b3f0b157b3fe65&tab=overview,https://www.twitch.tv/videos/548146993?filter=archives&t=0h15m7s,https://www.twitch.tv/videos/548146993?filter=archives&t=0h23m21s,1.0
2020.0,spring,BL,3,ATR,BG,BG,ATR,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1292183?gameHash=1ad8af0c4668f388&tab=overview,https://www.twitch.tv/videos/548146993?filter=archives&t=1h6m44s,https://www.twitch.tv/videos/548146993?filter=archives&t=1h14m17s,1.0
2020.0,spring,BL,3,KVM,RSCA,RSCA,KVM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1292216?gameHash=a8a5aafbaa3c069d&tab=overview,https://www.twitch.tv/videos/548146993?filter=archives&t=2h5m19s,https://www.twitch.tv/videos/548146993?filter=archives&t=2h13m51s,1.0
2020.0,spring,BL,3,ATR,TO,ATR,TO,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1292236?gameHash=f35897b606d3b833&tab=overview,https://www.twitch.tv/videos/548146993?filter=archives&t=3h16m0s,https://www.twitch.tv/videos/548146993?filter=archives&t=3h23m26s,1.0
2020.0,spring,BL,4,BG,S1,BG,S1,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1304956?gameHash=9a3046390e2ab57c&tab=overview,https://www.twitch.tv/videos/550745173?filter=archives&t=0h14m59s,https://www.twitch.tv/videos/550745173?filter=archives&t=0h23m8s,1.0
2020.0,spring,BL,4,KVM,ATR,KVM,ATR,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1295257?gameHash=7ede2ac8e9b0fd48&tab=overview,https://www.twitch.tv/videos/550745173?filter=archives&t=1h2m23s,https://www.twitch.tv/videos/550745173?filter=archives&t=1h10m24s,1.0
