year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,set_number
2020.0,summer,PGN,1,CGG,YDN,CGG,YDN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1391932?gameHash=fc490d152608aad5,https://youtu.be/W43e9ixtaFE?t=924,https://youtu.be/W43e9ixtaFE?t=1526,1.0
2020.0,summer,PGN,1,OP,MKS,OP,MKS,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1391954?gameHash=cbaf6947ea6243e4,https://youtu.be/wm-XLmLEl9M?t=202,https://youtu.be/wm-XLmLEl9M?t=779,1.0
2020.0,summer,PGN,1,RCN,SPK,RCN,SPK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1391980?gameHash=5fbc2e7f2ff24c80&tab=overview,https://youtu.be/WP_S3UWemV4?t=160,https://youtu.be/WP_S3UWemV4?t=664,1.0
2020.0,summer,PGN,1,DD,SMS,DD,SMS,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1392001?gameHash=4677ecf205915095&tab=overview,https://youtu.be/PamuWQVeHXo?t=176,https://youtu.be/PamuWQVeHXo?t=676,1.0
2020.0,summer,PGN,1,YDN,SPK,YDN,SPK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1392315?gameHash=43f756fcad40a78c&tab=overview,https://youtu.be/zu6NG2TrLGE?t=924,https://youtu.be/zu6NG2TrLGE?t=1409,1.0
2020.0,summer,PGN,1,MKS,CGG,MKS,CGG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1392325?gameHash=414b682a5541931d&tab=overview,https://youtu.be/OVRIpr3nONU?t=220,https://youtu.be/OVRIpr3nONU?t=806,1.0
2020.0,summer,PGN,1,SMS,OP,SMS,OP,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1392329?gameHash=fc8b796c42931507&tab=overview,https://youtu.be/Jfe3OkAz45E?t=116,https://youtu.be/Jfe3OkAz45E?t=620,1.0
2020.0,summer,PGN,1,DD,RCN,DD,RCN,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1392346?gameHash=864a61f500d4cb8b&tab=overview,https://youtu.be/GDtWfWSP_vA?t=140,https://youtu.be/GDtWfWSP_vA?t=580,1.0
2020.0,summer,PGN,2,MKS,SMS,MKS,SMS,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1400775?gameHash=a75436bbb7d0f248,https://youtu.be/7SjEMwXT_Vw?t=1056,https://youtu.be/7SjEMwXT_Vw?t=1738,1.0
2020.0,summer,PGN,2,YDN,DD,YDN,DD,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1400782?gameHash=6f043e2861a16483,https://youtu.be/4zNHi8fTU20?t=58,https://youtu.be/4zNHi8fTU20?t=1197,1.0
2020.0,summer,PGN,2,CGG,SPK,CGG,SPK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1400793?gameHash=335c2ba715d4baae,https://youtu.be/N3TVk8tm5d8?t=227,https://youtu.be/N3TVk8tm5d8?t=741,1.0
2020.0,summer,PGN,2,OP,RCN,OP,RCN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1400804?gameHash=2529896a372b0c04,https://youtu.be/xhZku0LXRQ8?t=60,https://youtu.be/xhZku0LXRQ8?t=552,1.0
