date,league_name,year,season,team_1,team_2,betting_site,saved_time,special:game_win:home,special:game_win:away,handicap:set_handicap:-2.5:home,handicap:set_handicap:+2.5:away,handicap:set_handicap:-1.5:home,handicap:set_handicap:+1.5:away,handicap:set_handicap:+1.5:home,handicap:set_handicap:-1.5:away,handicap:set_handicap:+2.5:home,handicap:set_handicap:-2.5:away,0-3,1-3,2-3,3-0,3-1,3-2,over_under:total_sets:3.5:over,over_under:total_sets:3.5:under,over_under:total_sets:4.5:over,over_under:total_sets:4.5:under,
2020-08-29,LPL,2020.0,summer,IG,FPX,betjoe,2020-08-29 11:00:00,-169,+126,+371,-588,+135,-182,-385,+261,-1667,+672,+660,+460,+450,+370,+305,+360,-333,+230,+165,-227,
2020-08-30,LCK,2020.0,summer,DragonX,GenG,betjoe,2020-08-29 11:00:00,-116,-116,+450,-833,+176,-250,-250,+176,-833,+450,+450,+375,,,+375,+375,,,+163,-227,
2020-08-30,LEC,2020.0,summer,Fnatic,G2,betjoe,2020-08-29 11:00:00,+231,-333,,,+461,-833,+101,-135,-370,+250,+240,+230,+400,+1200,+730,+580,-250,+180,+199,-278,
2020-08-30,LCS,2020.0,summer,TSM,Cloud9,betjoe,2020-08-29 11:00:00,+213,-294,+802,-2500,+432,-769,-104,-128,-345,+236,+230,+240,+362,+1100,+750,+590,,,+191,-263,
2020-08-31,LCS,2020.0,summer,TL,FlyQuest,betjoe,2020-08-29 11:00:00,-294,+205,+265,-400,-114,-118,-625,+369,-3333,+896,+880,+660,+540,+265,+250,+362,,,+182,-256,
2020-08-29,VCS,2020.0,summer,GAM Esports,Team Flash,betjoe,2020-08-29 11:00:00,-250,+176,+277,-417,-106,-127,-625,+362,-2000,+746,+830,+580,,,+260,+347,-286,+200,+175,-244,
2020-08-30,VCS,2020.0,summer,Team Secret,EVOS Esports,betjoe,2020-08-29 11:00:00,+128,-179,+691,-2000,+263,-417,-185,+133,-667,+378,+380,+295,,,+460,+410,-333,+219,+154,-217,
2020-08-31,Challengers Korea,2020.0,summer,Jin Air,Awesome Spear,betjoe,2020-08-29 11:00:00,-192,+137,+352,-625,+126,-175,-476,+295,-2000,+698,+700,+500,,,+275,+333,,,+147,-208,
2020-09-01,LVP SuperLiga,2020.0,summer,Movistar Riders,Cream Real Betis,betjoe,2020-08-29 11:00:00,-1000,+498,+1400,-185,-286,+195,-3333,+794,,,+1600,+1300,,,+205,+400,-167,+120,+254,-400,
2020-09-02,LVP SuperLiga,2020.0,summer,Giants Gaming,G2 Arctic,betjoe,2020-08-29 11:00:00,-556,+328,+196,-286,-172,+124,-1250,+545,-10000,+991,+1100,+860,,,+220,+360,-227,+161,+200,-294,
2020-09-06,CBLOL,2020.0,summer,PAIN,INTZ,betjoe,2020-08-29 11:00:00,,,,,,,,,,,,,,,,,,,,,
2020-09-05,TCL,2020.0,summer,5 Ronin,Papara SuperMassive,betjoe,2020-08-29 11:00:00,+352,-625,+1196,,+698,-2000,+162,-233,-233,+162,+163,+188,,,+1200,+850,-208,+147,,,
2020-09-05,LJL,2020.0,summer,Sengoku Gaming,Detonation FocusMe,betjoe,2020-08-29 11:00:00,,,,,,,,,,,,,,,,,,,,,
2020-08-30,LCL,2020.0,summer,Unicorns Of Love,Gambit,betjoe,2020-08-29 11:00:00,-625,+359,+149,-208,-233,+162,-2000,+674,-10000,+991,+1300,+1100,,,+210,+388,-179,+128,+253,-385,
2020-08-30,LLA,2020.0,summer,All Knights,Rainbow7,betjoe,2020-08-29 11:00:00,-159,+117,+401,-714,+146,-200,-370,+244,-1667,+645,+630,+430,,,+310,+347,-333,+226,+154,-213,
2020-09-01,LFL,2020.0,summer,Team MCES,Solary,betjoe,2020-08-29 11:00:00,+147,-208,,,,,,,,,,,,,,,,,,,
2020-09-01,LFL,2020.0,summer,IziDream,GameWard,betjoe,2020-08-29 11:00:00,+110,-152,,,,,,,,,,,,,,,,,,,
2020-09-01,LFL,2020.0,summer,LDLC OL,Vitality Bee,betjoe,2020-08-29 11:00:00,-175,+126,,,,,,,,,,,,,,,,,,,
2020-09-01,LFL,2020.0,summer,Misfits Premier,GamersOrigin,betjoe,2020-08-29 11:00:00,-125,-110,,,,,,,,,,,,,,,,,,,
2020-09-02,LFL,2020.0,summer,IziDream,Team MCES,betjoe,2020-08-29 11:00:00,-192,+137,,,,,,,,,,,,,,,,,,,
2020-09-02,LFL,2020.0,summer,LDLC OL,Solary,betjoe,2020-08-29 11:00:00,-435,+272,,,,,,,,,,,,,,,,,,,
2020-09-02,LFL,2020.0,summer,Misfits Premier,GameWard,betjoe,2020-08-29 11:00:00,-250,+174,,,,,,,,,,,,,,,,,,,
