date,league_name,year,season,team_1,team_2,set_number,betting_site,saved_time,special:set_win:home,special:set_win:away,special:first_blood:home,special:first_blood:away,special:first_5kill:home,special:first_5kill:away,special:first_10kill:home,special:first_10kill:away
2020-09-17,European Masters,2020.0,summer,AGO ROGUE,Misfits Premier,1.0,betjoe,2020-09-16 11:00:00,-196,+143,-106,-130,-137,-101,-147,+106
2020-09-17,European Masters,2020.0,summer,AGO ROGUE,Misfits Premier,2.0,betjoe,2020-09-16 11:00:00,-196,+143,-106,-130,-137,-101,-147,+106
2020-09-17,European Masters,2020.0,summer,AGO ROGUE,Misfits Premier,3.0,betjoe,2020-09-16 11:00:00,-213,+152,-106,-130,-137,-101,-147,+106
2020-09-17,European Masters,2020.0,summer,mousesports,K1CK Neosurf,1.0,betjoe,2020-09-16 11:00:00,-200,+146,-154,+111,-145,+104,-169,+121
2020-09-17,European Masters,2020.0,summer,mousesports,K1CK Neosurf,2.0,betjoe,2020-09-16 11:00:00,-200,+146,-154,+111,-143,+104,-169,+121
2020-09-17,European Masters,2020.0,summer,mousesports,K1CK Neosurf,3.0,betjoe,2020-09-16 11:00:00,-204,+148,-154,+111,-143,+104,-169,+121
