date,league_name,year,season,team_1,team_2,betting_site,saved_time,special:game_win:home,special:game_win:away,handicap:set_handicap:-2.5:home,handicap:set_handicap:+2.5:away,handicap:set_handicap:-1.5:home,handicap:set_handicap:+1.5:away,handicap:set_handicap:+1.5:home,handicap:set_handicap:-1.5:away,handicap:set_handicap:+2.5:home,handicap:set_handicap:-2.5:away,0-3,1-3,2-3,3-0,3-1,3-2,over_under:total_sets:3.5:over,over_under:total_sets:3.5:under,over_under:total_sets:4.5:over,over_under:total_sets:4.5:under,
2020-09-05,LCK,2020.0,summer,Damwon,DragonX,betjoe,2020-09-03 23:00:00,-417,+269,+217,-312,-161,+118,-1000,+514,-3333,+896,+1200,+900,+700,+205,+215,+375,-244,+173,+204,-294,
2020-09-07,LCK,2020.0,summer,Afreeca,KT,betjoe,2020-09-03 23:00:00,-213,+148,+325,-556,+102,-141,-625,+365,-5000,+996,+945,+572,+482,+308,+281,+394,-286,+200,+182,-256,
2020-09-06,LEC,2020.0,summer,G2,Rogue,betjoe,2020-09-03 23:00:00,-400,+265,+218,-312,-156,+116,-1111,+526,,,+1400,+800,+650,+220,+230,+390,-244,+174,+192,-270,
2020-09-06,LCS,2020.0,summer,TL,TSM,betjoe,2020-09-03 23:00:00,-200,+146,+360,-588,+121,-167,-476,+303,-2500,+755,+750,+500,+480,+365,+288,+337,-333,+226,+155,-217,
2020-09-05,LVP SuperLiga,2020.0,summer,Movistar Riders,G2 Arctic,betjoe,2020-09-03 23:00:00,-1250,+545,+1043,-192,-294,+198,-3333,+794,,,+1600,+1800,,,+209,+430,-175,+126,,,
2020-09-06,CBLOL,2020.0,summer,PAIN,INTZ,betjoe,2020-09-03 23:00:00,-244,+169,+310,-500,+101,-139,-588,+342,,,+800,+550,+460,+307,,,-303,+203,+169,-244,
2020-09-05,TCL,2020.0,summer,5 Ronin,Papara SuperMassive,betjoe,2020-09-03 23:00:00,+352,-625,+1196,,+698,-2000,+162,-233,-233,+162,+163,+188,,,+1200,+850,-208,+147,,,
2020-09-05,LJL,2020.0,summer,Sengoku Gaming,Detonation FocusMe,betjoe,2020-09-03 23:00:00,+102,-141,+598,-1429,+224,-333,-217,+154,-833,+435,+430,+327,,,+400,+378,-333,+224,+154,-217,
2020-09-06,LDL,2020.0,summer,IG Young,SDX Gaming,betjoe,2020-09-03 23:00:00,-294,+192,+244,-385,-139,-101,-909,+445,-5000,+887,,,,,,,,,,,
