date,league_name,year,season,team_1,team_2,betting_site,saved_time,special:game_win:home,special:game_win:away
2020-09-11,European Masters,2020.0,summer,LDLC OL,S04E,betjoe,2020-09-10 23:00:00,+111,-149
2020-09-11,European Masters,2020.0,summer,Morning Stars,K1CK Neosurf,betjoe,2020-09-10 23:00:00,+176,-250
2020-09-11,European Masters,2020.0,summer,LDLC OL,Morning Stars,betjoe,2020-09-10 23:00:00,-345,+237
2020-09-11,European Masters,2020.0,summer,K1CK Neosurf,S04E,betjoe,2020-09-10 23:00:00,+120,-164
2020-09-11,European Masters,2020.0,summer,S04E,Morning Stars,betjoe,2020-09-10 23:00:00,-476,+297
2020-09-11,European Masters,2020.0,summer,K1CK Neosurf,LDLC OL,betjoe,2020-09-10 23:00:00,+101,-137
2020-09-12,European Masters,2020.0,summer,WLGaming,Misfits Premier,betjoe,2020-09-10 23:00:00,+399,-714
2020-09-12,European Masters,2020.0,summer,Pompa,Giants Gaming,betjoe,2020-09-10 23:00:00,+272,-435
2020-09-12,European Masters,2020.0,summer,Misfits Premier,Giants Gaming,betjoe,2020-09-10 23:00:00,-192,+137
2020-09-12,European Masters,2020.0,summer,Pompa,WLGaming,betjoe,2020-09-10 23:00:00,-125,-110
2020-09-12,European Masters,2020.0,summer,Misfits Premier,Pompa,betjoe,2020-09-10 23:00:00,-625,+352
2020-09-12,European Masters,2020.0,summer,WLGaming,WLGaming,betjoe,2020-09-10 23:00:00,-476,+295
2020-09-13,European Masters,2020.0,summer,GamersOrigin,Fnatic Rising,betjoe,2020-09-10 23:00:00,-152,+110
2020-09-13,European Masters,2020.0,summer,mousesports,Intrepid Fox,betjoe,2020-09-10 23:00:00,-1429,+598
2020-09-13,European Masters,2020.0,summer,mousesports,GamersOrigin,betjoe,2020-09-10 23:00:00,-152,+110
2020-09-13,European Masters,2020.0,summer,Intrepid Fox,Fnatic Rising,betjoe,2020-09-10 23:00:00,+399,-714
2020-09-13,European Masters,2020.0,summer,Intrepid Fox,GamersOrigin,betjoe,2020-09-10 23:00:00,+447,-909
2020-09-13,European Masters,2020.0,summer,Fnatic Rising,mousesports,betjoe,2020-09-10 23:00:00,+137,-192
