date,league_name,year,season,team_1,team_2,betting_site,saved_time,special:game_win:home,special:game_win:away
2020-09-12,European Masters,2020.0,summer,WLGaming,Misfits Premier,betjoe,2020-09-11 11:00:00,+401,-714
2020-09-12,European Masters,2020.0,summer,Pompa,Giants Gaming,betjoe,2020-09-11 11:00:00,+274,-417
2020-09-12,European Masters,2020.0,summer,Misfits Premier,Giants Gaming,betjoe,2020-09-11 11:00:00,-189,+138
2020-09-12,European Masters,2020.0,summer,Pompa,WLGaming,betjoe,2020-09-11 11:00:00,-123,-109
2020-09-12,European Masters,2020.0,summer,Misfits Premier,Pompa,betjoe,2020-09-11 11:00:00,-588,+354
2020-09-12,European Masters,2020.0,summer,Giants Gaming,WLGaming,betjoe,2020-09-11 11:00:00,-476,+297
2020-09-13,European Masters,2020.0,summer,GamersOrigin,Fnatic Rising,betjoe,2020-09-11 11:00:00,-139,+100
2020-09-13,European Masters,2020.0,summer,mousesports,Intrepid Fox,betjoe,2020-09-11 11:00:00,-1429,+598
2020-09-13,European Masters,2020.0,summer,mousesports,GamersOrigin,betjoe,2020-09-11 11:00:00,-152,+110
2020-09-13,European Masters,2020.0,summer,Intrepid Fox,Fnatic Rising,betjoe,2020-09-11 11:00:00,+399,-714
2020-09-13,European Masters,2020.0,summer,Intrepid Fox,GamersOrigin,betjoe,2020-09-11 11:00:00,+447,-909
2020-09-13,European Masters,2020.0,summer,mousesports,mousesports,betjoe,2020-09-11 11:00:00,+137,-192
