date,league_name,year,season,team_1,team_2,betting_site,saved_time,special:game_win:home,special:game_win:away
2020-10-03,World Championship 2020,2020.0,summer,TES,FlyQuest,betjoe,2020-10-01 11:00:00,-833,+438
2020-10-03,World Championship 2020,2020.0,summer,Rogue,Talon Esports,betjoe,2020-10-01 11:00:00,-189,+138
2020-10-03,World Championship 2020,2020.0,summer,Damwon,JDG,betjoe,2020-10-01 11:00:00,-169,+123
2020-10-03,World Championship 2020,2020.0,summer,GenG,LGD,betjoe,2020-10-01 11:00:00,-256,+180
2020-10-03,World Championship 2020,2020.0,summer,Fnatic,TSM,betjoe,2020-10-01 11:00:00,-169,+125
2020-10-04,World Championship 2020,2020.0,summer,Machi Esports,TL,betjoe,2020-10-01 11:00:00,+127,-172
2020-10-04,World Championship 2020,2020.0,summer,G2,Suning,betjoe,2020-10-01 11:00:00,-149,+110
2020-10-04,World Championship 2020,2020.0,summer,Damwon,Rogue,betjoe,2020-10-01 11:00:00,-500,+320
2020-10-04,World Championship 2020,2020.0,summer,JDG,Talon Esports,betjoe,2020-10-01 11:00:00,-526,+330
2020-10-04,World Championship 2020,2020.0,summer,GenG,TSM,betjoe,2020-10-01 11:00:00,-286,+201
2020-10-04,World Championship 2020,2020.0,summer,Fnatic,LGD,betjoe,2020-10-01 11:00:00,-164,+120
2020-10-05,World Championship 2020,2020.0,summer,Machi Esports,Machi Esports,betjoe,2020-10-01 11:00:00,-417,+273
2020-10-05,World Championship 2020,2020.0,summer,Damwon,Talon Esports,betjoe,2020-10-01 11:00:00,-833,+450
2020-10-05,World Championship 2020,2020.0,summer,JDG,Rogue,betjoe,2020-10-01 11:00:00,-323,+220
2020-10-05,World Championship 2020,2020.0,summer,TES,DragonX,betjoe,2020-10-01 11:00:00,-244,+172
2020-10-06,World Championship 2020,2020.0,summer,G2,TL,betjoe,2020-10-01 11:00:00,-250,+176
2020-10-06,World Championship 2020,2020.0,summer,Suning,Machi Esports,betjoe,2020-10-01 11:00:00,-345,+231
2020-10-06,World Championship 2020,2020.0,summer,DragonX,FlyQuest,betjoe,2020-10-01 11:00:00,-333,+230
2020-10-06,World Championship 2020,2020.0,summer,GenG,Fnatic,betjoe,2020-10-01 11:00:00,-182,+133
2020-10-06,World Championship 2020,2020.0,summer,LGD,TSM,betjoe,2020-10-01 11:00:00,-123,-109
2020-10-08,World Championship 2020,2020.0,summer,TL,G2,betjoe,2020-10-01 11:00:00,+176,-250
2020-10-08,World Championship 2020,2020.0,summer,Machi Esports,Suning,betjoe,2020-10-01 11:00:00,+199,-286
2020-10-08,World Championship 2020,2020.0,summer,Machi Esports,G2,betjoe,2020-10-01 11:00:00,+237,-345
2020-10-08,World Championship 2020,2020.0,summer,TL,Machi Esports,betjoe,2020-10-01 11:00:00,-172,+127
2020-10-08,World Championship 2020,2020.0,summer,Suning,G2,betjoe,2020-10-01 11:00:00,+120,-164
2020-10-09,World Championship 2020,2020.0,summer,Talon Esports,Damwon,betjoe,2020-10-01 11:00:00,+450,-833
2020-10-09,World Championship 2020,2020.0,summer,Rogue,JDG,betjoe,2020-10-01 11:00:00,+248,-370
2020-10-09,World Championship 2020,2020.0,summer,Rogue,Damwon,betjoe,2020-10-01 11:00:00,+297,-476
2020-10-09,World Championship 2020,2020.0,summer,JDG,Talon Esports,betjoe,2020-10-01 11:00:00,-526,+330
2020-10-09,World Championship 2020,2020.0,summer,Talon Esports,Rogue,betjoe,2020-10-01 11:00:00,+138,-189
2020-10-09,World Championship 2020,2020.0,summer,JDG,Damwon,betjoe,2020-10-01 11:00:00,+111,-149
2020-10-10,World Championship 2020,2020.0,summer,TSM,Fnatic,betjoe,2020-10-01 11:00:00,+127,-172
2020-10-10,World Championship 2020,2020.0,summer,LGD,GenG,betjoe,2020-10-01 11:00:00,+176,-250
2020-10-10,World Championship 2020,2020.0,summer,TSM,GenG,betjoe,2020-10-01 11:00:00,+199,-286
2020-10-10,World Championship 2020,2020.0,summer,Fnatic,LGD,betjoe,2020-10-01 11:00:00,-164,+120
2020-10-10,World Championship 2020,2020.0,summer,Fnatic,GenG,betjoe,2020-10-01 11:00:00,+138,-189
2020-10-11,World Championship 2020,2020.0,summer,FlyQuest,DragonX,betjoe,2020-10-01 11:00:00,+248,-370
2020-10-11,World Championship 2020,2020.0,summer,FlyQuest,TES,betjoe,2020-10-01 11:00:00,+450,-833
2020-10-11,World Championship 2020,2020.0,summer,DragonX,TES,betjoe,2020-10-01 11:00:00,+199,-286
