date,league_name,year,season,team_1,team_2,set_number,betting_site,saved_time,special:first_blood:home,special:first_blood:away,special:first_5kill:home,special:first_5kill:away,special:first_10kill:home,special:first_10kill:away
2020-09-14,European Masters,2020.0,summer,Team GamerLegion,Movistar Riders,1.0,betjoe,2020-09-13 11:00:00,-111,-128,-120,-120,-111,-130
2020-09-14,European Masters,2020.0,summer,Team GamerLegion,Movistar Riders,2.0,betjoe,2020-09-13 11:00:00,,,,,,
2020-09-14,European Masters,2020.0,summer,Team GamerLegion,Movistar Riders,3.0,betjoe,2020-09-13 11:00:00,,,,,,
