date,league_name,year,season,team_1,team_2,betting_site,saved_time,special:game_win:home,special:game_win:away
2020-09-29,LFL,2020.0,summer,IziDream,LDLC OL,betjoe,2020-09-25 11:00:00,+328,-556
2020-10-03,World Championship 2020,2020.0,summer,TES,FlyQuest,betjoe,2020-09-25 11:00:00,-909,+471
2020-10-03,World Championship 2020,2020.0,summer,Damwon,JDG,betjoe,2020-09-25 11:00:00,-161,+119
2020-10-03,World Championship 2020,2020.0,summer,Fnatic,TSM,betjoe,2020-09-25 11:00:00,-167,+123
2020-10-04,World Championship 2020,2020.0,summer,G2,Suning,betjoe,2020-09-25 11:00:00,-154,+114
2020-10-04,World Championship 2020,2020.0,summer,Damwon,Rogue,betjoe,2020-09-25 11:00:00,-526,+325
2020-10-04,World Championship 2020,2020.0,summer,GenG,TSM,betjoe,2020-09-25 11:00:00,-286,+201
2020-10-05,World Championship 2020,2020.0,summer,G2,Machi Esports,betjoe,2020-09-25 11:00:00,-667,+395
2020-10-05,World Championship 2020,2020.0,summer,JDG,Rogue,betjoe,2020-09-25 11:00:00,-333,+228
2020-10-05,World Championship 2020,2020.0,summer,TES,DragonX,betjoe,2020-09-25 11:00:00,-238,+171
2020-10-06,World Championship 2020,2020.0,summer,Suning,Machi Esports,betjoe,2020-09-25 11:00:00,-526,+331
2020-10-06,World Championship 2020,2020.0,summer,DragonX,FlyQuest,betjoe,2020-09-25 11:00:00,-357,+242
2020-10-06,World Championship 2020,2020.0,summer,GenG,Fnatic,betjoe,2020-09-25 11:00:00,-175,+128
2020-10-08,World Championship 2020,2020.0,summer,Machi Esports,Suning,betjoe,2020-09-25 11:00:00,+401,-714
2020-10-08,World Championship 2020,2020.0,summer,Machi Esports,G2,betjoe,2020-09-25 11:00:00,+450,-833
2020-10-08,World Championship 2020,2020.0,summer,Suning,G2,betjoe,2020-09-25 11:00:00,+120,-164
2020-10-09,World Championship 2020,2020.0,summer,Rogue,JDG,betjoe,2020-09-25 11:00:00,+274,-417
2020-10-09,World Championship 2020,2020.0,summer,Rogue,Damwon,betjoe,2020-09-25 11:00:00,+330,-526
2020-10-09,World Championship 2020,2020.0,summer,JDG,Damwon,betjoe,2020-09-25 11:00:00,+111,-149
2020-10-10,World Championship 2020,2020.0,summer,TSM,Fnatic,betjoe,2020-09-25 11:00:00,+138,-189
2020-10-10,World Championship 2020,2020.0,summer,TSM,GenG,betjoe,2020-09-25 11:00:00,+199,-286
2020-10-10,World Championship 2020,2020.0,summer,Fnatic,GenG,betjoe,2020-09-25 11:00:00,+127,-172
2020-10-11,World Championship 2020,2020.0,summer,FlyQuest,DragonX,betjoe,2020-09-25 11:00:00,+274,-417
2020-10-11,World Championship 2020,2020.0,summer,FlyQuest,TES,betjoe,2020-09-25 11:00:00,+548,-1111
2020-10-11,World Championship 2020,2020.0,summer,DragonX,TES,betjoe,2020-09-25 11:00:00,+199,-286
2020-09-25,World Championship 2020 Play-In,2020.0,summer,MAD,INTZ,betjoe,2020-09-25 11:00:00,-526,+332
2020-09-25,World Championship 2020 Play-In,2020.0,summer,Talon Esports,Rainbow7,betjoe,2020-09-25 11:00:00,-135,+101
2020-09-25,World Championship 2020 Play-In,2020.0,summer,INTZ,Legacy Esports,betjoe,2020-09-25 11:00:00,-152,+114
2020-09-25,World Championship 2020 Play-In,2020.0,summer,LGD,Talon Esports,betjoe,2020-09-25 11:00:00,-833,+461
2020-09-25,World Championship 2020 Play-In,2020.0,summer,MAD,TL,betjoe,2020-09-25 11:00:00,-145,+108
2020-09-26,World Championship 2020 Play-In,2020.0,summer,Rainbow7,V3 Esports,betjoe,2020-09-25 11:00:00,-133,-101
2020-09-26,World Championship 2020 Play-In,2020.0,summer,Papara SuperMassive,INTZ,betjoe,2020-09-25 11:00:00,-196,+143
2020-09-26,World Championship 2020 Play-In,2020.0,summer,Unicorns Of Love,V3 Esports,betjoe,2020-09-25 11:00:00,-357,+243
2020-09-26,World Championship 2020 Play-In,2020.0,summer,LGD,Rainbow7,betjoe,2020-09-25 11:00:00,-1111,+548
2020-09-26,World Championship 2020 Play-In,2020.0,summer,Unicorns Of Love,Talon Esports,betjoe,2020-09-25 11:00:00,-233,+165
2020-09-26,World Championship 2020 Play-In,2020.0,summer,MAD,Papara SuperMassive,betjoe,2020-09-25 11:00:00,-286,+201
2020-09-26,World Championship 2020 Play-In,2020.0,summer,TL,Legacy Esports,betjoe,2020-09-25 11:00:00,-526,+331
2020-09-27,World Championship 2020 Play-In,2020.0,summer,LGD,V3 Esports,betjoe,2020-09-25 11:00:00,-1429,+628
2020-09-27,World Championship 2020 Play-In,2020.0,summer,Unicorns Of Love,Rainbow7,betjoe,2020-09-25 11:00:00,-323,+219
2020-09-27,World Championship 2020 Play-In,2020.0,summer,Talon Esports,V3 Esports,betjoe,2020-09-25 11:00:00,-196,+142
2020-09-27,World Championship 2020 Play-In,2020.0,summer,LGD,Unicorns Of Love,betjoe,2020-09-25 11:00:00,-455,+283
2020-09-28,World Championship 2020 Play-In,2020.0,summer,TL,Papara SuperMassive,betjoe,2020-09-25 11:00:00,-278,+186
2020-09-28,World Championship 2020 Play-In,2020.0,summer,MAD,Legacy Esports,betjoe,2020-09-25 11:00:00,-625,+372
2020-09-28,World Championship 2020 Play-In,2020.0,summer,TL,INTZ,betjoe,2020-09-25 11:00:00,-455,+293
2020-09-28,World Championship 2020 Play-In,2020.0,summer,Papara SuperMassive,Legacy Esports,betjoe,2020-09-25 11:00:00,-250,+178
