date,league_name,year,season,team_1,team_2,betting_site,saved_time,special:game_win:home,special:game_win:away
2020-10-03,World Championship 2020,2020.0,summer,TES,FlyQuest,betjoe,2020-10-03 11:00:00,-714,+416
2020-10-03,World Championship 2020,2020.0,summer,DragonX,Unicorns Of Love,betjoe,2020-10-03 11:00:00,-323,+226
2020-10-03,World Championship 2020,2020.0,summer,Rogue,Talon Esports,betjoe,2020-10-03 11:00:00,-189,+142
2020-10-03,World Championship 2020,2020.0,summer,Damwon,JDG,betjoe,2020-10-03 11:00:00,-152,+115
2020-10-03,World Championship 2020,2020.0,summer,GenG,LGD,betjoe,2020-10-03 11:00:00,-263,+191
2020-10-03,World Championship 2020,2020.0,summer,Fnatic,TSM,betjoe,2020-10-03 11:00:00,-141,+108
2020-10-04,World Championship 2020,2020.0,summer,Machi Esports,TL,betjoe,2020-10-03 11:00:00,+143,-200
2020-10-04,World Championship 2020,2020.0,summer,G2,Suning,betjoe,2020-10-03 11:00:00,-147,+110
2020-10-04,World Championship 2020,2020.0,summer,Damwon,Rogue,betjoe,2020-10-03 11:00:00,-435,+290
2020-10-04,World Championship 2020,2020.0,summer,JDG,Talon Esports,betjoe,2020-10-03 11:00:00,-526,+330
2020-10-04,World Championship 2020,2020.0,summer,GenG,TSM,betjoe,2020-10-03 11:00:00,-263,+189
2020-10-04,World Championship 2020,2020.0,summer,LGD,LGD,betjoe,2020-10-03 11:00:00,-164,+120
2020-10-05,World Championship 2020,2020.0,summer,G2,Machi Esports,betjoe,2020-10-03 11:00:00,-476,+305
2020-10-05,World Championship 2020,2020.0,summer,Suning,TL,betjoe,2020-10-03 11:00:00,-227,+163
2020-10-05,World Championship 2020,2020.0,summer,Damwon,Talon Esports,betjoe,2020-10-03 11:00:00,-833,+450
2020-10-05,World Championship 2020,2020.0,summer,JDG,Rogue,betjoe,2020-10-03 11:00:00,-312,+216
2020-10-05,World Championship 2020,2020.0,summer,FlyQuest,Unicorns Of Love,betjoe,2020-10-03 11:00:00,-123,-109
2020-10-05,World Championship 2020,2020.0,summer,TES,DragonX,betjoe,2020-10-03 11:00:00,-244,+174
2020-10-06,World Championship 2020,2020.0,summer,G2,TL,betjoe,2020-10-03 11:00:00,-250,+176
2020-10-06,World Championship 2020,2020.0,summer,Suning,Machi Esports,betjoe,2020-10-03 11:00:00,-385,+255
2020-10-06,World Championship 2020,2020.0,summer,DragonX,FlyQuest,betjoe,2020-10-03 11:00:00,-333,+230
2020-10-06,World Championship 2020,2020.0,summer,TES,Unicorns Of Love,betjoe,2020-10-03 11:00:00,-909,+476
2020-10-06,World Championship 2020,2020.0,summer,GenG,Fnatic,betjoe,2020-10-03 11:00:00,-182,+133
2020-10-06,World Championship 2020,2020.0,summer,LGD,TSM,betjoe,2020-10-03 11:00:00,-116,-116
2020-10-08,World Championship 2020,2020.0,summer,TL,G2,betjoe,2020-10-03 11:00:00,+176,-250
2020-10-08,World Championship 2020,2020.0,summer,Machi Esports,Suning,betjoe,2020-10-03 11:00:00,+237,-345
2020-10-08,World Championship 2020,2020.0,summer,Machi Esports,G2,betjoe,2020-10-03 11:00:00,+297,-476
2020-10-08,World Championship 2020,2020.0,summer,TL,Suning,betjoe,2020-10-03 11:00:00,+163,-227
2020-10-08,World Championship 2020,2020.0,summer,TL,Machi Esports,betjoe,2020-10-03 11:00:00,-204,+148
2020-10-08,World Championship 2020,2020.0,summer,Suning,G2,betjoe,2020-10-03 11:00:00,+120,-164
2020-10-09,World Championship 2020,2020.0,summer,Talon Esports,Damwon,betjoe,2020-10-03 11:00:00,+450,-833
2020-10-09,World Championship 2020,2020.0,summer,Rogue,JDG,betjoe,2020-10-03 11:00:00,+237,-345
2020-10-09,World Championship 2020,2020.0,summer,Rogue,Damwon,betjoe,2020-10-03 11:00:00,+330,-526
2020-10-09,World Championship 2020,2020.0,summer,JDG,Talon Esports,betjoe,2020-10-03 11:00:00,-526,+330
2020-10-09,World Championship 2020,2020.0,summer,Talon Esports,Rogue,betjoe,2020-10-03 11:00:00,+143,-192
2020-10-09,World Championship 2020,2020.0,summer,JDG,Damwon,betjoe,2020-10-03 11:00:00,+111,-149
2020-10-10,World Championship 2020,2020.0,summer,TSM,Fnatic,betjoe,2020-10-03 11:00:00,+120,-164
2020-10-10,World Championship 2020,2020.0,summer,LGD,GenG,betjoe,2020-10-03 11:00:00,+199,-286
2020-10-10,World Championship 2020,2020.0,summer,TSM,GenG,betjoe,2020-10-03 11:00:00,+199,-286
2020-10-10,World Championship 2020,2020.0,summer,Fnatic,LGD,betjoe,2020-10-03 11:00:00,-164,+120
2020-10-10,World Championship 2020,2020.0,summer,LGD,TSM,betjoe,2020-10-03 11:00:00,-116,-116
2020-10-10,World Championship 2020,2020.0,summer,Fnatic,GenG,betjoe,2020-10-03 11:00:00,+138,-189
2020-10-11,World Championship 2020,2020.0,summer,FlyQuest,DragonX,betjoe,2020-10-03 11:00:00,+248,-370
2020-10-11,World Championship 2020,2020.0,summer,Unicorns Of Love,TES,betjoe,2020-10-03 11:00:00,+500,-1000
2020-10-11,World Championship 2020,2020.0,summer,Unicorns Of Love,DragonX,betjoe,2020-10-03 11:00:00,+248,-370
2020-10-11,World Championship 2020,2020.0,summer,FlyQuest,TES,betjoe,2020-10-03 11:00:00,+450,-833
2020-10-11,World Championship 2020,2020.0,summer,Unicorns Of Love,FlyQuest,betjoe,2020-10-03 11:00:00,-109,-123
2020-10-11,World Championship 2020,2020.0,summer,DragonX,TES,betjoe,2020-10-03 11:00:00,+199,-286
