date,league_name,year,season,team_1,team_2,betting_site,saved_time,special:game_win:home,special:game_win:away,handicap:set_handicap:-1.5:home,handicap:set_handicap:+1.5:away,handicap:set_handicap:+1.5:home,handicap:set_handicap:-1.5:away,0-2,1-2,2-0,2-1,over_under:total_sets:2.5:over,over_under:total_sets:2.5:under
2020-09-16,European Masters,2020.0,summer,Giants Gaming,Team GamerLegion,betjoe,2020-09-15 23:00:00,,,,,,,,,,,,
2020-09-16,European Masters,2020.0,summer,LDLC OL,GamersOrigin,betjoe,2020-09-15 23:00:00,+160,-222,+397,-714,-200,+146,+144,+235,+392,+360,+102,-139
2020-09-17,European Masters,2020.0,summer,AGO ROGUE,Misfits Premier,betjoe,2020-09-15 23:00:00,-256,+178,+128,-179,-833,+435,+430,+390,+125,+228,+105,-145
2020-09-17,European Masters,2020.0,summer,mousesports,K1CK Neosurf,betjoe,2020-09-15 23:00:00,-294,+199,+116,-161,-1000,+476,+460,+410,+115,+223,+111,-154
