date,league_name,year,season,team_1,team_2,betting_site,saved_time,special:game_win:home,special:game_win:away
2020-10-04,World Championship 2020,2020.0,summer,Damwon,Rogue,betjoe,2020-10-04 23:00:00,-588,+420
2020-10-04,World Championship 2020,2020.0,summer,JDG,Talon Esports,betjoe,2020-10-04 23:00:00,-526,+377
2020-10-04,World Championship 2020,2020.0,summer,GenG,TSM,betjoe,2020-10-04 23:00:00,-256,+203
2020-10-04,World Championship 2020,2020.0,summer,Fnatic,LGD,betjoe,2020-10-04 23:00:00,-132,+109
2020-10-05,World Championship 2020,2020.0,summer,G2,Machi Esports,betjoe,2020-10-04 23:00:00,-400,+311
2020-10-05,World Championship 2020,2020.0,summer,Suning,TL,betjoe,2020-10-04 23:00:00,-227,+186
2020-10-05,World Championship 2020,2020.0,summer,Damwon,Talon Esports,betjoe,2020-10-04 23:00:00,-667,+474
2020-10-05,World Championship 2020,2020.0,summer,JDG,Rogue,betjoe,2020-10-04 23:00:00,-278,+220
2020-10-05,World Championship 2020,2020.0,summer,FlyQuest,Unicorns Of Love,betjoe,2020-10-04 23:00:00,-122,+102
2020-10-05,World Championship 2020,2020.0,summer,TES,DragonX,betjoe,2020-10-04 23:00:00,-222,+182
2020-10-06,World Championship 2020,2020.0,summer,G2,TL,betjoe,2020-10-04 23:00:00,-256,+205
2020-10-06,World Championship 2020,2020.0,summer,Machi Esports,Machi Esports,betjoe,2020-10-04 23:00:00,-323,+258
2020-10-06,World Championship 2020,2020.0,summer,DragonX,FlyQuest,betjoe,2020-10-04 23:00:00,-323,+252
2020-10-06,World Championship 2020,2020.0,summer,TES,Unicorns Of Love,betjoe,2020-10-04 23:00:00,,
2020-10-06,World Championship 2020,2020.0,summer,GenG,Fnatic,betjoe,2020-10-04 23:00:00,-167,+139
2020-10-06,World Championship 2020,2020.0,summer,LGD,TSM,betjoe,2020-10-04 23:00:00,,
2020-10-08,World Championship 2020,2020.0,summer,TL,G2,betjoe,2020-10-04 23:00:00,+230,-286
2020-10-08,World Championship 2020,2020.0,summer,Machi Esports,Suning,betjoe,2020-10-04 23:00:00,+258,-323
2020-10-08,World Championship 2020,2020.0,summer,Machi Esports,G2,betjoe,2020-10-04 23:00:00,+309,-400
2020-10-08,World Championship 2020,2020.0,summer,TL,Suning,betjoe,2020-10-04 23:00:00,+208,-256
2020-10-08,World Championship 2020,2020.0,summer,TL,Machi Esports,betjoe,2020-10-04 23:00:00,-175,+145
2020-10-08,World Championship 2020,2020.0,summer,Suning,G2,betjoe,2020-10-04 23:00:00,+126,-152
2020-10-09,World Championship 2020,2020.0,summer,Talon Esports,Damwon,betjoe,2020-10-04 23:00:00,+518,-769
2020-10-09,World Championship 2020,2020.0,summer,Rogue,JDG,betjoe,2020-10-04 23:00:00,+246,-312
2020-10-09,World Championship 2020,2020.0,summer,Rogue,Damwon,betjoe,2020-10-04 23:00:00,+367,-500
2020-10-09,World Championship 2020,2020.0,summer,JDG,Talon Esports,betjoe,2020-10-04 23:00:00,-500,+367
2020-10-09,World Championship 2020,2020.0,summer,Talon Esports,Rogue,betjoe,2020-10-04 23:00:00,+151,-179
2020-10-09,World Championship 2020,2020.0,summer,JDG,Damwon,betjoe,2020-10-04 23:00:00,+145,-175
2020-10-10,World Championship 2020,2020.0,summer,TSM,Fnatic,betjoe,2020-10-04 23:00:00,+126,-152
2020-10-10,World Championship 2020,2020.0,summer,LGD,GenG,betjoe,2020-10-04 23:00:00,+184,-227
2020-10-10,World Championship 2020,2020.0,summer,TSM,GenG,betjoe,2020-10-04 23:00:00,+230,-286
2020-10-10,World Championship 2020,2020.0,summer,Fnatic,LGD,betjoe,2020-10-04 23:00:00,-135,+113
2020-10-10,World Championship 2020,2020.0,summer,LGD,TSM,betjoe,2020-10-04 23:00:00,-141,+117
2020-10-10,World Championship 2020,2020.0,summer,Fnatic,GenG,betjoe,2020-10-04 23:00:00,+145,-175
2020-10-11,World Championship 2020,2020.0,summer,FlyQuest,DragonX,betjoe,2020-10-04 23:00:00,+284,-370
2020-10-11,World Championship 2020,2020.0,summer,Unicorns Of Love,TES,betjoe,2020-10-04 23:00:00,+566,-833
2020-10-11,World Championship 2020,2020.0,summer,Unicorns Of Love,DragonX,betjoe,2020-10-04 23:00:00,+284,-370
2020-10-11,World Championship 2020,2020.0,summer,FlyQuest,TES,betjoe,2020-10-04 23:00:00,+566,-833
2020-10-11,World Championship 2020,2020.0,summer,Unicorns Of Love,FlyQuest,betjoe,2020-10-04 23:00:00,-103,-116
2020-10-11,World Championship 2020,2020.0,summer,DragonX,TES,betjoe,2020-10-04 23:00:00,+208,-256
