date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
02 Sep 2018,OPL,2018.0,Summer - Play offs,LG Dire Wolves,Chiefs Esports Club,1.34,3.07
26 Aug 2018,OPL,2018.0,Summer - Play offs,Chiefs Esports Club,Legacy eSports,1.11,6.01
25 Aug 2018,OPL,2018.0,Summer - Play offs,ORDER,Legacy eSports,1.26,3.54
24 Aug 2018,OPL,2018.0,Summer - Play offs,Legacy eSports,Bombers,1.33,3.12
18 Aug 2018,OPL,2018.0,Summer Season,ORDER,LG Dire Wolves,-,-
18 Aug 2018,OPL,2018.0,Summer Season,Bombers,Chiefs Esports Club,4.68,1.16
17 Aug 2018,OPL,2018.0,Summer Season,Mammoth,Legacy eSports,2.29,1.56
17 Aug 2018,OPL,2018.0,Summer Season,Avant Garde,Tectonic,1.33,3.16
11 Aug 2018,OPL,2018.0,Summer Season,Bombers,Mammoth,2.68,1.41
11 Aug 2018,OPL,2018.0,Summer Season,Tectonic,ORDER,5.49,1.12
10 Aug 2018,OPL,2018.0,Summer Season,Legacy eSports,Chiefs Esports Club,-,-
10 Aug 2018,OPL,2018.0,Summer Season,LG Dire Wolves,Avant Garde,1.06,7.62
04 Aug 2018,OPL,2018.0,Summer Season,ORDER,Avant Garde,1.28,3.50
04 Aug 2018,OPL,2018.0,Summer Season,Mammoth,Chiefs Esports Club,3.05,1.34
03 Aug 2018,OPL,2018.0,Summer Season,Bombers,Legacy eSports,2.53,1.46
03 Aug 2018,OPL,2018.0,Summer Season,Tectonic,LG Dire Wolves,9.74,1.03
28 Jul 2018,OPL,2018.0,Summer Season,Chiefs Esports Club,Avant Garde,1.26,3.58
28 Jul 2018,OPL,2018.0,Summer Season,Bombers,Tectonic,2.52,1.48
27 Jul 2018,OPL,2018.0,Summer Season,Legacy eSports,ORDER,2.89,1.39
27 Jul 2018,OPL,2018.0,Summer Season,LG Dire Wolves,Mammoth,1.19,4.18
21 Jul 2018,OPL,2018.0,Summer Season,ORDER,Chiefs Esports Club,1.96,1.76
21 Jul 2018,OPL,2018.0,Summer Season,Bombers,LG Dire Wolves,8.97,1.04
20 Jul 2018,OPL,2018.0,Summer Season,Avant Garde,Mammoth,2.32,1.56
20 Jul 2018,OPL,2018.0,Summer Season,Tectonic,Legacy eSports,2.81,1.40
14 Jul 2018,OPL,2018.0,Summer Season,Legacy eSports,Avant Garde,1.24,3.83
14 Jul 2018,OPL,2018.0,Summer Season,Mammoth,Tectonic,1.46,2.55
13 Jul 2018,OPL,2018.0,Summer Season,Chiefs Esports Club,LG Dire Wolves,2.58,1.43
13 Jul 2018,OPL,2018.0,Summer Season,ORDER,Bombers,1.24,3.73
30 Jun 2018,OPL,2018.0,Summer Season,Avant Garde,Bombers,1.37,2.92
30 Jun 2018,OPL,2018.0,Summer Season,Mammoth,ORDER,2.82,1.38
29 Jun 2018,OPL,2018.0,Summer Season,LG Dire Wolves,Legacy eSports,1.21,4.20
29 Jun 2018,OPL,2018.0,Summer Season,Tectonic,Chiefs Esports Club,5.80,1.11
23 Jun 2018,OPL,2018.0,Summer Season,Legacy eSports,Mammoth,1.80,1.91
23 Jun 2018,OPL,2018.0,Summer Season,Chiefs Esports Club,Bombers,1.06,7.63
22 Jun 2018,OPL,2018.0,Summer Season,Avant Garde,ORDER,3.49,1.27
22 Jun 2018,OPL,2018.0,Summer Season,LG Dire Wolves,Tectonic,1.06,7.79
16 Jun 2018,OPL,2018.0,Summer Season,Avant Garde,LG Dire Wolves,-,-
16 Jun 2018,OPL,2018.0,Summer Season,ORDER,Tectonic,1.02,10.88
15 Jun 2018,OPL,2018.0,Summer Season,Legacy eSports,Bombers,-,-
15 Jun 2018,OPL,2018.0,Summer Season,Chiefs Esports Club,Mammoth,1.33,3.09
31 Mar 2018,OPL,2018.0,Spring - Play Offs,LG Dire Wolves,Chiefs Esports Club,1.34,3.07
24 Mar 2018,OPL,2018.0,Spring - Play Offs,ORDER,Legacy eSports,1.14,5.09
23 Mar 2018,OPL,2018.0,Spring - Play Offs,Avant Garde,Legacy eSports,2.20,1.62
18 Mar 2018,OPL,2018.0,Spring Season,Tectonic,Sin Gaming,3.08,1.34
18 Mar 2018,OPL,2018.0,Spring Season,Chiefs Esports Club,ORDER,1.89,1.84
17 Mar 2018,OPL,2018.0,Spring Season,LG Dire Wolves,Avant Garde,1.06,7.47
17 Mar 2018,OPL,2018.0,Spring Season,Legacy eSports,Bombers,1.12,5.49
11 Mar 2018,OPL,2018.0,Spring Season,Chiefs Esports Club,Bombers,1.05,8.50
11 Mar 2018,OPL,2018.0,Spring Season,Tectonic,LG Dire Wolves,10.45,1.03
