date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
04 Jul 2020,LCS,2020.0,Summer Season,FlyQuest eSports,Evil Geniuses,2.12,1.69
04 Jul 2020,LCS,2020.0,Summer Season,100 Thieves,Dignitas,1.54,2.42
04 Jul 2020,LCS,2020.0,Summer Season,Golden Guardians,Team SoloMid,2.66,1.46
04 Jul 2020,LCS,2020.0,Summer Season,Counter Logic Gaming,Cloud9,6.35,1.11
04 Jul 2020,LCS,2020.0,Summer Season,100 Thieves,Golden Guardians,1.87,1.88
28 Jun 2020,LCS,2020.0,Summer Season,Dignitas,Evil Geniuses,4.44,1.20
28 Jun 2020,LCS,2020.0,Summer Season,Golden Guardians,FlyQuest eSports,2.95,1.39
28 Jun 2020,LCS,2020.0,Summer Season,Immortals,Cloud9,8.19,1.07
28 Jun 2020,LCS,2020.0,Summer Season,100 Thieves,Team SoloMid,2.56,1.49
27 Jun 2020,LCS,2020.0,Summer Season,Golden Guardians,Immortals,1.46,2.64
27 Jun 2020,LCS,2020.0,Summer Season,Team Liquid,Dignitas,1.24,3.90
27 Jun 2020,LCS,2020.0,Summer Season,Team SoloMid,Evil Geniuses,2.44,1.54
27 Jun 2020,LCS,2020.0,Summer Season,100 Thieves,Counter Logic Gaming,1.66,2.17
27 Jun 2020,LCS,2020.0,Summer Season,Team Liquid,Cloud9,3.56,1.29
27 Jun 2020,LCS,2020.0,Summer Season,FlyQuest eSports,Counter Logic Gaming,1.41,2.86
21 Jun 2020,LCS,2020.0,Summer Season,100 Thieves,Immortals,1.45,2.69
21 Jun 2020,LCS,2020.0,Summer Season,Golden Guardians,Cloud9,6.51,1.10
21 Jun 2020,LCS,2020.0,Summer Season,FlyQuest eSports,Dignitas,1.34,3.21
21 Jun 2020,LCS,2020.0,Summer Season,Team Liquid,Evil Geniuses,1.92,1.85
20 Jun 2020,LCS,2020.0,Summer Season,Counter Logic Gaming,Dignitas,1.63,2.19
20 Jun 2020,LCS,2020.0,Summer Season,Cloud9,Evil Geniuses,1.37,3.05
20 Jun 2020,LCS,2020.0,Summer Season,FlyQuest eSports,Team SoloMid,2.01,1.77
20 Jun 2020,LCS,2020.0,Summer Season,100 Thieves,Team Liquid,2.62,1.47
20 Jun 2020,LCS,2020.0,Summer Season,Immortals,Team SoloMid,3.12,1.36
20 Jun 2020,LCS,2020.0,Summer Season,Golden Guardians,Counter Logic Gaming,1.60,2.30
14 Jun 2020,LCS,2020.0,Summer Season,Counter Logic Gaming,Immortals,2.17,1.66
14 Jun 2020,LCS,2020.0,Summer Season,Team Liquid,Golden Guardians,1.40,2.86
14 Jun 2020,LCS,2020.0,Summer Season,Dignitas,Team SoloMid,2.71,1.44
14 Jun 2020,LCS,2020.0,Summer Season,Cloud9,100 Thieves,1.20,4.44
13 Jun 2020,LCS,2020.0,Summer Season,Golden Guardians,Dignitas,1.81,1.97
13 Jun 2020,LCS,2020.0,Summer Season,Immortals,FlyQuest eSports,2.86,1.40
13 Jun 2020,LCS,2020.0,Summer Season,Team SoloMid,Team Liquid,1.82,1.95
13 Jun 2020,LCS,2020.0,Summer Season,Evil Geniuses,Counter Logic Gaming,1.34,3.19
13 Jun 2020,LCS,2020.0,Summer Season,FlyQuest eSports,Cloud9,4.29,1.21
13 Jun 2020,LCS,2020.0,Summer Season,100 Thieves,Evil Geniuses,2.29,1.60
19 Apr 2020,LCS,2020.0,Spring - Play Offs,Cloud9,FlyQuest eSports,1.05,9.35
18 Apr 2020,LCS,2020.0,Spring - Play Offs,Evil Geniuses,FlyQuest eSports,1.36,3.04
12 Apr 2020,LCS,2020.0,Spring - Play Offs,Team SoloMid,FlyQuest eSports,1.46,2.60
11 Apr 2020,LCS,2020.0,Spring - Play Offs,Cloud9,Evil Geniuses,1.08,7.61
08 Apr 2020,LCS,2020.0,Spring - Play Offs,100 Thieves,Team SoloMid,2.65,1.44
07 Apr 2020,LCS,2020.0,Spring - Play Offs,FlyQuest eSports,Golden Guardians,1.50,2.51
05 Apr 2020,LCS,2020.0,Spring - Play Offs,Cloud9,100 Thieves,1.06,8.69
04 Apr 2020,LCS,2020.0,Spring - Play Offs,Evil Geniuses,FlyQuest eSports,1.40,2.84
29 Mar 2020,LCS,2020.0,Spring Season,100 Thieves,Counter Logic Gaming,1.35,3.08
29 Mar 2020,LCS,2020.0,Spring Season,Team Liquid,Cloud9,3.49,1.28
29 Mar 2020,LCS,2020.0,Spring Season,Evil Geniuses,Immortals,1.53,2.42
29 Mar 2020,LCS,2020.0,Spring Season,Dignitas,Team SoloMid,2.56,1.48
29 Mar 2020,LCS,2020.0,Spring Season,Golden Guardians,FlyQuest eSports,3.11,1.35
29 Mar 2020,LCS,2020.0,Spring Season,Immortals,Dignitas,1.68,2.13
29 Mar 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Golden Guardians,2.10,1.70
29 Mar 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Team Liquid,2.08,1.71
29 Mar 2020,LCS,2020.0,Spring Season,Cloud9,Evil Geniuses,1.36,3.06
29 Mar 2020,LCS,2020.0,Spring Season,100 Thieves,Team SoloMid,2.37,1.55
22 Mar 2020,LCS,2020.0,Spring Season,Evil Geniuses,Dignitas,1.40,2.78
22 Mar 2020,LCS,2020.0,Spring Season,100 Thieves,FlyQuest eSports,2.20,1.63
22 Mar 2020,LCS,2020.0,Spring Season,Immortals,Team SoloMid,3.30,1.31
22 Mar 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Cloud9,6.38,1.11
22 Mar 2020,LCS,2020.0,Spring Season,Golden Guardians,Team Liquid,3.06,1.35
22 Mar 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Immortals,1.55,2.38
22 Mar 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Dignitas,2.05,1.73
22 Mar 2020,LCS,2020.0,Spring Season,Team Liquid,Evil Geniuses,1.60,2.25
22 Mar 2020,LCS,2020.0,Spring Season,100 Thieves,Cloud9,4.21,1.21
22 Mar 2020,LCS,2020.0,Spring Season,Golden Guardians,Team SoloMid,3.45,1.29
10 Mar 2020,LCS,2020.0,Spring Season,Golden Guardians,Cloud9,6.57,1.09
10 Mar 2020,LCS,2020.0,Spring Season,Team Liquid,Immortals,1.29,3.46
08 Mar 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Evil Geniuses,2.67,1.44
08 Mar 2020,LCS,2020.0,Spring Season,Golden Guardians,Dignitas,2.38,1.54
08 Mar 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Team SoloMid,2.13,1.67
08 Mar 2020,LCS,2020.0,Spring Season,100 Thieves,Immortals,1.65,3.40
08 Mar 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Evil Geniuses,1.52,2.46
08 Mar 2020,LCS,2020.0,Spring Season,Team Liquid,Counter Logic Gaming,1.20,4.29
08 Mar 2020,LCS,2020.0,Spring Season,100 Thieves,Dignitas,2.23,1.61
08 Mar 2020,LCS,2020.0,Spring Season,Cloud9,Team SoloMid,1.18,4.50
03 Mar 2020,LCS,2020.0,Spring Season,Dignitas,Cloud9,4.38,1.20
03 Mar 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Immortals,2.36,1.55
01 Mar 2020,LCS,2020.0,Spring Season,Golden Guardians,Evil Geniuses,2.35,1.55
01 Mar 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Team SoloMid,4.19,1.21
01 Mar 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Dignitas,1.62,2.22
01 Mar 2020,LCS,2020.0,Spring Season,100 Thieves,Team Liquid,2.70,1.43
01 Mar 2020,LCS,2020.0,Spring Season,100 Thieves,Evil Geniuses,2.10,1.68
01 Mar 2020,LCS,2020.0,Spring Season,Golden Guardians,Immortals,2.04,1.70
01 Mar 2020,LCS,2020.0,Spring Season,Team Liquid,Team SoloMid,1.99,1.75
01 Mar 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Cloud9,4.24,1.21
25 Feb 2020,LCS,2020.0,Spring Season,Team Liquid,Dignitas,1.45,2.62
25 Feb 2020,LCS,2020.0,Spring Season,Team SoloMid,Evil Geniuses,1.58,2.27
23 Feb 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Counter Logic Gaming,1.39,2.87
23 Feb 2020,LCS,2020.0,Spring Season,100 Thieves,Golden Guardians,1.81,2.01
23 Feb 2020,LCS,2020.0,Spring Season,Immortals,Cloud9,4.83,1.16
23 Feb 2020,LCS,2020.0,Spring Season,Team Liquid,Evil Geniuses,1.44,2.65
23 Feb 2020,LCS,2020.0,Spring Season,Golden Guardians,FlyQuest eSports,2.28,1.58
23 Feb 2020,LCS,2020.0,Spring Season,Dignitas,Immortals,1.64,2.17
23 Feb 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Cloud9,5.94,1.11
23 Feb 2020,LCS,2020.0,Spring Season,100 Thieves,Team SoloMid,2.56,1.47
18 Feb 2020,LCS,2020.0,Spring Season,Evil Geniuses,Cloud9,3.68,1.26
18 Feb 2020,LCS,2020.0,Spring Season,FlyQuest eSports,100 Thieves,1.76,2.00
16 Feb 2020,LCS,2020.0,Spring Season,Immortals,Evil Geniuses,1.75,2.01
16 Feb 2020,LCS,2020.0,Spring Season,Team SoloMid,FlyQuest eSports,1.42,2.72
16 Feb 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Team Liquid,3.31,1.31
16 Feb 2020,LCS,2020.0,Spring Season,Dignitas,Golden Guardians,1.45,2.65
16 Feb 2020,LCS,2020.0,Spring Season,100 Thieves,Dignitas,2.05,1.72
16 Feb 2020,LCS,2020.0,Spring Season,Golden Guardians,Counter Logic Gaming,2.01,1.76
16 Feb 2020,LCS,2020.0,Spring Season,Cloud9,Team SoloMid,1.52,2.46
16 Feb 2020,LCS,2020.0,Spring Season,Team Liquid,Immortals,1.32,3.26
11 Feb 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Immortals,1.79,1.96
11 Feb 2020,LCS,2020.0,Spring Season,Team Liquid,Golden Guardians,1.21,4.14
09 Feb 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Evil Geniuses,1.65,2.15
09 Feb 2020,LCS,2020.0,Spring Season,Dignitas,Cloud9,2.88,1.40
09 Feb 2020,LCS,2020.0,Spring Season,Golden Guardians,Team SoloMid,3.59,1.27
09 Feb 2020,LCS,2020.0,Spring Season,Immortals,100 Thieves,2.33,1.57
09 Feb 2020,LCS,2020.0,Spring Season,Cloud9,FlyQuest eSports,1.32,3.15
09 Feb 2020,LCS,2020.0,Spring Season,Team SoloMid,Dignitas,1.71,2.07
09 Feb 2020,LCS,2020.0,Spring Season,100 Thieves,Team Liquid,3.05,1.36
09 Feb 2020,LCS,2020.0,Spring Season,Evil Geniuses,Counter Logic Gaming,1.60,2.27
04 Feb 2020,LCS,2020.0,Spring Season,Team SoloMid,Counter Logic Gaming,1.58,2.26
04 Feb 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Dignitas,2.51,1.49
02 Feb 2020,LCS,2020.0,Spring Season,Immortals,Golden Guardians,1.85,1.90
02 Feb 2020,LCS,2020.0,Spring Season,100 Thieves,Cloud9,3.05,1.36
02 Feb 2020,LCS,2020.0,Spring Season,Evil Geniuses,Team SoloMid,2.12,1.66
02 Feb 2020,LCS,2020.0,Spring Season,Team Liquid,FlyQuest eSports,1.33,3.21
02 Feb 2020,LCS,2020.0,Spring Season,Golden Guardians,Evil Geniuses,3.01,1.36
02 Feb 2020,LCS,2020.0,Spring Season,Cloud9,Immortals,1.24,3.87
02 Feb 2020,LCS,2020.0,Spring Season,Dignitas,Team Liquid,2.46,1.51
02 Feb 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,100 Thieves,1.80,1.94
28 Jan 2020,LCS,2020.0,Spring Season,Team Liquid,Team SoloMid,1.51,2.47
28 Jan 2020,LCS,2020.0,Spring Season,Evil Geniuses,100 Thieves,1.69,2.08
26 Jan 2020,LCS,2020.0,Spring Season,FlyQuest eSports,Counter Logic Gaming,2.34,1.56
26 Jan 2020,LCS,2020.0,Spring Season,Golden Guardians,Cloud9,3.45,1.29
26 Jan 2020,LCS,2020.0,Spring Season,Team SoloMid,Immortals,1.34,3.13
26 Jan 2020,LCS,2020.0,Spring Season,Dignitas,Evil Geniuses,2.22,1.62
26 Jan 2020,LCS,2020.0,Spring Season,Immortals,FlyQuest eSports,1.97,1.77
26 Jan 2020,LCS,2020.0,Spring Season,100 Thieves,Golden Guardians,1.51,2.46
26 Jan 2020,LCS,2020.0,Spring Season,Counter Logic Gaming,Dignitas,1.46,2.63
26 Jan 2020,LCS,2020.0,Spring Season,Cloud9,Team Liquid,2.11,1.68
