date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
07 Sep 2019,CBLOL,2019.0,Summer - Play offs,Flamengo,INTZ-eSports,1.16,4.76
25 Aug 2019,CBLOL,2019.0,Summer - Play offs,KaBuM! e-Sports,INTZ-eSports,1.28,3.47
24 Aug 2019,CBLOL,2019.0,Summer - Play offs,Flamengo,Uppercut,1.05,8.81
10 Aug 2019,CBLOL,2019.0,Summer Season,paiN Gaming,INTZ-eSports,1.82,1.91
10 Aug 2019,CBLOL,2019.0,Summer Season,Flamengo,Team oNe eSports,1.09,6.68
10 Aug 2019,CBLOL,2019.0,Summer Season,Uppercut,REPA,1.57,2.28
04 Aug 2019,CBLOL,2019.0,Summer Season,Flamengo,Uppercut,1.31,3.32
04 Aug 2019,CBLOL,2019.0,Summer Season,Team oNe eSports,INTZ-eSports,3.45,1.29
04 Aug 2019,CBLOL,2019.0,Summer Season,REPA,CNB e-Sports,1.52,2.44
04 Aug 2019,CBLOL,2019.0,Summer Season,KaBuM! e-Sports,paiN Gaming,1.41,2.77
03 Aug 2019,CBLOL,2019.0,Summer Season,INTZ-eSports,Uppercut,1.83,1.90
03 Aug 2019,CBLOL,2019.0,Summer Season,paiN Gaming,REPA,1.63,2.18
03 Aug 2019,CBLOL,2019.0,Summer Season,KaBuM! e-Sports,Flamengo,2.38,1.54
03 Aug 2019,CBLOL,2019.0,Summer Season,CNB e-Sports,Team oNe eSports,1.54,2.38
28 Jul 2019,CBLOL,2019.0,Summer Season,Flamengo,REPA,1.30,3.45
28 Jul 2019,CBLOL,2019.0,Summer Season,INTZ-eSports,CNB e-Sports,1.50,2.49
27 Jul 2019,CBLOL,2019.0,Summer Season,paiN Gaming,Uppercut,1.53,2.40
27 Jul 2019,CBLOL,2019.0,Summer Season,KaBuM! e-Sports,INTZ-eSports,1.45,2.63
27 Jul 2019,CBLOL,2019.0,Summer Season,CNB e-Sports,Flamengo,4.56,1.18
21 Jul 2019,CBLOL,2019.0,Summer Season,paiN Gaming,CNB e-Sports,1.42,2.71
21 Jul 2019,CBLOL,2019.0,Summer Season,REPA,KaBuM! e-Sports,2.91,1.38
21 Jul 2019,CBLOL,2019.0,Summer Season,INTZ-eSports,Flamengo,3.52,1.28
21 Jul 2019,CBLOL,2019.0,Summer Season,Uppercut,Team oNe eSports,1.41,2.74
20 Jul 2019,CBLOL,2019.0,Summer Season,Flamengo,paiN Gaming,1.33,3.23
20 Jul 2019,CBLOL,2019.0,Summer Season,Team oNe eSports,KaBuM! e-Sports,4.54,1.18
20 Jul 2019,CBLOL,2019.0,Summer Season,Uppercut,CNB e-Sports,1.52,2.44
20 Jul 2019,CBLOL,2019.0,Summer Season,INTZ-eSports,REPA,1.85,1.86
14 Jul 2019,CBLOL,2019.0,Summer Season,Team oNe eSports,Flamengo,7.00,1.08
14 Jul 2019,CBLOL,2019.0,Summer Season,INTZ-eSports,paiN Gaming,1.79,1.93
14 Jul 2019,CBLOL,2019.0,Summer Season,KaBuM! e-Sports,CNB e-Sports,1.28,3.50
14 Jul 2019,CBLOL,2019.0,Summer Season,REPA,Uppercut,1.58,2.29
13 Jul 2019,CBLOL,2019.0,Summer Season,paiN Gaming,KaBuM! e-Sports,2.61,1.46
13 Jul 2019,CBLOL,2019.0,Summer Season,INTZ-eSports,Team oNe eSports,1.32,3.21
13 Jul 2019,CBLOL,2019.0,Summer Season,CNB e-Sports,REPA,2.44,1.52
13 Jul 2019,CBLOL,2019.0,Summer Season,Uppercut,Flamengo,4.14,1.21
07 Jul 2019,CBLOL,2019.0,Summer Season,Uppercut,INTZ-eSports,2.61,1.46
07 Jul 2019,CBLOL,2019.0,Summer Season,REPA,paiN Gaming,1.66,2.14
07 Jul 2019,CBLOL,2019.0,Summer Season,Flamengo,KaBuM! e-Sports,1.66,2.14
07 Jul 2019,CBLOL,2019.0,Summer Season,Team oNe eSports,CNB e-Sports,2.10,1.68
06 Jul 2019,CBLOL,2019.0,Summer Season,REPA,Flamengo,2.83,1.39
06 Jul 2019,CBLOL,2019.0,Summer Season,KaBuM! e-Sports,Uppercut,1.37,2.99
06 Jul 2019,CBLOL,2019.0,Summer Season,paiN Gaming,Team oNe eSports,1.40,2.86
06 Jul 2019,CBLOL,2019.0,Summer Season,CNB e-Sports,INTZ-eSports,3.23,1.32
30 Jun 2019,CBLOL,2019.0,Summer Season,Team oNe eSports,REPA,4.06,1.21
30 Jun 2019,CBLOL,2019.0,Summer Season,Flamengo,CNB e-Sports,1.08,7.30
30 Jun 2019,CBLOL,2019.0,Summer Season,Uppercut,paiN Gaming,2.38,1.55
30 Jun 2019,CBLOL,2019.0,Summer Season,INTZ-eSports,KaBuM! e-Sports,2.66,1.44
29 Jun 2019,CBLOL,2019.0,Summer Season,CNB e-Sports,paiN Gaming,4.23,1.19
29 Jun 2019,CBLOL,2019.0,Summer Season,Team oNe eSports,Uppercut,2.99,1.37
29 Jun 2019,CBLOL,2019.0,Summer Season,Flamengo,INTZ-eSports,1.35,2.99
29 Jun 2019,CBLOL,2019.0,Summer Season,KaBuM! e-Sports,REPA,1.50,2.49
23 Jun 2019,CBLOL,2019.0,Summer Season,KaBuM! e-Sports,Team oNe eSports,1.14,5.13
23 Jun 2019,CBLOL,2019.0,Summer Season,CNB e-Sports,Uppercut,2.74,1.41
23 Jun 2019,CBLOL,2019.0,Summer Season,REPA,INTZ-eSports,1.83,1.88
23 Jun 2019,CBLOL,2019.0,Summer Season,paiN Gaming,Flamengo,2.78,1.40
22 Jun 2019,CBLOL,2019.0,Summer Season,Uppercut,REPA,2.90,1.38
22 Jun 2019,CBLOL,2019.0,Summer Season,paiN Gaming,INTZ-eSports,1.80,1.91
22 Jun 2019,CBLOL,2019.0,Summer Season,CNB e-Sports,KaBuM! e-Sports,5.05,1.14
22 Jun 2019,CBLOL,2019.0,Summer Season,Flamengo,Team oNe eSports,1.09,6.66
16 Jun 2019,CBLOL,2019.0,Summer Season,REPA,CNB e-Sports,1.11,5.86
