date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
03 Sep 2017,LCL,2017.0,Summer - Play offs,Gambit.CIS,M19,1.14,5.63
20 Aug 2017,LCL,2017.0,Summer - Play offs,Gambit.CIS,Team Just,1.06,8.23
19 Aug 2017,LCL,2017.0,Summer - Play offs,M19,Virtus.pro,2.84,1.41
30 Jul 2017,LCL,2017.0,Summer Season,Vega Squadron,RoX,1.59,2.25
30 Jul 2017,LCL,2017.0,Summer Season,Gambit.CIS,Vaevictis eSports,1.25,3.69
30 Jul 2017,LCL,2017.0,Summer Season,M19,Natus Vincere,1.64,2.17
30 Jul 2017,LCL,2017.0,Summer Season,Virtus.pro,Team Just,1.39,2.81
29 Jul 2017,LCL,2017.0,Summer Season,Vega Squadron,M19,1.60,2.22
29 Jul 2017,LCL,2017.0,Summer Season,Virtus.pro,Vaevictis eSports,1.49,2.49
29 Jul 2017,LCL,2017.0,Summer Season,RoX,Team Just,2.24,1.59
29 Jul 2017,LCL,2017.0,Summer Season,Natus Vincere,Gambit.CIS,4.26,1.20
23 Jul 2017,LCL,2017.0,Summer Season,Vega Squadron,Team Just,1.52,2.35
23 Jul 2017,LCL,2017.0,Summer Season,RoX,Gambit.CIS,4.71,1.18
23 Jul 2017,LCL,2017.0,Summer Season,Team Just,Natus Vincere,1.89,1.86
23 Jul 2017,LCL,2017.0,Summer Season,Virtus.pro,RoX,1.33,3.19
23 Jul 2017,LCL,2017.0,Summer Season,Gambit.CIS,M19,1.21,4.17
23 Jul 2017,LCL,2017.0,Summer Season,Vaevictis eSports,Natus Vincere,1.52,2.42
22 Jul 2017,LCL,2017.0,Summer Season,M19,Virtus.pro,2.01,1.72
22 Jul 2017,LCL,2017.0,Summer Season,Natus Vincere,RoX,2.03,1.71
22 Jul 2017,LCL,2017.0,Summer Season,Virtus.pro,Vega Squadron,1.61,2.21
22 Jul 2017,LCL,2017.0,Summer Season,M19,Vaevictis eSports,1.79,1.93
22 Jul 2017,LCL,2017.0,Summer Season,Team Just,Gambit.CIS,4.41,1.17
22 Jul 2017,LCL,2017.0,Summer Season,Vega Squadron,Vaevictis eSports,1.86,1.85
02 Jul 2017,LCL,2017.0,Summer Season,Natus Vincere,M19,2.73,1.47
02 Jul 2017,LCL,2017.0,Summer Season,Vaevictis eSports,Gambit.CIS,2.58,1.50
02 Jul 2017,LCL,2017.0,Summer Season,Virtus.pro,M19,-,-
02 Jul 2017,LCL,2017.0,Summer Season,Gambit.CIS,Team Just,1.40,2.98
02 Jul 2017,LCL,2017.0,Summer Season,RoX,Virtus.pro,4.08,1.23
02 Jul 2017,LCL,2017.0,Summer Season,Team Just,Vega Squadron,2.52,1.50
01 Jul 2017,LCL,2017.0,Summer Season,Vaevictis eSports,M19,-,-
