date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
25 Feb 2018,LCL,2018.0,Spring Season,Elements Pro Gaming,Vega Squadron,3.35,1.29
25 Feb 2018,LCL,2018.0,Spring Season,Dragon Army,RoX,2.09,1.67
24 Feb 2018,LCL,2018.0,Spring Season,Vaevictis eSports,Gambit Esports,5.85,1.08
24 Feb 2018,LCL,2018.0,Spring Season,Team Just,M19,2.48,1.50
24 Feb 2018,LCL,2018.0,Spring Season,Vega Squadron,Vaevictis eSports,1.50,2.42
24 Feb 2018,LCL,2018.0,Spring Season,M19,Elements Pro Gaming,1.11,5.15
24 Feb 2018,LCL,2018.0,Spring Season,RoX,Vega Squadron,1.33,3.03
24 Feb 2018,LCL,2018.0,Spring Season,Dragon Army,Elements Pro Gaming,1.18,4.43
18 Feb 2018,LCL,2018.0,Spring Season,Vaevictis eSports,Dragon Army,3.13,1.33
18 Feb 2018,LCL,2018.0,Spring Season,Gambit Esports,Elements Pro Gaming,1.08,6.25
18 Feb 2018,LCL,2018.0,Spring Season,M19,Dragon Army,1.71,2.08
18 Feb 2018,LCL,2018.0,Spring Season,Elements Pro Gaming,Team Just,3.25,1.31
18 Feb 2018,LCL,2018.0,Spring Season,RoX,M19,2.61,1.45
18 Feb 2018,LCL,2018.0,Spring Season,Team Just,Vega Squadron,2.11,1.67
17 Feb 2018,LCL,2018.0,Spring Season,Gambit Esports,Dragon Army,-,-
17 Feb 2018,LCL,2018.0,Spring Season,Vaevictis eSports,Team Just,1.50,2.50
17 Feb 2018,LCL,2018.0,Spring Season,Gambit Esports,Vega Squadron,-,-
17 Feb 2018,LCL,2018.0,Spring Season,RoX,Vaevictis eSports,1.65,2.13
17 Feb 2018,LCL,2018.0,Spring Season,Vega Squadron,M19,2.63,1.45
17 Feb 2018,LCL,2018.0,Spring Season,Elements Pro Gaming,RoX,3.46,1.28
11 Feb 2018,LCL,2018.0,Spring Season,Gambit Esports,Team Just,1.24,3.24
11 Feb 2018,LCL,2018.0,Spring Season,Vaevictis eSports,M19,2.65,1.42
11 Feb 2018,LCL,2018.0,Spring Season,RoX,Gambit Esports,4.23,1.18
11 Feb 2018,LCL,2018.0,Spring Season,Elements Pro Gaming,M19,3.48,1.21
11 Feb 2018,LCL,2018.0,Spring Season,RoX,Dragon Army,2.30,1.53
11 Feb 2018,LCL,2018.0,Spring Season,Vega Squadron,Elements Pro Gaming,1.28,3.07
10 Feb 2018,LCL,2018.0,Spring Season,Team Just,Dragon Army,1.71,2.05
10 Feb 2018,LCL,2018.0,Spring Season,Dragon Army,Vega Squadron,2.25,1.59
10 Feb 2018,LCL,2018.0,Spring Season,Vaevictis eSports,Vega Squadron,2.08,1.70
10 Feb 2018,LCL,2018.0,Spring Season,Team Just,RoX,1.99,1.75
10 Feb 2018,LCL,2018.0,Spring Season,Gambit Esports,M19,1.37,2.69
