date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
01 Sep 2017,LPL,2017.0,Summer - Play offs,EDward Gaming,Royal Never Give Up,2.18,1.66
25 Aug 2017,LPL,2017.0,Summer - Play offs,Royal Never Give Up,Team WE,1.63,2.20
25 Aug 2017,LPL,2017.0,Summer - Play offs,EDward Gaming,Invictus Gaming,1.51,2.47
23 Aug 2017,LPL,2017.0,Summer - Play offs,Team WE,Newbee,1.32,3.26
23 Aug 2017,LPL,2017.0,Summer - Play offs,Oh My God,Invictus Gaming,2.44,1.51
22 Aug 2017,LPL,2017.0,Summer - Play offs,Newbee,LNG Esports,1.25,4.29
22 Aug 2017,LPL,2017.0,Summer - Play offs,Invictus Gaming,Suning,1.15,5.11
20 Aug 2017,LPL,2017.0,Summer Season,Newbee,Royal Never Give Up,3.70,1.33
20 Aug 2017,LPL,2017.0,Summer Season,LGD Gaming,Oh My God,2.45,1.65
20 Aug 2017,LPL,2017.0,Summer Season,JD Gaming,Suning,1.62,2.22
19 Aug 2017,LPL,2017.0,Summer Season,DAN Gaming,Invictus Gaming,3.41,1.30
19 Aug 2017,LPL,2017.0,Summer Season,EDward Gaming,Team WE,1.66,2.19
19 Aug 2017,LPL,2017.0,Summer Season,LNG Esports,IMay,1.56,2.37
18 Aug 2017,LPL,2017.0,Summer Season,JD Gaming,Oh My God,3.00,1.38
18 Aug 2017,LPL,2017.0,Summer Season,LGD Gaming,Royal Never Give Up,4.48,1.19
17 Aug 2017,LPL,2017.0,Summer Season,Invictus Gaming,EDward Gaming,3.35,1.32
17 Aug 2017,LPL,2017.0,Summer Season,LNG Esports,Team WE,3.67,1.28
13 Aug 2017,LPL,2017.0,Summer Season,LNG Esports,EDward Gaming,10.10,1.03
13 Aug 2017,LPL,2017.0,Summer Season,Invictus Gaming,IMay,1.47,2.61
13 Aug 2017,LPL,2017.0,Summer Season,DAN Gaming,Team WE,6.43,1.10
12 Aug 2017,LPL,2017.0,Summer Season,Oh My God,Royal Never Give Up,2.63,1.47
12 Aug 2017,LPL,2017.0,Summer Season,JD Gaming,LGD Gaming,2.35,1.57
12 Aug 2017,LPL,2017.0,Summer Season,Newbee,Suning,1.57,2.32
11 Aug 2017,LPL,2017.0,Summer Season,DAN Gaming,EDward Gaming,5.55,1.12
11 Aug 2017,LPL,2017.0,Summer Season,IMay,Team WE,3.70,1.26
10 Aug 2017,LPL,2017.0,Summer Season,Newbee,LGD Gaming,1.75,2.02
10 Aug 2017,LPL,2017.0,Summer Season,Suning,Oh My God,3.62,1.26
06 Aug 2017,LPL,2017.0,Summer Season,Newbee,Oh My God,2.34,1.57
06 Aug 2017,LPL,2017.0,Summer Season,Suning,LGD Gaming,2.10,1.67
06 Aug 2017,LPL,2017.0,Summer Season,JD Gaming,Royal Never Give Up,4.62,1.17
05 Aug 2017,LPL,2017.0,Summer Season,Invictus Gaming,Team WE,3.33,1.29
05 Aug 2017,LPL,2017.0,Summer Season,IMay,EDward Gaming,-,-
05 Aug 2017,LPL,2017.0,Summer Season,DAN Gaming,LNG Esports,2.13,1.68
04 Aug 2017,LPL,2017.0,Summer Season,Suning,Royal Never Give Up,3.72,1.23
04 Aug 2017,LPL,2017.0,Summer Season,JD Gaming,Newbee,2.87,1.39
03 Aug 2017,LPL,2017.0,Summer Season,DAN Gaming,IMay,1.96,1.80
03 Aug 2017,LPL,2017.0,Summer Season,LNG Esports,Invictus Gaming,3.17,1.33
30 Jul 2017,LPL,2017.0,Summer Season,Team WE,Royal Never Give Up,1.51,2.47
30 Jul 2017,LPL,2017.0,Summer Season,Suning,LNG Esports,1.89,1.86
29 Jul 2017,LPL,2017.0,Summer Season,LGD Gaming,EDward Gaming,3.23,1.33
29 Jul 2017,LPL,2017.0,Summer Season,Newbee,DAN Gaming,1.46,2.57
29 Jul 2017,LPL,2017.0,Summer Season,Oh My God,Invictus Gaming,1.54,2.39
28 Jul 2017,LPL,2017.0,Summer Season,Team WE,Suning,1.20,4.29
28 Jul 2017,LPL,2017.0,Summer Season,Royal Never Give Up,LNG Esports,1.24,3.90
27 Jul 2017,LPL,2017.0,Summer Season,IMay,Oh My God,3.68,1.30
27 Jul 2017,LPL,2017.0,Summer Season,Invictus Gaming,LGD Gaming,1.89,1.88
23 Jul 2017,LPL,2017.0,Summer Season,Royal Never Give Up,IMay,1.03,6.60
23 Jul 2017,LPL,2017.0,Summer Season,EDward Gaming,Suning,1.16,5.09
22 Jul 2017,LPL,2017.0,Summer Season,DAN Gaming,JD Gaming,1.49,2.50
22 Jul 2017,LPL,2017.0,Summer Season,Oh My God,Team WE,2.13,1.67
22 Jul 2017,LPL,2017.0,Summer Season,LNG Esports,LGD Gaming,3.50,1.28
21 Jul 2017,LPL,2017.0,Summer Season,Newbee,Invictus Gaming,2.10,1.72
21 Jul 2017,LPL,2017.0,Summer Season,IMay,Suning,2.67,1.43
20 Jul 2017,LPL,2017.0,Summer Season,Oh My God,LNG Esports,1.21,4.29
20 Jul 2017,LPL,2017.0,Summer Season,EDward Gaming,JD Gaming,1.12,5.66
16 Jul 2017,LPL,2017.0,Summer Season,EDward Gaming,Oh My God,1.61,2.25
16 Jul 2017,LPL,2017.0,Summer Season,LNG Esports,Newbee,2.49,1.52
15 Jul 2017,LPL,2017.0,Summer Season,Team WE,JD Gaming,1.17,4.44
15 Jul 2017,LPL,2017.0,Summer Season,DAN Gaming,Suning,1.51,2.47
15 Jul 2017,LPL,2017.0,Summer Season,IMay,LGD Gaming,2.39,1.55
14 Jul 2017,LPL,2017.0,Summer Season,Royal Never Give Up,Invictus Gaming,1.48,2.57
14 Jul 2017,LPL,2017.0,Summer Season,EDward Gaming,Newbee,1.31,3.29
13 Jul 2017,LPL,2017.0,Summer Season,JD Gaming,IMay,1.89,1.87
13 Jul 2017,LPL,2017.0,Summer Season,LGD Gaming,DAN Gaming,2.08,1.71
02 Jul 2017,LPL,2017.0,Summer Season,Royal Never Give Up,EDward Gaming,2.27,1.62
02 Jul 2017,LPL,2017.0,Summer Season,Newbee,Team WE,4.09,1.22
01 Jul 2017,LPL,2017.0,Summer Season,Oh My God,DAN Gaming,1.38,3.00
01 Jul 2017,LPL,2017.0,Summer Season,Suning,Invictus Gaming,2.57,1.47
01 Jul 2017,LPL,2017.0,Summer Season,JD Gaming,LNG Esports,2.04,1.74
30 Jun 2017,LPL,2017.0,Summer Season,Team WE,LGD Gaming,1.29,3.56
30 Jun 2017,LPL,2017.0,Summer Season,Newbee,IMay,1.77,1.98
29 Jun 2017,LPL,2017.0,Summer Season,Invictus Gaming,JD Gaming,1.36,3.03
29 Jun 2017,LPL,2017.0,Summer Season,DAN Gaming,Royal Never Give Up,2.08,1.70
25 Jun 2017,LPL,2017.0,Summer Season,Royal Never Give Up,JD Gaming,1.26,3.58
25 Jun 2017,LPL,2017.0,Summer Season,LGD Gaming,Suning,1.70,2.04
25 Jun 2017,LPL,2017.0,Summer Season,Oh My God,Newbee,1.33,3.12
24 Jun 2017,LPL,2017.0,Summer Season,IMay,LNG Esports,1.83,1.91
24 Jun 2017,LPL,2017.0,Summer Season,Team WE,EDward Gaming,1.96,1.79
24 Jun 2017,LPL,2017.0,Summer Season,Invictus Gaming,DAN Gaming,1.54,2.37
23 Jun 2017,LPL,2017.0,Summer Season,Royal Never Give Up,Suning,1.29,3.39
23 Jun 2017,LPL,2017.0,Summer Season,LGD Gaming,Newbee,1.76,2.00
22 Jun 2017,LPL,2017.0,Summer Season,Invictus Gaming,LNG Esports,1.31,2.88
22 Jun 2017,LPL,2017.0,Summer Season,Team WE,IMay,1.35,3.13
18 Jun 2017,LPL,2017.0,Summer Season,Royal Never Give Up,Newbee,1.30,3.27
