date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
14 Sep 2018,LPL,2018.0,Summer - Play offs,Invictus Gaming,Royal Never Give Up,2.22,1.64
12 Sep 2018,LPL,2018.0,Summer - Play offs,Rogue Warriors,JD Gaming,2.03,1.74
10 Sep 2018,LPL,2018.0,Summer - Play offs,Invictus Gaming,JD Gaming,1.15,5.01
09 Sep 2018,LPL,2018.0,Summer - Play offs,Rogue Warriors,Royal Never Give Up,2.80,1.45
08 Sep 2018,LPL,2018.0,Summer - Play offs,EDward Gaming,JD Gaming,1.75,2.02
07 Sep 2018,LPL,2018.0,Summer - Play offs,Royal Never Give Up,Top Esports,1.09,6.91
06 Sep 2018,LPL,2018.0,Summer - Play offs,JD Gaming,FunPlus Phoenix,1.13,5.61
05 Sep 2018,LPL,2018.0,Summer - Play offs,Top Esports,Suning,1.72,2.04
02 Sep 2018,LPL,2018.0,Summer Season,JD Gaming,Royal Never Give Up,2.66,1.46
02 Sep 2018,LPL,2018.0,Summer Season,Rogue Warriors,Team WE,1.27,3.71
02 Sep 2018,LPL,2018.0,Summer Season,LNG Esports,EDward Gaming,3.60,1.28
01 Sep 2018,LPL,2018.0,Summer Season,LNG Esports,Team WE,3.54,1.27
01 Sep 2018,LPL,2018.0,Summer Season,FunPlus Phoenix,EDward Gaming,3.07,1.36
26 Aug 2018,LPL,2018.0,Summer Season,LGD Gaming,JD Gaming,3.64,1.26
26 Aug 2018,LPL,2018.0,Summer Season,Suning,Invictus Gaming,3.72,1.26
26 Aug 2018,LPL,2018.0,Summer Season,Vici Gaming,Bilibili Gaming,3.73,1.26
25 Aug 2018,LPL,2018.0,Summer Season,Top Esports,LNG Esports,1.52,2.46
25 Aug 2018,LPL,2018.0,Summer Season,Rogue Warriors,FunPlus Phoenix,1.24,3.97
25 Aug 2018,LPL,2018.0,Summer Season,LGD Gaming,Bilibili Gaming,1.64,2.21
24 Aug 2018,LPL,2018.0,Summer Season,JD Gaming,Invictus Gaming,3.13,1.35
24 Aug 2018,LPL,2018.0,Summer Season,Suning,Vici Gaming,1.13,5.78
22 Aug 2018,LPL,2018.0,Summer Season,Top Esports,Oh My God,1.41,2.83
21 Aug 2018,LPL,2018.0,Summer Season,Bilibili Gaming,Suning,3.13,1.35
21 Aug 2018,LPL,2018.0,Summer Season,LNG Esports,Rogue Warriors,3.87,1.26
19 Aug 2018,LPL,2018.0,Summer Season,Oh My God,LNG Esports,2.33,1.58
19 Aug 2018,LPL,2018.0,Summer Season,Vici Gaming,Invictus Gaming,3.54,1.26
18 Aug 2018,LPL,2018.0,Summer Season,FunPlus Phoenix,LNG Esports,1.45,-
17 Aug 2018,LPL,2018.0,Summer Season,LGD Gaming,Invictus Gaming,6.15,1.11
17 Aug 2018,LPL,2018.0,Summer Season,Vici Gaming,JD Gaming,6.96,1.09
15 Aug 2018,LPL,2018.0,Summer Season,Top Esports,Rogue Warriors,3.98,1.23
14 Aug 2018,LPL,2018.0,Summer Season,LGD Gaming,Suning,2.24,1.62
14 Aug 2018,LPL,2018.0,Summer Season,Bilibili Gaming,Royal Never Give Up,4.26,1.21
13 Aug 2018,LPL,2018.0,Summer Season,FunPlus Phoenix,Team WE,1.54,2.43
13 Aug 2018,LPL,2018.0,Summer Season,Oh My God,EDward Gaming,3.85,1.25
12 Aug 2018,LPL,2018.0,Summer Season,Invictus Gaming,Royal Never Give Up,1.56,2.36
12 Aug 2018,LPL,2018.0,Summer Season,JD Gaming,Suning,1.31,3.40
12 Aug 2018,LPL,2018.0,Summer Season,Vici Gaming,LGD Gaming,3.52,1.29
11 Aug 2018,LPL,2018.0,Summer Season,Oh My God,Rogue Warriors,6.30,1.11
11 Aug 2018,LPL,2018.0,Summer Season,Team WE,EDward Gaming,3.48,1.29
11 Aug 2018,LPL,2018.0,Summer Season,Top Esports,FunPlus Phoenix,1.42,2.78
10 Aug 2018,LPL,2018.0,Summer Season,Vici Gaming,Royal Never Give Up,8.82,1.06
10 Aug 2018,LPL,2018.0,Summer Season,JD Gaming,Bilibili Gaming,1.25,3.82
08 Aug 2018,LPL,2018.0,Summer Season,Oh My God,Team WE,2.42,1.54
08 Aug 2018,LPL,2018.0,Summer Season,Top Esports,EDward Gaming,3.16,1.35
07 Aug 2018,LPL,2018.0,Summer Season,Suning,Royal Never Give Up,4.28,1.21
07 Aug 2018,LPL,2018.0,Summer Season,Bilibili Gaming,Invictus Gaming,5.48,1.14
06 Aug 2018,LPL,2018.0,Summer Season,FunPlus Phoenix,Oh My God,1.66,2.13
06 Aug 2018,LPL,2018.0,Summer Season,Team WE,Top Esports,2.41,1.53
05 Aug 2018,LPL,2018.0,Summer Season,JD Gaming,Oh My God,1.20,4.25
05 Aug 2018,LPL,2018.0,Summer Season,LGD Gaming,EDward Gaming,4.87,1.16
05 Aug 2018,LPL,2018.0,Summer Season,Vici Gaming,Team WE,3.29,1.31
04 Aug 2018,LPL,2018.0,Summer Season,Invictus Gaming,Rogue Warriors,1.62,2.14
04 Aug 2018,LPL,2018.0,Summer Season,Suning,Top Esports,1.49,2.48
04 Aug 2018,LPL,2018.0,Summer Season,Royal Never Give Up,LNG Esports,1.21,4.16
03 Aug 2018,LPL,2018.0,Summer Season,Bilibili Gaming,Team WE,1.61,2.24
03 Aug 2018,LPL,2018.0,Summer Season,LGD Gaming,FunPlus Phoenix,1.71,2.07
01 Aug 2018,LPL,2018.0,Summer Season,JD Gaming,EDward Gaming,2.26,1.59
01 Aug 2018,LPL,2018.0,Summer Season,Vici Gaming,Top Esports,2.85,1.39
31 Jul 2018,LPL,2018.0,Summer Season,Invictus Gaming,Oh My God,1.09,6.67
31 Jul 2018,LPL,2018.0,Summer Season,Suning,LNG Esports,2.46,1.50
30 Jul 2018,LPL,2018.0,Summer Season,Vici Gaming,Rogue Warriors,6.05,1.11
30 Jul 2018,LPL,2018.0,Summer Season,Bilibili Gaming,FunPlus Phoenix,1.58,2.28
29 Jul 2018,LPL,2018.0,Summer Season,Royal Never Give Up,Top Esports,1.10,6.21
29 Jul 2018,LPL,2018.0,Summer Season,JD Gaming,LNG Esports,1.47,2.57
29 Jul 2018,LPL,2018.0,Summer Season,Suning,FunPlus Phoenix,1.54,2.37
28 Jul 2018,LPL,2018.0,Summer Season,Invictus Gaming,EDward Gaming,1.47,2.53
28 Jul 2018,LPL,2018.0,Summer Season,LGD Gaming,Rogue Warriors,4.01,1.21
28 Jul 2018,LPL,2018.0,Summer Season,Bilibili Gaming,Oh My God,1.36,2.97
27 Jul 2018,LPL,2018.0,Summer Season,Royal Never Give Up,Team WE,1.18,4.50
27 Jul 2018,LPL,2018.0,Summer Season,Vici Gaming,FunPlus Phoenix,3.04,1.35
25 Jul 2018,LPL,2018.0,Summer Season,Bilibili Gaming,Rogue Warriors,3.85,1.24
25 Jul 2018,LPL,2018.0,Summer Season,Invictus Gaming,LNG Esports,1.25,3.75
24 Jul 2018,LPL,2018.0,Summer Season,LGD Gaming,Oh My God,1.98,1.78
24 Jul 2018,LPL,2018.0,Summer Season,Suning,Team WE,1.42,2.76
23 Jul 2018,LPL,2018.0,Summer Season,Bilibili Gaming,EDward Gaming,4.79,1.17
23 Jul 2018,LPL,2018.0,Summer Season,JD Gaming,Top Esports,1.19,4.41
22 Jul 2018,LPL,2018.0,Summer Season,Royal Never Give Up,Rogue Warriors,1.43,2.73
22 Jul 2018,LPL,2018.0,Summer Season,LGD Gaming,Team WE,2.76,1.43
22 Jul 2018,LPL,2018.0,Summer Season,Vici Gaming,LNG Esports,3.42,1.29
21 Jul 2018,LPL,2018.0,Summer Season,Suning,EDward Gaming,3.31,1.31
21 Jul 2018,LPL,2018.0,Summer Season,Invictus Gaming,Top Esports,1.08,7.17
20 Jul 2018,LPL,2018.0,Summer Season,Royal Never Give Up,FunPlus Phoenix,1.10,6.28
20 Jul 2018,LPL,2018.0,Summer Season,JD Gaming,Rogue Warriors,2.49,1.51
18 Jul 2018,LPL,2018.0,Summer Season,Invictus Gaming,Team WE,1.11,6.20
18 Jul 2018,LPL,2018.0,Summer Season,Suning,Oh My God,1.32,3.20
17 Jul 2018,LPL,2018.0,Summer Season,JD Gaming,FunPlus Phoenix,1.31,3.32
17 Jul 2018,LPL,2018.0,Summer Season,Vici Gaming,EDward Gaming,7.40,1.08
16 Jul 2018,LPL,2018.0,Summer Season,Bilibili Gaming,LNG Esports,2.81,1.41
16 Jul 2018,LPL,2018.0,Summer Season,LGD Gaming,Top Esports,2.59,1.46
15 Jul 2018,LPL,2018.0,Summer Season,Royal Never Give Up,EDward Gaming,1.55,2.36
15 Jul 2018,LPL,2018.0,Summer Season,Vici Gaming,Oh My God,2.34,1.57
15 Jul 2018,LPL,2018.0,Summer Season,JD Gaming,Team WE,1.35,3.11
14 Jul 2018,LPL,2018.0,Summer Season,Suning,Rogue Warriors,2.90,1.39
14 Jul 2018,LPL,2018.0,Summer Season,Invictus Gaming,FunPlus Phoenix,1.10,6.39
14 Jul 2018,LPL,2018.0,Summer Season,LGD Gaming,LNG Esports,2.92,1.38
13 Jul 2018,LPL,2018.0,Summer Season,Royal Never Give Up,Oh My God,1.10,6.49
13 Jul 2018,LPL,2018.0,Summer Season,Bilibili Gaming,Top Esports,1.70,2.08
01 Jul 2018,LPL,2018.0,Summer Season,EDward Gaming,Rogue Warriors,1.77,1.99
01 Jul 2018,LPL,2018.0,Summer Season,LNG Esports,Top Esports,1.25,3.75
01 Jul 2018,LPL,2018.0,Summer Season,Oh My God,FunPlus Phoenix,2.01,1.75
30 Jun 2018,LPL,2018.0,Summer Season,Invictus Gaming,Royal Never Give Up,1.89,1.84
30 Jun 2018,LPL,2018.0,Summer Season,JD Gaming,Vici Gaming,1.25,3.79
30 Jun 2018,LPL,2018.0,Summer Season,Bilibili Gaming,LGD Gaming,1.29,3.47
29 Jun 2018,LPL,2018.0,Summer Season,Rogue Warriors,Team WE,1.27,3.59
29 Jun 2018,LPL,2018.0,Summer Season,EDward Gaming,Top Esports,1.13,5.36
27 Jun 2018,LPL,2018.0,Summer Season,Invictus Gaming,Bilibili Gaming,1.18,4.59
27 Jun 2018,LPL,2018.0,Summer Season,Royal Never Give Up,Vici Gaming,1.07,7.95
26 Jun 2018,LPL,2018.0,Summer Season,EDward Gaming,LNG Esports,1.25,3.74
26 Jun 2018,LPL,2018.0,Summer Season,Top Esports,FunPlus Phoenix,2.86,1.38
25 Jun 2018,LPL,2018.0,Summer Season,Invictus Gaming,Suning,1.19,4.44
25 Jun 2018,LPL,2018.0,Summer Season,JD Gaming,LGD Gaming,1.13,5.41
24 Jun 2018,LPL,2018.0,Summer Season,Rogue Warriors,FunPlus Phoenix,1.28,3.57
24 Jun 2018,LPL,2018.0,Summer Season,EDward Gaming,Team WE,1.28,3.52
24 Jun 2018,LPL,2018.0,Summer Season,Oh My God,Top Esports,1.67,2.14
23 Jun 2018,LPL,2018.0,Summer Season,Royal Never Give Up,Bilibili Gaming,1.23,3.99
23 Jun 2018,LPL,2018.0,Summer Season,Suning,JD Gaming,2.11,1.69
23 Jun 2018,LPL,2018.0,Summer Season,LGD Gaming,Vici Gaming,1.99,1.77
22 Jun 2018,LPL,2018.0,Summer Season,Team WE,Oh My God,1.62,2.23
22 Jun 2018,LPL,2018.0,Summer Season,Rogue Warriors,LNG Esports,1.45,2.77
20 Jun 2018,LPL,2018.0,Summer Season,Royal Never Give Up,Suning,1.35,3.09
20 Jun 2018,LPL,2018.0,Summer Season,Invictus Gaming,Vici Gaming,1.06,8.53
19 Jun 2018,LPL,2018.0,Summer Season,EDward Gaming,Oh My God,1.26,4.03
19 Jun 2018,LPL,2018.0,Summer Season,Team WE,FunPlus Phoenix,1.51,2.45
18 Jun 2018,LPL,2018.0,Summer Season,Royal Never Give Up,LGD Gaming,1.11,6.19
18 Jun 2018,LPL,2018.0,Summer Season,Bilibili Gaming,Suning,1.63,2.20
17 Jun 2018,LPL,2018.0,Summer Season,Royal Never Give Up,JD Gaming,1.17,4.67
17 Jun 2018,LPL,2018.0,Summer Season,Team WE,LNG Esports,1.82,1.92
17 Jun 2018,LPL,2018.0,Summer Season,EDward Gaming,FunPlus Phoenix,1.30,3.57
16 Jun 2018,LPL,2018.0,Summer Season,Team WE,Top Esports,1.24,3.86
16 Jun 2018,LPL,2018.0,Summer Season,Rogue Warriors,Oh My God,1.36,3.19
16 Jun 2018,LPL,2018.0,Summer Season,Suning,LGD Gaming,1.40,2.95
15 Jun 2018,LPL,2018.0,Summer Season,FunPlus Phoenix,LNG Esports,2.04,1.79
15 Jun 2018,LPL,2018.0,Summer Season,Suning,Vici Gaming,1.32,3.27
13 Jun 2018,LPL,2018.0,Summer Season,Bilibili Gaming,JD Gaming,1.44,2.66
13 Jun 2018,LPL,2018.0,Summer Season,Invictus Gaming,LGD Gaming,1.11,6.14
12 Jun 2018,LPL,2018.0,Summer Season,Top Esports,Rogue Warriors,5.86,1.12
12 Jun 2018,LPL,2018.0,Summer Season,Oh My God,LNG Esports,3.04,1.39
11 Jun 2018,LPL,2018.0,Summer Season,Vici Gaming,Bilibili Gaming,6.23,1.11
11 Jun 2018,LPL,2018.0,Summer Season,JD Gaming,Invictus Gaming,4.66,1.17
28 Apr 2018,LPL,2018.0,Spring - Play Offs,Royal Never Give Up,EDward Gaming,1.63,2.24
24 Apr 2018,LPL,2018.0,Spring - Play Offs,Invictus Gaming,Rogue Warriors,1.23,4.38
22 Apr 2018,LPL,2018.0,Spring - Play Offs,EDward Gaming,Rogue Warriors,1.42,2.76
08 Apr 2018,LPL,2018.0,Spring Season,EDward Gaming,Bilibili Gaming,1.42,2.76
08 Apr 2018,LPL,2018.0,Spring Season,Vici Gaming,FunPlus Phoenix,3.40,1.34
08 Apr 2018,LPL,2018.0,Spring Season,Team WE,Oh My God,1.36,3.35
07 Apr 2018,LPL,2018.0,Spring Season,Royal Never Give Up,Top Esports,1.12,5.55
07 Apr 2018,LPL,2018.0,Spring Season,Invictus Gaming,LGD Gaming,1.07,7.58
07 Apr 2018,LPL,2018.0,Spring Season,JD Gaming,Rogue Warriors,2.91,1.43
06 Apr 2018,LPL,2018.0,Spring Season,Team WE,LNG Esports,1.71,2.08
06 Apr 2018,LPL,2018.0,Spring Season,Bilibili Gaming,Vici Gaming,1.18,4.65
04 Apr 2018,LPL,2018.0,Spring Season,Oh My God,LNG Esports,5.07,1.17
04 Apr 2018,LPL,2018.0,Spring Season,LGD Gaming,Top Esports,1.44,2.79
03 Apr 2018,LPL,2018.0,Spring Season,EDward Gaming,FunPlus Phoenix,1.48,2.61
03 Apr 2018,LPL,2018.0,Spring Season,Invictus Gaming,Suning,1.12,6.00
02 Apr 2018,LPL,2018.0,Spring Season,Royal Never Give Up,Rogue Warriors,2.04,1.73
02 Apr 2018,LPL,2018.0,Spring Season,Team WE,Vici Gaming,1.17,4.77
01 Apr 2018,LPL,2018.0,Spring Season,Suning,JD Gaming,1.54,2.38
01 Apr 2018,LPL,2018.0,Spring Season,LNG Esports,FunPlus Phoenix,1.36,3.01
01 Apr 2018,LPL,2018.0,Spring Season,Oh My God,Bilibili Gaming,4.15,1.26
31 Mar 2018,LPL,2018.0,Spring Season,EDward Gaming,Team WE,1.65,2.20
31 Mar 2018,LPL,2018.0,Spring Season,Royal Never Give Up,LGD Gaming,1.24,4.46
31 Mar 2018,LPL,2018.0,Spring Season,Invictus Gaming,Rogue Warriors,1.39,3.02
30 Mar 2018,LPL,2018.0,Spring Season,Bilibili Gaming,FunPlus Phoenix,1.74,2.02
30 Mar 2018,LPL,2018.0,Spring Season,LGD Gaming,JD Gaming,2.62,1.49
28 Mar 2018,LPL,2018.0,Spring Season,Royal Never Give Up,Suning,1.53,2.47
28 Mar 2018,LPL,2018.0,Spring Season,Invictus Gaming,Top Esports,1.03,10.97
27 Mar 2018,LPL,2018.0,Spring Season,LNG Esports,Bilibili Gaming,1.36,3.13
27 Mar 2018,LPL,2018.0,Spring Season,Oh My God,FunPlus Phoenix,3.38,1.34
26 Mar 2018,LPL,2018.0,Spring Season,JD Gaming,Top Esports,1.33,3.44
26 Mar 2018,LPL,2018.0,Spring Season,Suning,Rogue Warriors,4.95,1.16
25 Mar 2018,LPL,2018.0,Spring Season,Royal Never Give Up,Invictus Gaming,2.45,1.54
25 Mar 2018,LPL,2018.0,Spring Season,LNG Esports,Vici Gaming,1.11,6.11
25 Mar 2018,LPL,2018.0,Spring Season,EDward Gaming,Oh My God,1.09,6.97
24 Mar 2018,LPL,2018.0,Spring Season,Suning,LGD Gaming,1.19,4.48
24 Mar 2018,LPL,2018.0,Spring Season,Team WE,Bilibili Gaming,1.72,2.07
24 Mar 2018,LPL,2018.0,Spring Season,Top Esports,Rogue Warriors,8.11,1.11
23 Mar 2018,LPL,2018.0,Spring Season,EDward Gaming,Vici Gaming,1.11,6.11
23 Mar 2018,LPL,2018.0,Spring Season,Invictus Gaming,JD Gaming,1.11,6.37
21 Mar 2018,LPL,2018.0,Spring Season,EDward Gaming,LNG Esports,1.74,2.03
21 Mar 2018,LPL,2018.0,Spring Season,Oh My God,Vici Gaming,1.72,2.08
20 Mar 2018,LPL,2018.0,Spring Season,Royal Never Give Up,JD Gaming,1.18,4.51
20 Mar 2018,LPL,2018.0,Spring Season,LGD Gaming,Rogue Warriors,7.98,1.07
19 Mar 2018,LPL,2018.0,Spring Season,Team WE,FunPlus Phoenix,1.38,3.07
19 Mar 2018,LPL,2018.0,Spring Season,Suning,Top Esports,1.14,5.02
18 Mar 2018,LPL,2018.0,Spring Season,LNG Esports,Royal Never Give Up,2.97,1.38
18 Mar 2018,LPL,2018.0,Spring Season,Oh My God,Rogue Warriors,6.65,1.10
17 Mar 2018,LPL,2018.0,Spring Season,Bilibili Gaming,JD Gaming,1.85,1.89
17 Mar 2018,LPL,2018.0,Spring Season,LGD Gaming,EDward Gaming,5.32,1.14
17 Mar 2018,LPL,2018.0,Spring Season,Team WE,Invictus Gaming,3.81,1.25
16 Mar 2018,LPL,2018.0,Spring Season,Royal Never Give Up,Oh My God,1.09,6.77
16 Mar 2018,LPL,2018.0,Spring Season,LNG Esports,Rogue Warriors,2.19,1.65
14 Mar 2018,LPL,2018.0,Spring Season,Vici Gaming,JD Gaming,4.00,1.22
14 Mar 2018,LPL,2018.0,Spring Season,EDward Gaming,Top Esports,1.13,5.60
13 Mar 2018,LPL,2018.0,Spring Season,Bilibili Gaming,Suning,1.60,2.26
13 Mar 2018,LPL,2018.0,Spring Season,LGD Gaming,Oh My God,1.58,2.31
12 Mar 2018,LPL,2018.0,Spring Season,Rogue Warriors,FunPlus Phoenix,1.17,4.87
12 Mar 2018,LPL,2018.0,Spring Season,Invictus Gaming,Vici Gaming,1.06,8.51
11 Mar 2018,LPL,2018.0,Spring Season,EDward Gaming,Royal Never Give Up,2.28,1.61
11 Mar 2018,LPL,2018.0,Spring Season,LNG Esports,Top Esports,1.19,4.55
10 Mar 2018,LPL,2018.0,Spring Season,JD Gaming,Oh My God,1.40,3.05
10 Mar 2018,LPL,2018.0,Spring Season,Team WE,LGD Gaming,1.23,4.07
09 Mar 2018,LPL,2018.0,Spring Season,Invictus Gaming,Bilibili Gaming,1.19,4.41
09 Mar 2018,LPL,2018.0,Spring Season,Suning,FunPlus Phoenix,1.62,2.26
07 Mar 2018,LPL,2018.0,Spring Season,LNG Esports,JD Gaming,1.47,2.66
07 Mar 2018,LPL,2018.0,Spring Season,Top Esports,Oh My God,2.07,1.72
06 Mar 2018,LPL,2018.0,Spring Season,Suning,Team WE,2.33,1.59
06 Mar 2018,LPL,2018.0,Spring Season,Vici Gaming,Rogue Warriors,5.82,1.12
05 Mar 2018,LPL,2018.0,Spring Season,JD Gaming,EDward Gaming,2.74,1.27
05 Mar 2018,LPL,2018.0,Spring Season,FunPlus Phoenix,Royal Never Give Up,3.07,1.39
04 Mar 2018,LPL,2018.0,Spring Season,Team WE,Top Esports,1.14,5.00
04 Mar 2018,LPL,2018.0,Spring Season,LNG Esports,Suning,1.53,2.48
03 Mar 2018,LPL,2018.0,Spring Season,Invictus Gaming,EDward Gaming,1.52,2.50
03 Mar 2018,LPL,2018.0,Spring Season,FunPlus Phoenix,LGD Gaming,1.80,1.94
02 Mar 2018,LPL,2018.0,Spring Season,Vici Gaming,LGD Gaming,3.31,1.32
02 Mar 2018,LPL,2018.0,Spring Season,Oh My God,Suning,2.22,1.63
28 Feb 2018,LPL,2018.0,Spring Season,Rogue Warriors,EDward Gaming,2.23,1.62
28 Feb 2018,LPL,2018.0,Spring Season,Vici Gaming,Royal Never Give Up,11.20,1.02
27 Feb 2018,LPL,2018.0,Spring Season,Top Esports,FunPlus Phoenix,2.40,1.55
27 Feb 2018,LPL,2018.0,Spring Season,Team WE,JD Gaming,1.67,2.12
26 Feb 2018,LPL,2018.0,Spring Season,EDward Gaming,Suning,1.26,3.70
26 Feb 2018,LPL,2018.0,Spring Season,Rogue Warriors,Bilibili Gaming,1.43,2.66
25 Feb 2018,LPL,2018.0,Spring Season,Royal Never Give Up,Team WE,1.73,2.03
25 Feb 2018,LPL,2018.0,Spring Season,Invictus Gaming,LNG Esports,1.66,2.15
24 Feb 2018,LPL,2018.0,Spring Season,LGD Gaming,Bilibili Gaming,-,-
24 Feb 2018,LPL,2018.0,Spring Season,JD Gaming,FunPlus Phoenix,1.40,3.02
23 Feb 2018,LPL,2018.0,Spring Season,Oh My God,Invictus Gaming,3.56,1.27
23 Feb 2018,LPL,2018.0,Spring Season,Top Esports,Vici Gaming,1.72,2.08
07 Feb 2018,LPL,2018.0,Spring Season,Invictus Gaming,FunPlus Phoenix,1.25,4.29
07 Feb 2018,LPL,2018.0,Spring Season,Bilibili Gaming,Top Esports,1.16,4.93
06 Feb 2018,LPL,2018.0,Spring Season,LGD Gaming,LNG Esports,3.84,1.25
06 Feb 2018,LPL,2018.0,Spring Season,Vici Gaming,Suning,3.98,1.23
05 Feb 2018,LPL,2018.0,Spring Season,Team WE,Rogue Warriors,1.60,2.21
05 Feb 2018,LPL,2018.0,Spring Season,Royal Never Give Up,Bilibili Gaming,1.74,2.02
04 Feb 2018,LPL,2018.0,Spring Season,Team WE,EDward Gaming,2.02,1.75
04 Feb 2018,LPL,2018.0,Spring Season,FunPlus Phoenix,Vici Gaming,1.46,2.78
04 Feb 2018,LPL,2018.0,Spring Season,LGD Gaming,Invictus Gaming,4.19,1.28
03 Feb 2018,LPL,2018.0,Spring Season,LNG Esports,Oh My God,1.47,2.70
03 Feb 2018,LPL,2018.0,Spring Season,Suning,Royal Never Give Up,2.79,1.45
03 Feb 2018,LPL,2018.0,Spring Season,Rogue Warriors,JD Gaming,2.13,1.68
02 Feb 2018,LPL,2018.0,Spring Season,Vici Gaming,EDward Gaming,6.14,1.12
02 Feb 2018,LPL,2018.0,Spring Season,FunPlus Phoenix,Bilibili Gaming,2.40,1.55
31 Jan 2018,LPL,2018.0,Spring Season,Vici Gaming,Oh My God,3.27,1.32
31 Jan 2018,LPL,2018.0,Spring Season,Suning,Invictus Gaming,3.66,1.29
30 Jan 2018,LPL,2018.0,Spring Season,Bilibili Gaming,LNG Esports,2.31,1.60
30 Jan 2018,LPL,2018.0,Spring Season,Top Esports,LGD Gaming,3.58,1.28
29 Jan 2018,LPL,2018.0,Spring Season,JD Gaming,Suning,1.55,2.39
29 Jan 2018,LPL,2018.0,Spring Season,Rogue Warriors,Royal Never Give Up,2.99,1.40
28 Jan 2018,LPL,2018.0,Spring Season,Oh My God,EDward Gaming,3.39,1.33
28 Jan 2018,LPL,2018.0,Spring Season,Top Esports,Invictus Gaming,5.46,1.14
28 Jan 2018,LPL,2018.0,Spring Season,Vici Gaming,LNG Esports,3.58,1.30
27 Jan 2018,LPL,2018.0,Spring Season,Rogue Warriors,LGD Gaming,-,-
27 Jan 2018,LPL,2018.0,Spring Season,FunPlus Phoenix,Team WE,3.65,1.26
26 Jan 2018,LPL,2018.0,Spring Season,Vici Gaming,Team WE,4.01,1.26
26 Jan 2018,LPL,2018.0,Spring Season,Bilibili Gaming,EDward Gaming,3.02,1.40
24 Jan 2018,LPL,2018.0,Spring Season,Bilibili Gaming,Oh My God,1.75,2.02
24 Jan 2018,LPL,2018.0,Spring Season,JD Gaming,Invictus Gaming,2.72,1.45
23 Jan 2018,LPL,2018.0,Spring Season,LGD Gaming,Royal Never Give Up,5.20,1.15
23 Jan 2018,LPL,2018.0,Spring Season,LNG Esports,Team WE,2.49,1.50
22 Jan 2018,LPL,2018.0,Spring Season,Top Esports,JD Gaming,3.68,1.25
22 Jan 2018,LPL,2018.0,Spring Season,Rogue Warriors,Suning,1.68,2.09
