date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
16 Sep 2018,LCK,2018.0,Regional Finals,DRX,Gen.G,1.62,2.23
14 Sep 2018,LCK,2018.0,Regional Finals,Griffin,Gen.G,1.50,2.56
12 Sep 2018,LCK,2018.0,Regional Finals,Gen.G,T1,1.53,2.50
08 Sep 2018,LCK,2018.0,Summer - Play offs,KT Rolster,Griffin,1.65,2.13
18 Aug 2018,LCK,2018.0,Summer - Play offs,Griffin,Afreeca Freecs,1.88,1.86
15 Aug 2018,LCK,2018.0,Summer - Play offs,DRX,Afreeca Freecs,1.42,2.88
12 Aug 2018,LCK,2018.0,Summer - Play offs,Gen.G,Afreeca Freecs,1.53,2.44
09 Aug 2018,LCK,2018.0,Summer Season,MVP,KT Rolster,7.25,1.08
09 Aug 2018,LCK,2018.0,Summer Season,T1,DRX,3.10,1.40
08 Aug 2018,LCK,2018.0,Summer Season,Griffin,bbq Olivers,1.09,6.88
08 Aug 2018,LCK,2018.0,Summer Season,Afreeca Freecs,Jin Air Green Wings,1.32,3.58
07 Aug 2018,LCK,2018.0,Summer Season,Hanwha Life,KT Rolster,2.50,1.53
07 Aug 2018,LCK,2018.0,Summer Season,Gen.G,MVP,1.18,5.73
05 Aug 2018,LCK,2018.0,Summer Season,DRX,bbq Olivers,1.16,5.81
05 Aug 2018,LCK,2018.0,Summer Season,Afreeca Freecs,Hanwha Life,1.62,2.28
04 Aug 2018,LCK,2018.0,Summer Season,Gen.G,Jin Air Green Wings,1.26,3.99
04 Aug 2018,LCK,2018.0,Summer Season,T1,Griffin,2.19,1.62
02 Aug 2018,LCK,2018.0,Summer Season,Jin Air Green Wings,KT Rolster,4.18,1.22
02 Aug 2018,LCK,2018.0,Summer Season,Hanwha Life,MVP,1.31,3.52
01 Aug 2018,LCK,2018.0,Summer Season,T1,Afreeca Freecs,1.93,1.78
01 Aug 2018,LCK,2018.0,Summer Season,bbq Olivers,Gen.G,4.53,1.22
31 Jul 2018,LCK,2018.0,Summer Season,DRX,Hanwha Life,1.43,2.74
31 Jul 2018,LCK,2018.0,Summer Season,Jin Air Green Wings,Griffin,6.11,1.11
29 Jul 2018,LCK,2018.0,Summer Season,KT Rolster,bbq Olivers,1.13,5.74
29 Jul 2018,LCK,2018.0,Summer Season,T1,Gen.G,2.49,1.51
28 Jul 2018,LCK,2018.0,Summer Season,Griffin,MVP,1.20,5.46
28 Jul 2018,LCK,2018.0,Summer Season,Afreeca Freecs,DRX,2.06,1.71
27 Jul 2018,LCK,2018.0,Summer Season,Jin Air Green Wings,T1,3.33,1.36
27 Jul 2018,LCK,2018.0,Summer Season,bbq Olivers,Hanwha Life,3.24,1.34
26 Jul 2018,LCK,2018.0,Summer Season,Gen.G,Griffin,2.16,1.67
26 Jul 2018,LCK,2018.0,Summer Season,DRX,KT Rolster,2.10,1.70
25 Jul 2018,LCK,2018.0,Summer Season,MVP,Afreeca Freecs,5.47,1.14
25 Jul 2018,LCK,2018.0,Summer Season,Hanwha Life,Jin Air Green Wings,1.39,3.05
25 Jul 2018,LCK,2018.0,Summer Season,T1,bbq Olivers,1.34,3.24
24 Jul 2018,LCK,2018.0,Summer Season,Gen.G,KT Rolster,2.00,1.74
24 Jul 2018,LCK,2018.0,Summer Season,Griffin,DRX,1.74,2.03
22 Jul 2018,LCK,2018.0,Summer Season,Afreeca Freecs,Gen.G,1.74,2.04
22 Jul 2018,LCK,2018.0,Summer Season,DRX,MVP,1.23,4.29
21 Jul 2018,LCK,2018.0,Summer Season,T1,Hanwha Life,2.09,1.70
21 Jul 2018,LCK,2018.0,Summer Season,Griffin,KT Rolster,1.71,2.07
20 Jul 2018,LCK,2018.0,Summer Season,bbq Olivers,Afreeca Freecs,6.11,1.12
20 Jul 2018,LCK,2018.0,Summer Season,Jin Air Green Wings,MVP,1.90,1.83
19 Jul 2018,LCK,2018.0,Summer Season,KT Rolster,T1,1.45,2.71
19 Jul 2018,LCK,2018.0,Summer Season,Hanwha Life,Griffin,2.60,1.49
18 Jul 2018,LCK,2018.0,Summer Season,Jin Air Green Wings,bbq Olivers,1.45,2.65
18 Jul 2018,LCK,2018.0,Summer Season,Gen.G,DRX,2.20,1.63
17 Jul 2018,LCK,2018.0,Summer Season,MVP,T1,2.73,1.45
17 Jul 2018,LCK,2018.0,Summer Season,Afreeca Freecs,Griffin,2.41,1.55
15 Jul 2018,LCK,2018.0,Summer Season,Hanwha Life,Gen.G,1.93,1.76
15 Jul 2018,LCK,2018.0,Summer Season,KT Rolster,Afreeca Freecs,1.73,2.05
14 Jul 2018,LCK,2018.0,Summer Season,MVP,bbq Olivers,1.49,2.60
14 Jul 2018,LCK,2018.0,Summer Season,DRX,Jin Air Green Wings,1.16,5.98
13 Jul 2018,LCK,2018.0,Summer Season,Hanwha Life,T1,1.80,1.96
13 Jul 2018,LCK,2018.0,Summer Season,Griffin,Gen.G,1.57,2.36
12 Jul 2018,LCK,2018.0,Summer Season,MVP,DRX,4.18,1.24
12 Jul 2018,LCK,2018.0,Summer Season,bbq Olivers,Jin Air Green Wings,1.98,1.78
11 Jul 2018,LCK,2018.0,Summer Season,KT Rolster,Hanwha Life,1.40,3.00
11 Jul 2018,LCK,2018.0,Summer Season,Griffin,Afreeca Freecs,2.07,1.72
