date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
07 Sep 2019,LCK,2019.0,Regional Finals,DAMWON Gaming,DRX,1.70,2.08
05 Sep 2019,LCK,2019.0,Regional Finals,SANDBOX Gaming,DRX,1.80,1.93
03 Sep 2019,LCK,2019.0,Regional Finals,DRX,Afreeca Freecs,2.44,1.51
31 Aug 2019,LCK,2019.0,Summer - Play offs,Griffin,T1,2.45,1.51
25 Aug 2019,LCK,2019.0,Summer - Play offs,DAMWON Gaming,T1,2.17,1.65
23 Aug 2019,LCK,2019.0,Summer - Play offs,SANDBOX Gaming,T1,2.61,1.46
21 Aug 2019,LCK,2019.0,Summer - Play offs,T1,Afreeca Freecs,1.31,3.19
18 Aug 2019,LCK,2019.0,Summer Season,Hanwha Life,Griffin,4.36,1.20
18 Aug 2019,LCK,2019.0,Summer Season,DAMWON Gaming,Gen.G,1.38,2.91
17 Aug 2019,LCK,2019.0,Summer Season,SANDBOX Gaming,T1,2.52,1.50
17 Aug 2019,LCK,2019.0,Summer Season,DRX,KT Rolster,1.43,2.71
16 Aug 2019,LCK,2019.0,Summer Season,Afreeca Freecs,Hanwha Life,1.36,3.02
16 Aug 2019,LCK,2019.0,Summer Season,Griffin,Jin Air Green Wings,1.02,12.10
15 Aug 2019,LCK,2019.0,Summer Season,KT Rolster,SANDBOX Gaming,4.05,1.22
15 Aug 2019,LCK,2019.0,Summer Season,T1,DAMWON Gaming,1.58,2.31
11 Aug 2019,LCK,2019.0,Summer Season,Gen.G,Afreeca Freecs,1.75,2.02
11 Aug 2019,LCK,2019.0,Summer Season,Griffin,DRX,1.31,3.35
10 Aug 2019,LCK,2019.0,Summer Season,KT Rolster,Jin Air Green Wings,1.18,4.58
10 Aug 2019,LCK,2019.0,Summer Season,Hanwha Life,T1,7.10,1.09
09 Aug 2019,LCK,2019.0,Summer Season,Gen.G,Griffin,2.51,1.50
09 Aug 2019,LCK,2019.0,Summer Season,Afreeca Freecs,SANDBOX Gaming,2.11,1.69
08 Aug 2019,LCK,2019.0,Summer Season,DAMWON Gaming,KT Rolster,1.21,4.11
08 Aug 2019,LCK,2019.0,Summer Season,Jin Air Green Wings,DRX,7.71,1.07
04 Aug 2019,LCK,2019.0,Summer Season,DRX,SANDBOX Gaming,1.75,2.02
04 Aug 2019,LCK,2019.0,Summer Season,Hanwha Life,DAMWON Gaming,6.66,1.10
