date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
16 Aug 2020,LCL,2020.0,Summer - Play offs,Gambit Esports,CrowCrowd,1.11,6.28
15 Aug 2020,LCL,2020.0,Summer - Play offs,Unicorns of Love,One Breath Gaming,1.02,13.35
09 Aug 2020,LCL,2020.0,Summer Season,RoX,Elements Pro Gaming,1.51,2.46
09 Aug 2020,LCL,2020.0,Summer Season,Gambit Esports,Dragon Army,1.17,4.60
09 Aug 2020,LCL,2020.0,Summer Season,Vega Squadron,Unicorns of Love,10.55,1.03
09 Aug 2020,LCL,2020.0,Summer Season,CrowCrowd,One Breath Gaming,1.52,2.45
08 Aug 2020,LCL,2020.0,Summer Season,Elements Pro Gaming,Unicorns of Love,11.20,1.02
08 Aug 2020,LCL,2020.0,Summer Season,Dragon Army,Vega Squadron,1.60,2.28
08 Aug 2020,LCL,2020.0,Summer Season,Gambit Esports,One Breath Gaming,1.52,2.46
08 Aug 2020,LCL,2020.0,Summer Season,CrowCrowd,RoX,1.30,3.41
02 Aug 2020,LCL,2020.0,Summer Season,Gambit Esports,Unicorns of Love,2.89,1.37
02 Aug 2020,LCL,2020.0,Summer Season,Dragon Army,CrowCrowd,2.64,1.45
02 Aug 2020,LCL,2020.0,Summer Season,One Breath Gaming,Elements Pro Gaming,1.23,3.93
02 Aug 2020,LCL,2020.0,Summer Season,Vega Squadron,RoX,1.96,1.77
01 Aug 2020,LCL,2020.0,Summer Season,RoX,Dragon Army,2.91,1.39
01 Aug 2020,LCL,2020.0,Summer Season,Vega Squadron,Gambit Esports,7.13,1.08
01 Aug 2020,LCL,2020.0,Summer Season,Elements Pro Gaming,CrowCrowd,3.70,1.26
01 Aug 2020,LCL,2020.0,Summer Season,One Breath Gaming,Unicorns of Love,4.11,1.22
26 Jul 2020,LCL,2020.0,Summer Season,Unicorns of Love,Dragon Army,1.08,7.53
26 Jul 2020,LCL,2020.0,Summer Season,RoX,One Breath Gaming,4.18,1.21
26 Jul 2020,LCL,2020.0,Summer Season,Elements Pro Gaming,Gambit Esports,6.03,1.11
26 Jul 2020,LCL,2020.0,Summer Season,Vega Squadron,CrowCrowd,3.25,1.32
25 Jul 2020,LCL,2020.0,Summer Season,RoX,Gambit Esports,5.88,1.12
25 Jul 2020,LCL,2020.0,Summer Season,Elements Pro Gaming,Vega Squadron,1.59,2.25
25 Jul 2020,LCL,2020.0,Summer Season,Dragon Army,One Breath Gaming,3.01,1.36
25 Jul 2020,LCL,2020.0,Summer Season,Unicorns of Love,CrowCrowd,1.15,5.07
12 Jul 2020,LCL,2020.0,Summer Season,One Breath Gaming,Vega Squadron,1.20,4.29
12 Jul 2020,LCL,2020.0,Summer Season,Unicorns of Love,RoX,1.03,10.44
12 Jul 2020,LCL,2020.0,Summer Season,Dragon Army,Elements Pro Gaming,1.71,2.01
