date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
26 Aug 2017,LCK,2017.0,Summer - Play offs,Longzhu,T1,2.95,1.41
19 Aug 2017,LCK,2017.0,Summer - Play offs,KT Rolster,T1,2.73,1.46
15 Aug 2017,LCK,2017.0,Summer - Play offs,Samsung Galaxy,T1,2.90,1.43
12 Aug 2017,LCK,2017.0,Summer - Play offs,T1,Afreeca Freecs,1.34,3.17
06 Aug 2017,LCK,2017.0,Summer Season,Longzhu,Samsung Galaxy,2.07,1.76
06 Aug 2017,LCK,2017.0,Summer Season,T1,bbq Olivers,1.08,7.53
05 Aug 2017,LCK,2017.0,Summer Season,Afreeca Freecs,Jin Air Green Wings,1.53,2.44
05 Aug 2017,LCK,2017.0,Summer Season,MVP,Ever8 Winners,1.35,3.16
03 Aug 2017,LCK,2017.0,Summer Season,ROX Tigers,bbq Olivers,1.55,2.41
03 Aug 2017,LCK,2017.0,Summer Season,T1,KT Rolster,1.97,1.79
02 Aug 2017,LCK,2017.0,Summer Season,MVP,Afreeca Freecs,3.32,1.31
02 Aug 2017,LCK,2017.0,Summer Season,Ever8 Winners,Jin Air Green Wings,4.16,1.22
01 Aug 2017,LCK,2017.0,Summer Season,Samsung Galaxy,ROX Tigers,1.11,5.87
01 Aug 2017,LCK,2017.0,Summer Season,KT Rolster,Longzhu,1.73,2.05
30 Jul 2017,LCK,2017.0,Summer Season,Afreeca Freecs,Ever8 Winners,1.18,4.77
30 Jul 2017,LCK,2017.0,Summer Season,Jin Air Green Wings,MVP,1.49,2.58
28 Jul 2017,LCK,2017.0,Summer Season,T1,ROX Tigers,1.18,4.67
28 Jul 2017,LCK,2017.0,Summer Season,KT Rolster,bbq Olivers,1.09,7.32
27 Jul 2017,LCK,2017.0,Summer Season,Longzhu,Jin Air Green Wings,1.27,3.67
27 Jul 2017,LCK,2017.0,Summer Season,Samsung Galaxy,Afreeca Freecs,1.51,2.49
26 Jul 2017,LCK,2017.0,Summer Season,Ever8 Winners,T1,5.14,1.15
26 Jul 2017,LCK,2017.0,Summer Season,MVP,bbq Olivers,1.51,2.47
25 Jul 2017,LCK,2017.0,Summer Season,ROX Tigers,Longzhu,4.29,1.20
25 Jul 2017,LCK,2017.0,Summer Season,Samsung Galaxy,KT Rolster,2.10,1.69
23 Jul 2017,LCK,2017.0,Summer Season,Jin Air Green Wings,ROX Tigers,1.57,2.35
23 Jul 2017,LCK,2017.0,Summer Season,KT Rolster,Afreeca Freecs,1.53,2.47
22 Jul 2017,LCK,2017.0,Summer Season,Ever8 Winners,Longzhu,5.25,1.15
22 Jul 2017,LCK,2017.0,Summer Season,Samsung Galaxy,MVP,1.08,8.01
20 Jul 2017,LCK,2017.0,Summer Season,Samsung Galaxy,bbq Olivers,1.09,7.07
20 Jul 2017,LCK,2017.0,Summer Season,Longzhu,T1,2.23,1.63
19 Jul 2017,LCK,2017.0,Summer Season,ROX Tigers,Ever8 Winners,1.44,2.89
19 Jul 2017,LCK,2017.0,Summer Season,MVP,KT Rolster,6.44,1.11
18 Jul 2017,LCK,2017.0,Summer Season,bbq Olivers,Afreeca Freecs,4.21,1.22
18 Jul 2017,LCK,2017.0,Summer Season,Jin Air Green Wings,T1,4.72,1.17
16 Jul 2017,LCK,2017.0,Summer Season,KT Rolster,Ever8 Winners,1.08,7.35
16 Jul 2017,LCK,2017.0,Summer Season,MVP,ROX Tigers,2.63,1.47
15 Jul 2017,LCK,2017.0,Summer Season,Afreeca Freecs,T1,3.57,1.28
15 Jul 2017,LCK,2017.0,Summer Season,bbq Olivers,Jin Air Green Wings,3.79,1.26
13 Jul 2017,LCK,2017.0,Summer Season,T1,Samsung Galaxy,1.39,2.94
13 Jul 2017,LCK,2017.0,Summer Season,bbq Olivers,Longzhu,5.74,1.13
12 Jul 2017,LCK,2017.0,Summer Season,Jin Air Green Wings,KT Rolster,3.59,1.28
12 Jul 2017,LCK,2017.0,Summer Season,ROX Tigers,Afreeca Freecs,2.61,1.47
11 Jul 2017,LCK,2017.0,Summer Season,Ever8 Winners,Samsung Galaxy,6.98,1.09
11 Jul 2017,LCK,2017.0,Summer Season,Longzhu,MVP,1.18,4.61
02 Jul 2017,LCK,2017.0,Summer Season,T1,MVP,1.05,9.03
02 Jul 2017,LCK,2017.0,Summer Season,bbq Olivers,Ever8 Winners,2.11,1.70
01 Jul 2017,LCK,2017.0,Summer Season,Jin Air Green Wings,Samsung Galaxy,4.71,1.18
01 Jul 2017,LCK,2017.0,Summer Season,Afreeca Freecs,Longzhu,2.17,1.67
29 Jun 2017,LCK,2017.0,Summer Season,KT Rolster,ROX Tigers,1.09,7.12
29 Jun 2017,LCK,2017.0,Summer Season,bbq Olivers,MVP,2.23,1.63
28 Jun 2017,LCK,2017.0,Summer Season,Jin Air Green Wings,Afreeca Freecs,2.58,1.49
28 Jun 2017,LCK,2017.0,Summer Season,Samsung Galaxy,Longzhu,1.49,2.57
27 Jun 2017,LCK,2017.0,Summer Season,KT Rolster,T1,2.40,1.56
27 Jun 2017,LCK,2017.0,Summer Season,Ever8 Winners,ROX Tigers,2.89,1.39
25 Jun 2017,LCK,2017.0,Summer Season,Longzhu,Afreeca Freecs,1.59,2.33
25 Jun 2017,LCK,2017.0,Summer Season,Samsung Galaxy,Jin Air Green Wings,1.22,4.18
24 Jun 2017,LCK,2017.0,Summer Season,bbq Olivers,KT Rolster,10.46,1.04
24 Jun 2017,LCK,2017.0,Summer Season,ROX Tigers,MVP,1.48,2.57
22 Jun 2017,LCK,2017.0,Summer Season,ROX Tigers,T1,5.94,1.12
22 Jun 2017,LCK,2017.0,Summer Season,Ever8 Winners,KT Rolster,7.75,1.07
21 Jun 2017,LCK,2017.0,Summer Season,Afreeca Freecs,MVP,1.31,3.36
21 Jun 2017,LCK,2017.0,Summer Season,bbq Olivers,Samsung Galaxy,8.87,1.05
20 Jun 2017,LCK,2017.0,Summer Season,Longzhu,Ever8 Winners,1.20,4.32
20 Jun 2017,LCK,2017.0,Summer Season,T1,Jin Air Green Wings,1.16,5.21
18 Jun 2017,LCK,2017.0,Summer Season,Samsung Galaxy,Ever8 Winners,1.08,7.09
18 Jun 2017,LCK,2017.0,Summer Season,T1,Afreeca Freecs,1.25,3.77
17 Jun 2017,LCK,2017.0,Summer Season,Jin Air Green Wings,bbq Olivers,1.51,2.47
17 Jun 2017,LCK,2017.0,Summer Season,MVP,Longzhu,2.72,1.43
15 Jun 2017,LCK,2017.0,Summer Season,KT Rolster,Samsung Galaxy,1.80,1.95
15 Jun 2017,LCK,2017.0,Summer Season,Afreeca Freecs,ROX Tigers,1.41,2.81
14 Jun 2017,LCK,2017.0,Summer Season,Ever8 Winners,bbq Olivers,1.63,2.23
14 Jun 2017,LCK,2017.0,Summer Season,MVP,T1,6.55,1.10
13 Jun 2017,LCK,2017.0,Summer Season,Longzhu,ROX Tigers,1.38,2.95
13 Jun 2017,LCK,2017.0,Summer Season,KT Rolster,Jin Air Green Wings,1.33,3.16
11 Jun 2017,LCK,2017.0,Summer Season,KT Rolster,MVP,1.21,4.15
11 Jun 2017,LCK,2017.0,Summer Season,bbq Olivers,ROX Tigers,2.39,1.55
10 Jun 2017,LCK,2017.0,Summer Season,T1,Ever8 Winners,1.07,8.21
10 Jun 2017,LCK,2017.0,Summer Season,Jin Air Green Wings,Longzhu,3.11,1.34
08 Jun 2017,LCK,2017.0,Summer Season,Afreeca Freecs,bbq Olivers,1.25,3.76
08 Jun 2017,LCK,2017.0,Summer Season,MVP,Samsung Galaxy,3.97,1.23
07 Jun 2017,LCK,2017.0,Summer Season,T1,Longzhu,1.23,3.95
07 Jun 2017,LCK,2017.0,Summer Season,Jin Air Green Wings,Ever8 Winners,1.96,1.80
06 Jun 2017,LCK,2017.0,Summer Season,ROX Tigers,KT Rolster,3.96,1.23
06 Jun 2017,LCK,2017.0,Summer Season,Afreeca Freecs,Samsung Galaxy,2.95,1.38
04 Jun 2017,LCK,2017.0,Summer Season,bbq Olivers,T1,8.12,1.06
04 Jun 2017,LCK,2017.0,Summer Season,MVP,Ever8 Winners,1.27,3.81
03 Jun 2017,LCK,2017.0,Summer Season,ROX Tigers,Samsung Galaxy,4.91,1.15
03 Jun 2017,LCK,2017.0,Summer Season,Afreeca Freecs,KT Rolster,3.06,1.35
01 Jun 2017,LCK,2017.0,Summer Season,ROX Tigers,Jin Air Green Wings,1.47,2.59
01 Jun 2017,LCK,2017.0,Summer Season,Longzhu,bbq Olivers,1.32,3.23
31 May 2017,LCK,2017.0,Summer Season,Samsung Galaxy,T1,3.49,1.27
30 May 2017,LCK,2017.0,Summer Season,Longzhu,KT Rolster,5.32,1.14
30 May 2017,LCK,2017.0,Summer Season,MVP,Jin Air Green Wings,1.38,2.95
22 Apr 2017,LCK,2017.0,Spring - Play Offs,T1,KT Rolster,1.56,2.40
15 Apr 2017,LCK,2017.0,Spring - Play Offs,Samsung Galaxy,KT Rolster,1.83,1.93
11 Apr 2017,LCK,2017.0,Spring - Play Offs,KT Rolster,MVP,1.30,3.38
07 Apr 2017,LCK,2017.0,Spring - Play Offs,MVP,Afreeca Freecs,2.75,1.42
02 Apr 2017,LCK,2017.0,Spring Season,Jin Air Green Wings,bbq Olivers,2.20,1.63
02 Apr 2017,LCK,2017.0,Spring Season,KT Rolster,Longzhu,1.33,3.17
01 Apr 2017,LCK,2017.0,Spring Season,MVP,T1,4.56,1.17
01 Apr 2017,LCK,2017.0,Spring Season,ROX Tigers,Samsung Galaxy,4.52,1.18
30 Mar 2017,LCK,2017.0,Spring Season,Afreeca Freecs,KT Rolster,2.42,1.52
30 Mar 2017,LCK,2017.0,Spring Season,Longzhu,Kongdoo Monster,1.31,3.24
