date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
02 Sep 2017,OPL,2017.0,Summer - Play offs,LG Dire Wolves,Chiefs Esports Club,1.40,2.80
27 Aug 2017,OPL,2017.0,Summer - Play offs,Legacy eSports,Chiefs Esports Club,-,-
26 Aug 2017,OPL,2017.0,Summer - Play offs,Chiefs Esports Club,Sin Gaming,1.50,2.48
25 Aug 2017,OPL,2017.0,Summer - Play offs,Sin Gaming,Avant Garde,1.37,2.95
20 Aug 2017,OPL,2017.0,Summer Season,Chiefs Esports Club,LG Dire Wolves,3.18,1.35
20 Aug 2017,OPL,2017.0,Summer Season,Tainted Minds,Avant Garde,6.20,1.11
19 Aug 2017,OPL,2017.0,Summer Season,Team Regicide,Abyss Esports,3.31,1.32
19 Aug 2017,OPL,2017.0,Summer Season,Legacy eSports,Sin Gaming,1.35,3.12
13 Aug 2017,OPL,2017.0,Summer Season,LG Dire Wolves,Abyss Esports,1.07,8.50
13 Aug 2017,OPL,2017.0,Summer Season,Team Regicide,Chiefs Esports Club,8.36,1.05
12 Aug 2017,OPL,2017.0,Summer Season,Avant Garde,Sin Gaming,-,-
12 Aug 2017,OPL,2017.0,Summer Season,Tainted Minds,Legacy eSports,8.51,1.06
06 Aug 2017,OPL,2017.0,Summer Season,Tainted Minds,Sin Gaming,8.79,1.06
06 Aug 2017,OPL,2017.0,Summer Season,Chiefs Esports Club,Abyss Esports,1.13,5.65
05 Aug 2017,OPL,2017.0,Summer Season,LG Dire Wolves,Team Regicide,1.02,14.00
05 Aug 2017,OPL,2017.0,Summer Season,Avant Garde,Legacy eSports,6.58,1.10
30 Jul 2017,OPL,2017.0,Summer Season,Sin Gaming,Chiefs Esports Club,-,-
30 Jul 2017,OPL,2017.0,Summer Season,LG Dire Wolves,Tainted Minds,1.02,13.17
29 Jul 2017,OPL,2017.0,Summer Season,Avant Garde,Chiefs Esports Club,3.05,1.37
29 Jul 2017,OPL,2017.0,Summer Season,Tainted Minds,Abyss Esports,3.11,1.35
28 Jul 2017,OPL,2017.0,Summer Season,Legacy eSports,LG Dire Wolves,2.37,1.53
28 Jul 2017,OPL,2017.0,Summer Season,Avant Garde,Team Regicide,1.29,3.57
23 Jul 2017,OPL,2017.0,Summer Season,Legacy eSports,Abyss Esports,1.08,7.13
23 Jul 2017,OPL,2017.0,Summer Season,Team Regicide,Tainted Minds,2.12,1.69
22 Jul 2017,OPL,2017.0,Summer Season,Team Regicide,Sin Gaming,6.95,1.08
22 Jul 2017,OPL,2017.0,Summer Season,Avant Garde,Abyss Esports,1.18,4.34
21 Jul 2017,OPL,2017.0,Summer Season,Legacy eSports,Chiefs Esports Club,-,-
21 Jul 2017,OPL,2017.0,Summer Season,LG Dire Wolves,Sin Gaming,1.14,5.66
16 Jul 2017,OPL,2017.0,Summer Season,Sin Gaming,Abyss Esports,1.20,4.25
16 Jul 2017,OPL,2017.0,Summer Season,Tainted Minds,Chiefs Esports Club,6.41,1.11
15 Jul 2017,OPL,2017.0,Summer Season,Avant Garde,LG Dire Wolves,2.80,1.40
15 Jul 2017,OPL,2017.0,Summer Season,Legacy eSports,Team Regicide,1.05,9.16
25 Jun 2017,OPL,2017.0,Summer Season,LG Dire Wolves,Abyss Esports,1.05,8.74
25 Jun 2017,OPL,2017.0,Summer Season,Legacy eSports,Tainted Minds,1.11,5.71
24 Jun 2017,OPL,2017.0,Summer Season,Chiefs Esports Club,Team Regicide,1.06,5.30
24 Jun 2017,OPL,2017.0,Summer Season,Sin Gaming,Avant Garde,2.10,1.70
18 Jun 2017,OPL,2017.0,Summer Season,Tainted Minds,Sin Gaming,3.91,1.24
18 Jun 2017,OPL,2017.0,Summer Season,Chiefs Esports Club,Abyss Esports,1.06,8.18
17 Jun 2017,OPL,2017.0,Summer Season,Legacy eSports,Avant Garde,1.37,2.67
11 Jun 2017,OPL,2017.0,Summer Season,Avant Garde,Tainted Minds,-,-
11 Jun 2017,OPL,2017.0,Summer Season,Legacy eSports,Sin Gaming,1.50,2.50
10 Jun 2017,OPL,2017.0,Summer Season,Team Regicide,Abyss Esports,1.79,2.01
09 Apr 2017,OPL,2017.0,Spring - Play Offs,Legacy eSports,Sin Gaming,1.41,2.86
08 Apr 2017,OPL,2017.0,Spring - Play Offs,Chiefs Esports Club,Sin Gaming,1.08,7.27
07 Apr 2017,OPL,2017.0,Spring - Play Offs,Avant Garde,Sin Gaming,2.11,1.68
02 Apr 2017,OPL,2017.0,Spring Season,Abyss Esports,Legacy eSports,9.73,1.02
01 Apr 2017,OPL,2017.0,Spring Season,Sin Gaming,Avant Garde,1.42,2.60
01 Apr 2017,OPL,2017.0,Spring Season,Chiefs Esports Club,Tainted Minds,1.13,5.61
26 Mar 2017,OPL,2017.0,Spring Season,Sin Gaming,Abyss Esports,1.18,4.81
25 Mar 2017,OPL,2017.0,Spring Season,Avant Garde,Legacy eSports,2.75,1.41
19 Mar 2017,OPL,2017.0,Spring Season,Abyss Esports,Avant Garde,3.85,1.23
18 Mar 2017,OPL,2017.0,Spring Season,Legacy eSports,Sin Gaming,1.21,4.42
11 Mar 2017,OPL,2017.0,Spring Season,Sin Gaming,Chiefs Esports Club,4.91,1.14
05 Mar 2017,OPL,2017.0,Spring Season,Legacy eSports,Chiefs Esports Club,2.46,1.47
18 Feb 2017,OPL,2017.0,Spring Season,Avant Garde,Chiefs Esports Club,7.35,1.08
12 Feb 2017,OPL,2017.0,Spring Season,Abyss Esports,Chiefs Esports Club,11.95,1.02
04 Feb 2017,OPL,2017.0,Spring Season,Abyss Esports,Avant Garde,3.84,1.24
04 Feb 2017,OPL,2017.0,Spring Season,Sin Gaming,Legacy eSports,8.46,1.05
28 Jan 2017,OPL,2017.0,Spring Season,Legacy eSports,Abyss Esports,1.16,5.30
28 Jan 2017,OPL,2017.0,Spring Season,Sin Gaming,Avant Garde,2.86,1.40
22 Jan 2017,OPL,2017.0,Spring Season,Legacy eSports,Avant Garde,1.21,4.12
22 Jan 2017,OPL,2017.0,Spring Season,Abyss Esports,Sin Gaming,1.65,2.16
