date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
23 Aug 2020,LEC,2020.0,Summer - Play offs,Rogue,Fnatic,1.69,2.13
22 Aug 2020,LEC,2020.0,Summer - Play offs,G2 Esports,MAD Lions,1.36,3.08
21 Aug 2020,LEC,2020.0,Summer - Play offs,SK Gaming,Schalke 04,2.84,1.41
09 Aug 2020,LEC,2020.0,Summer Season,Fnatic,SK Gaming,1.55,2.40
09 Aug 2020,LEC,2020.0,Summer Season,G2 Esports,Excel Esports,1.28,3.58
09 Aug 2020,LEC,2020.0,Summer Season,Origen,Rogue,2.93,1.39
09 Aug 2020,LEC,2020.0,Summer Season,MAD Lions,Schalke 04,1.49,2.57
09 Aug 2020,LEC,2020.0,Summer Season,Misfits,Vitality,1.89,1.87
08 Aug 2020,LEC,2020.0,Summer Season,Rogue,MAD Lions,2.20,1.63
08 Aug 2020,LEC,2020.0,Summer Season,Misfits,G2 Esports,3.47,1.30
08 Aug 2020,LEC,2020.0,Summer Season,Excel Esports,Fnatic,2.50,1.51
08 Aug 2020,LEC,2020.0,Summer Season,SK Gaming,Origen,1.84,1.90
08 Aug 2020,LEC,2020.0,Summer Season,Schalke 04,Vitality,1.58,2.26
07 Aug 2020,LEC,2020.0,Summer Season,G2 Esports,SK Gaming,1.34,3.19
07 Aug 2020,LEC,2020.0,Summer Season,MAD Lions,Misfits,1.38,2.99
07 Aug 2020,LEC,2020.0,Summer Season,Schalke 04,Fnatic,2.48,1.52
07 Aug 2020,LEC,2020.0,Summer Season,Excel Esports,Origen,1.97,1.81
07 Aug 2020,LEC,2020.0,Summer Season,Rogue,Vitality,1.35,3.11
01 Aug 2020,LEC,2020.0,Summer Season,G2 Esports,Fnatic,1.54,2.44
01 Aug 2020,LEC,2020.0,Summer Season,Vitality,MAD Lions,3.50,1.32
01 Aug 2020,LEC,2020.0,Summer Season,Rogue,SK Gaming,1.37,3.01
01 Aug 2020,LEC,2020.0,Summer Season,Misfits,Excel Esports,1.62,2.25
01 Aug 2020,LEC,2020.0,Summer Season,Origen,Schalke 04,1.52,2.50
31 Jul 2020,LEC,2020.0,Summer Season,Fnatic,Rogue,1.87,1.89
31 Jul 2020,LEC,2020.0,Summer Season,Vitality,G2 Esports,3.25,1.33
31 Jul 2020,LEC,2020.0,Summer Season,MAD Lions,Origen,1.45,2.70
