date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
"Today, 27 Aug ",LPL,2020.0, - Summer - Play offs,Top Esports,JD Gaming,2.38,9.0
25 Aug 2020,LPL,2020.0,Summer - Play offs,Suning,LGD Gaming,1.9,1.85
23 Aug 2020,LPL,2020.0,Summer - Play offs,JD Gaming,LGD Gaming,1.37,2.99
22 Aug 2020,LPL,2020.0,Summer - Play offs,Top Esports,Suning,1.36,3.04
16 Aug 2020,LPL,2020.0,Summer - Play offs,Invictus Gaming,LGD Gaming,1.27,3.53
15 Aug 2020,LPL,2020.0,Summer - Play offs,Suning,Victory Five,1.8,1.96
14 Aug 2020,LPL,2020.0,Summer - Play offs,LGD Gaming,Team WE,1.54,2.41
13 Aug 2020,LPL,2020.0,Summer - Play offs,Victory Five,FunPlus Phoenix,2.05,1.72
09 Aug 2020,LPL,2020.0,Summer Season,FunPlus Phoenix,Suning,2.45,1.51
09 Aug 2020,LPL,2020.0,Summer Season,Invictus Gaming,Vici Gaming,1.23,4.01
09 Aug 2020,LPL,2020.0,Summer Season,Rogue Warriors,Royal Never Give Up,3.51,1.29
08 Aug 2020,LPL,2020.0,Summer Season,Top Esports,Team WE,1.28,3.53
08 Aug 2020,LPL,2020.0,Summer Season,eStar,EDward Gaming,3.06,1.36
08 Aug 2020,LPL,2020.0,Summer Season,LNG Esports,Dominus Esports,1.32,3.28
07 Aug 2020,LPL,2020.0,Summer Season,JD Gaming,Oh My God,1.13,5.39
07 Aug 2020,LPL,2020.0,Summer Season,Suning,Vici Gaming,1.44,2.72
06 Aug 2020,LPL,2020.0,Summer Season,Royal Never Give Up,Bilibili Gaming,1.3,3.43
06 Aug 2020,LPL,2020.0,Summer Season,Victory Five,Rogue Warriors,1.29,3.57
05 Aug 2020,LPL,2020.0,Summer Season,eStar,Top Esports,6.87,1.09
05 Aug 2020,LPL,2020.0,Summer Season,LNG Esports,LGD Gaming,3.86,1.24
04 Aug 2020,LPL,2020.0,Summer Season,Oh My God,Team WE,3.8,1.25
04 Aug 2020,LPL,2020.0,Summer Season,EDward Gaming,Victory Five,2.99,1.37
03 Aug 2020,LPL,2020.0,Summer Season,Bilibili Gaming,LGD Gaming,3.23,1.33
03 Aug 2020,LPL,2020.0,Summer Season,FunPlus Phoenix,Dominus Esports,1.06,8.64
02 Aug 2020,LPL,2020.0,Summer Season,Top Esports,Royal Never Give Up,1.19,4.38
02 Aug 2020,LPL,2020.0,Summer Season,eStar,Team WE,3.7,1.25
02 Aug 2020,LPL,2020.0,Summer Season,Victory Five,JD Gaming,3.15,1.35
01 Aug 2020,LPL,2020.0,Summer Season,Invictus Gaming,Oh My God,1.14,5.4
01 Aug 2020,LPL,2020.0,Summer Season,EDward Gaming,Bilibili Gaming,1.63,2.23
01 Aug 2020,LPL,2020.0,Summer Season,Rogue Warriors,LNG Esports,1.42,2.81
31 Jul 2020,LPL,2020.0,Summer Season,LGD Gaming,Vici Gaming,1.54,2.37
31 Jul 2020,LPL,2020.0,Summer Season,Royal Never Give Up,Dominus Esports,1.14,5.38
30 Jul 2020,LPL,2020.0,Summer Season,Team WE,Victory Five,2.29,1.59
30 Jul 2020,LPL,2020.0,Summer Season,Top Esports,Suning,1.26,3.76
29 Jul 2020,LPL,2020.0,Summer Season,FunPlus Phoenix,LGD Gaming,1.7,2.09
29 Jul 2020,LPL,2020.0,Summer Season,JD Gaming,eStar,1.13,5.64
28 Jul 2020,LPL,2020.0,Summer Season,EDward Gaming,LNG Esports,1.33,3.21
28 Jul 2020,LPL,2020.0,Summer Season,Bilibili Gaming,Rogue Warriors,2.18,1.65
27 Jul 2020,LPL,2020.0,Summer Season,Dominus Esports,Vici Gaming,4.27,1.2
27 Jul 2020,LPL,2020.0,Summer Season,Oh My God,Suning,3.97,1.23
26 Jul 2020,LPL,2020.0,Summer Season,Invictus Gaming,Top Esports,2.49,1.51
