date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
31 Aug 2019,OPL,2019.0,Summer - Play offs,Chiefs Esports Club,Mammoth,1.71,2.04
24 Aug 2019,OPL,2019.0,Summer - Play offs,Mammoth,ORDER,1.31,3.26
23 Aug 2019,OPL,2019.0,Summer - Play offs,Bombers,ORDER,1.30,3.31
22 Aug 2019,OPL,2019.0,Summer - Play offs,LG Dire Wolves,ORDER,1.31,3.26
17 Aug 2019,OPL,2019.0,Summer Season,Bombers,Chiefs Esports Club,2.61,1.45
17 Aug 2019,OPL,2019.0,Summer Season,Legacy eSports,Mammoth,8.29,1.05
17 Aug 2019,OPL,2019.0,Summer Season,ORDER,Avant Gaming,1.86,1.84
17 Aug 2019,OPL,2019.0,Summer Season,Bombers,LG Dire Wolves,1.47,2.55
17 Aug 2019,OPL,2019.0,Summer Season,Avant Gaming,Mammoth,3.61,1.26
17 Aug 2019,OPL,2019.0,Summer Season,Gravitas,LG Dire Wolves,2.39,1.53
16 Aug 2019,OPL,2019.0,Summer Season,Legacy eSports,Gravitas,3.18,1.32
16 Aug 2019,OPL,2019.0,Summer Season,ORDER,Chiefs Esports Club,4.09,1.21
16 Aug 2019,OPL,2019.0,Summer Season,Gravitas,Bombers,3.67,1.25
16 Aug 2019,OPL,2019.0,Summer Season,Chiefs Esports Club,Legacy eSports,1.03,10.00
16 Aug 2019,OPL,2019.0,Summer Season,Mammoth,ORDER,1.22,3.98
16 Aug 2019,OPL,2019.0,Summer Season,LG Dire Wolves,Avant Gaming,1.74,2.00
10 Aug 2019,OPL,2019.0,Summer Season,Bombers,Legacy eSports,1.08,7.17
10 Aug 2019,OPL,2019.0,Summer Season,Gravitas,ORDER,2.14,1.66
10 Aug 2019,OPL,2019.0,Summer Season,LG Dire Wolves,Mammoth,4.04,1.22
10 Aug 2019,OPL,2019.0,Summer Season,Chiefs Esports Club,Avant Gaming,1.28,3.49
09 Aug 2019,OPL,2019.0,Summer Season,Legacy eSports,ORDER,3.69,1.25
09 Aug 2019,OPL,2019.0,Summer Season,Bombers,Avant Gaming,1.39,2.89
09 Aug 2019,OPL,2019.0,Summer Season,Chiefs Esports Club,LG Dire Wolves,1.15,4.95
09 Aug 2019,OPL,2019.0,Summer Season,Gravitas,Mammoth,4.62,1.17
03 Aug 2019,OPL,2019.0,Summer Season,Avant Gaming,Legacy eSports,1.11,6.01
03 Aug 2019,OPL,2019.0,Summer Season,Mammoth,Bombers,1.38,2.91
03 Aug 2019,OPL,2019.0,Summer Season,Chiefs Esports Club,Gravitas,1.14,5.22
03 Aug 2019,OPL,2019.0,Summer Season,LG Dire Wolves,ORDER,1.55,2.37
02 Aug 2019,OPL,2019.0,Summer Season,Mammoth,Chiefs Esports Club,1.84,1.86
02 Aug 2019,OPL,2019.0,Summer Season,ORDER,Bombers,3.46,1.29
02 Aug 2019,OPL,2019.0,Summer Season,Avant Gaming,Gravitas,1.42,2.75
02 Aug 2019,OPL,2019.0,Summer Season,LG Dire Wolves,Legacy eSports,1.11,6.20
27 Jul 2019,OPL,2019.0,Summer Season,Avant Gaming,Chiefs Esports Club,3.39,1.30
27 Jul 2019,OPL,2019.0,Summer Season,ORDER,Gravitas,1.57,2.30
27 Jul 2019,OPL,2019.0,Summer Season,Mammoth,LG Dire Wolves,1.18,4.48
27 Jul 2019,OPL,2019.0,Summer Season,Legacy eSports,Bombers,6.52,1.10
26 Jul 2019,OPL,2019.0,Summer Season,Avant Gaming,LG Dire Wolves,1.52,2.45
26 Jul 2019,OPL,2019.0,Summer Season,Legacy eSports,Chiefs Esports Club,7.09,1.08
26 Jul 2019,OPL,2019.0,Summer Season,ORDER,Mammoth,3.38,1.30
26 Jul 2019,OPL,2019.0,Summer Season,Bombers,Gravitas,1.21,4.21
20 Jul 2019,OPL,2019.0,Summer Season,Gravitas,Legacy eSports,1.55,2.35
20 Jul 2019,OPL,2019.0,Summer Season,LG Dire Wolves,Bombers,2.41,1.53
20 Jul 2019,OPL,2019.0,Summer Season,Chiefs Esports Club,ORDER,1.20,4.22
20 Jul 2019,OPL,2019.0,Summer Season,Mammoth,Avant Gaming,1.58,2.31
19 Jul 2019,OPL,2019.0,Summer Season,LG Dire Wolves,Gravitas,1.38,2.91
19 Jul 2019,OPL,2019.0,Summer Season,Mammoth,Legacy eSports,1.10,6.46
