date,league_name,year,match_type,team_1,team_2,win_odds_home,win_odds_away
23 Aug 2020,CBLOL,2020.0,Summer - Play offs,INTZ-eSports,KaBuM! e-Sports,2.04,1.73
22 Aug 2020,CBLOL,2020.0,Summer - Play offs,paiN Gaming,Prodigy,1.36,3.05
09 Aug 2020,CBLOL,2020.0,Summer Season,Flamengo,Santos e-Sports,1.48,2.58
09 Aug 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,KaBuM! e-Sports,2.54,1.48
09 Aug 2020,CBLOL,2020.0,Summer Season,paiN Gaming,Prodigy,1.53,2.43
09 Aug 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,Vivo Keyd,1.84,1.90
08 Aug 2020,CBLOL,2020.0,Summer Season,paiN Gaming,FURIA Uppercut,1.33,3.21
08 Aug 2020,CBLOL,2020.0,Summer Season,Prodigy,Santos e-Sports,1.84,1.88
08 Aug 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,INTZ-eSports,2.48,1.50
08 Aug 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,Flamengo,1.88,1.85
07 Aug 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,FURIA Uppercut,1.58,2.30
07 Aug 2020,CBLOL,2020.0,Summer Season,Flamengo,Vivo Keyd,1.45,2.56
07 Aug 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,paiN Gaming,2.15,1.65
07 Aug 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,Prodigy,1.64,2.17
02 Aug 2020,CBLOL,2020.0,Summer Season,paiN Gaming,Vivo Keyd,1.26,3.67
02 Aug 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,INTZ-eSports,2.09,1.69
02 Aug 2020,CBLOL,2020.0,Summer Season,Prodigy,Flamengo,1.82,1.93
02 Aug 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,KaBuM! e-Sports,2.57,1.48
01 Aug 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,Prodigy,3.33,1.31
01 Aug 2020,CBLOL,2020.0,Summer Season,Flamengo,FURIA Uppercut,1.65,2.18
01 Aug 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,Santos e-Sports,1.90,1.83
01 Aug 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,paiN Gaming,2.35,1.55
26 Jul 2020,CBLOL,2020.0,Summer Season,Flamengo,INTZ-eSports,1.69,2.10
26 Jul 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,KaBuM! e-Sports,2.82,1.40
26 Jul 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,Prodigy,2.83,1.40
26 Jul 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,paiN Gaming,3.02,1.36
25 Jul 2020,CBLOL,2020.0,Summer Season,Prodigy,KaBuM! e-Sports,1.68,2.11
25 Jul 2020,CBLOL,2020.0,Summer Season,paiN Gaming,Flamengo,1.63,2.20
25 Jul 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,INTZ-eSports,2.47,1.51
25 Jul 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,Vivo Keyd,1.57,2.32
19 Jul 2020,CBLOL,2020.0,Summer Season,Prodigy,paiN Gaming,2.90,1.38
19 Jul 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,Flamengo,2.32,1.57
19 Jul 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,INTZ-eSports,1.69,2.09
19 Jul 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,FURIA Uppercut,1.82,1.92
18 Jul 2020,CBLOL,2020.0,Summer Season,Flamengo,KaBuM! e-Sports,1.78,1.97
18 Jul 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,Prodigy,1.68,2.11
18 Jul 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,Vivo Keyd,1.53,2.40
18 Jul 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,paiN Gaming,3.11,1.34
12 Jul 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,Santos e-Sports,2.45,1.52
12 Jul 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,Flamengo,2.77,1.41
12 Jul 2020,CBLOL,2020.0,Summer Season,paiN Gaming,KaBuM! e-Sports,1.38,2.93
12 Jul 2020,CBLOL,2020.0,Summer Season,Prodigy,INTZ-eSports,2.18,1.64
11 Jul 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,paiN Gaming,4.93,1.16
11 Jul 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,FURIA Uppercut,1.48,2.43
11 Jul 2020,CBLOL,2020.0,Summer Season,Flamengo,Prodigy,1.46,2.62
11 Jul 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,INTZ-eSports,1.83,1.90
05 Jul 2020,CBLOL,2020.0,Summer Season,paiN Gaming,INTZ-eSports,1.39,2.88
05 Jul 2020,CBLOL,2020.0,Summer Season,Prodigy,Vivo Keyd,1.83,1.90
05 Jul 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,Flamengo,3.45,1.29
05 Jul 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,KaBuM! e-Sports,1.63,2.19
04 Jul 2020,CBLOL,2020.0,Summer Season,Prodigy,FURIA Uppercut,2.05,1.73
04 Jul 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,Flamengo,2.77,1.41
04 Jul 2020,CBLOL,2020.0,Summer Season,paiN Gaming,Santos e-Sports,1.55,2.35
04 Jul 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,Vivo Keyd,1.44,2.66
28 Jun 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,Prodigy,1.53,2.41
28 Jun 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,FURIA Uppercut,1.62,2.21
28 Jun 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,Santos e-Sports,3.53,1.28
28 Jun 2020,CBLOL,2020.0,Summer Season,Flamengo,paiN Gaming,1.77,1.97
27 Jun 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,Vivo Keyd,2.02,1.73
27 Jun 2020,CBLOL,2020.0,Summer Season,Flamengo,Santos e-Sports,1.79,1.95
27 Jun 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,KaBuM! e-Sports,2.31,1.58
27 Jun 2020,CBLOL,2020.0,Summer Season,paiN Gaming,Prodigy,1.23,3.95
21 Jun 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,INTZ-eSports,2.33,1.57
21 Jun 2020,CBLOL,2020.0,Summer Season,paiN Gaming,FURIA Uppercut,1.39,2.88
21 Jun 2020,CBLOL,2020.0,Summer Season,Prodigy,Santos e-Sports,3.07,1.35
21 Jun 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,Flamengo,2.23,1.61
20 Jun 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,Prodigy,1.71,2.08
20 Jun 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,paiN Gaming,1.96,1.78
20 Jun 2020,CBLOL,2020.0,Summer Season,Flamengo,Vivo Keyd,1.37,2.92
20 Jun 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,FURIA Uppercut,1.25,3.72
14 Jun 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,KaBuM! e-Sports,2.74,1.42
14 Jun 2020,CBLOL,2020.0,Summer Season,Prodigy,Flamengo,2.27,1.60
14 Jun 2020,CBLOL,2020.0,Summer Season,paiN Gaming,Vivo Keyd,1.58,2.29
14 Jun 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,Santos e-Sports,2.55,1.45
13 Jun 2020,CBLOL,2020.0,Summer Season,Flamengo,FURIA Uppercut,1.52,2.44
13 Jun 2020,CBLOL,2020.0,Summer Season,INTZ-eSports,paiN Gaming,1.76,1.98
13 Jun 2020,CBLOL,2020.0,Summer Season,KaBuM! e-Sports,Santos e-Sports,2.13,1.67
13 Jun 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,Prodigy,2.61,1.46
07 Jun 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,paiN Gaming,1.78,1.93
07 Jun 2020,CBLOL,2020.0,Summer Season,Vivo Keyd,KaBuM! e-Sports,2.01,1.75
07 Jun 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,Prodigy,2.17,1.64
07 Jun 2020,CBLOL,2020.0,Summer Season,Flamengo,INTZ-eSports,1.69,2.09
06 Jun 2020,CBLOL,2020.0,Summer Season,Prodigy,KaBuM! e-Sports,1.96,1.79
06 Jun 2020,CBLOL,2020.0,Summer Season,Santos e-Sports,Vivo Keyd,1.85,1.89
06 Jun 2020,CBLOL,2020.0,Summer Season,FURIA Uppercut,INTZ-eSports,1.87,1.85
