year,season,league_name,week,date,team_1,team_2,result
2017.0,spring,EM,1,2017-02-05,TK,S04,0-2
2017.0,spring,EM,1,2017-02-06,PSG,FNC.A,0-2
2017.0,spring,EM,1,2017-02-06,MSF.A,MIL,2-0
2017.0,spring,EM,2,2017-02-12,TK,MSF.A,2-0
2017.0,spring,EM,2,2017-02-13,MIL,FNC.A,2-0
2017.0,spring,EM,2,2017-02-13,S04,PSG,2-0
2017.0,spring,EM,3,2017-02-19,FNC.A,S04,0-2
2017.0,spring,EM,3,2017-02-20,MIL,TK,1-1
2017.0,spring,EM,3,2017-02-20,PSG,MSF.A,1-1
2017.0,spring,EM,4,2017-02-26,MSF.A,FNC.A,1-1
2017.0,spring,EM,4,2017-02-27,PSG,TK,2-0
2017.0,spring,EM,4,2017-02-27,S04,MIL,2-0
2017.0,spring,EM,5,2017-03-05,MIL,PSG,0-2
2017.0,spring,EM,5,2017-03-06,S04,MSF.A,2-0
2017.0,spring,EM,5,2017-03-06,FNC.A,TK,2-0
