year,season,league_name,week,team_1,team_2,set_number,state
2017.0,spring,BRCC,1,ProGaming Esports,IDM Pirata,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,1,ProGaming Esports,IDM Pirata,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,1,T Show,Keep Gaming,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,1,T Show,Keep Gaming,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,1,INTZ.Genesis,Iron Hawks,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,1,INTZ.Genesis,Iron Hawks,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,2,Keep Gaming,INTZ.Genesis,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,2,Keep Gaming,INTZ.Genesis,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,2,Iron Hawks,IDM Pirata,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,2,Iron Hawks,IDM Pirata,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,2,T Show,ProGaming Esports,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,2,T Show,ProGaming Esports,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,3,IDM Pirata,T Show,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,3,IDM Pirata,T Show,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,3,Iron Hawks,Keep Gaming,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,3,Iron Hawks,Keep Gaming,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,3,ProGaming Esports,INTZ.Genesis,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,3,ProGaming Esports,INTZ.Genesis,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,4,ProGaming Esports,Iron Hawks,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,4,ProGaming Esports,Iron Hawks,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,4,INTZ.Genesis,T Show,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,4,INTZ.Genesis,T Show,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,4,IDM Pirata,Keep Gaming,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,4,IDM Pirata,Keep Gaming,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,5,INTZ.Genesis,IDM Pirata,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,5,INTZ.Genesis,IDM Pirata,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,5,Keep Gaming,ProGaming Esports,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,5,Keep Gaming,ProGaming Esports,2.0,this row doesn't have MH_url
2017.0,spring,BRCC,5,Iron Hawks,T Show,1.0,this row doesn't have MH_url
2017.0,spring,BRCC,5,Iron Hawks,T Show,2.0,this row doesn't have MH_url
