year,season,league_name,week,team_1,team_2,set_number,state
2017.0,summer,BRCC,1,Kabum,IDM Gaming,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,1,Kabum,IDM Gaming,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,1,Remo Brave,Iron Hawks,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,1,Remo Brave,Iron Hawks,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,1,Operation Kino,Merciless Gaming,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,1,Operation Kino,Merciless Gaming,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,2,Remo Brave,Operation Kino,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,2,Remo Brave,Operation Kino,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,2,Iron Hawks,IDM Gaming,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,2,Iron Hawks,IDM Gaming,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,2,Merciless Gaming,Kabum,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,2,Merciless Gaming,Kabum,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,3,Iron Hawks,Kabum,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,3,Iron Hawks,Kabum,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,3,Operation Kino,IDM Gaming,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,3,Operation Kino,IDM Gaming,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,3,Remo Brave,Merciless Gaming,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,3,Remo Brave,Merciless Gaming,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,4,IDM Gaming,Merciless Gaming,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,4,IDM Gaming,Merciless Gaming,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,4,Kabum,Remo Brave,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,4,Kabum,Remo Brave,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,4,Operation Kino,Iron Hawks,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,4,Operation Kino,Iron Hawks,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,5,Kabum,Operation Kino,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,5,Kabum,Operation Kino,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,5,Merciless Gaming,Iron Hawks,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,5,Merciless Gaming,Iron Hawks,2.0,this row doesn't have MH_url
2017.0,summer,BRCC,5,IDM Gaming,Remo Brave,1.0,this row doesn't have MH_url
2017.0,summer,BRCC,5,IDM Gaming,Remo Brave,2.0,this row doesn't have MH_url
